,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X000725.SZ,X600031.SH,X003816.SZ,X000568.SZ,X000661.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X000100.SZ,X002371.SZ,X002241.SZ,X000596.SZ,X002007.SZ,X300142.SZ,X300014.SZ,X600741.SH,X600183.SH,X300003.SZ,X300124.SZ,X002129.SZ,X000977.SZ,X601877.SH,X002236.SZ,X000800.SZ,X000625.SZ,X000157.SZ,X300136.SZ,X600584.SH,X002456.SZ,X002463.SZ,X002414.SZ,X002049.SZ,X002179.SZ,X000066.SZ,X600118.SH,X002185.SZ,X600522.SH,X600498.SH,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.257966526765474,0.184111205558716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865737336290478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340660067552196,0,0.0511297436057262,0,0,0,0.00626579045497194,-0.00897866131332123,0,0,0,0,0,0
X000858.SZ,0.100415362248723,0,0.0270677073442768,0,0,0,0,0,0.0472818521900854,0,0.0087380943579837,0,0.214381687246557,0,0.409542551116903,0,0,0,0,0,0.107281290724848,0.0709743039161659,0,0.0616659954213369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684682784863431,0,0,0.00360340991702826,0,0,0,0,0,0,0
X600276.SH,0,0.212092353234181,0,0,0,0,0,0,0,0,0,0,0,0.368454712454546,0,0,0,0,0,0.00469321616764021,0,0,0.0319475367751352,0,0,0,0,0.0230585307032119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271181821590922,0,0,0.00456443385506022,0,-0.11253050662674,0,0,0.0740608557690908,0,-0.0123835827473735,0.00299629317244424,0,0,0,0,0,0
X000651.SZ,0,0.240946602313556,0,0,0,0.0620327511078035,-8.67361737988404e-19,0,0,0,0,0,0,0.0938974834800039,0,0.175372935667145,0,0,0,0,0,0,0,0,0,0.0697037958051566,0,0,0,0,0.018477536739944,0,0,0,0,0,0,0,-0.097463511780555,0,0,0.0884723420808265,0,0,0,0,0,0,0,0,0,0.00390957251681967,-0.011145727420889,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479697308766976,0,0,0.0778707077958431,0,0.101792481237011,0,0,0,0.29057678058517,0,0,0,0,0.140934028006441,0,0,0,0,0,0,0,0,0,0,0,0.0200668449358831,0,0,0.185049302487702,0,0,0,0,0,0,0.0066380814010296,-0.00944918697316311,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.142808257563969,0,0,0.050693126336185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636519033329986,0,0.236700065793549,0,0,0,0.00528197892684773,0,0,0,0,0,0,0,0.122667768015602,0,0,0.186197529536055,0,0,0,0.0136739986603601,-0.00575791707399509,0,0,0,0,0,0
X600104.SH,0,3.46944695195361e-18,0,0,0.0535384413480349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957023378782535,0,0,0,0.295887998483721,0,0.0573908544073893,0,0,0.117781163660985,0,0,0.0454423543332559,0.0298984353727078,0,0,0,0,0,0,0,0,0,0,0,0,-0.0667893121508128,0,0,-0.0200568110859658,0.0272543876275942,0.0175598266222532,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489066123757054,0,0,0,0,0,0,0,0,0.210220185287865,0,0,0.280827698645314,0,0,0,0,0,0,0,0,0,0,0.136400805759861,0,0,0,0.0535906356687069,-0.0502645015063352,0,0,0,0,0,0
X002304.SZ,0,0.161941413774819,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0701319212986091,0,0.0620198061810715,0,0,0,0,0,0,0,0,0.0464198767753347,0,0,-0.0331655033820924,0,0,0,0,0,0,0,0,0,0.0551362439969089,0,0,0,0.00761621867120712,-0.0113954182153219,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0312921934009739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281323635499693,0,-3.46944695195361e-18,0,0,0.0335272372465238,0,0.355966521489286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737722521913272,0,0,0,0,0,0,0.0164657943557272,-0.0110407049679956,0,0,0,0,0,0
