,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600031.SH,X600809.SH,X000651.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X000338.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X600703.SH,X000100.SZ,X000596.SZ,X000157.SZ,X002241.SZ,X000625.SZ,X002371.SZ,X600741.SH,X002007.SZ,X002129.SZ,X300142.SZ,X002179.SZ,X601877.SH,X002236.SZ,X600584.SH,X002049.SZ,X002414.SZ,X300003.SZ,X600183.SH,X000799.SZ,X601799.SH,X000800.SZ,X002008.SZ,X002074.SZ,X600089.SH,X000977.SZ,X000066.SZ,X600779.SH,X600177.SH,X000050.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.253203093124493,0,0,0,0,0,0,0,0,0,0.0611359214919773,0,0,0,0,0,0,0,0.0435320233129962,0,0,-0.114040943153134,0,0.0327275289968906,0,0,0,0,0,0,0,0,0,0,0.0271612165249183,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147666099787721,0,0,0,0,0.0159847137430613,0,0
X000858.SZ,0,0,0,0,0.393425355293415,0,0.147893222003974,0,0,0.0386598166054549,0,-0.0239799789839428,0,0,0,0,0,0,0,0,0,0,0,0,0.0220357690544729,-0.00513116552910223,0,0.0602442920507431,0,0,0,0,0,0,0,0.0227362349228267,0,0,0.0972565682936903,0,0,0,0,0,0,0,0,0,0,0,0,-0.00230655434948271,-0.0262593500168789,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.141471922885652,0,0,0,0.00564984582201391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183448909091004,0,0,0,0,0.472179896242721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099044233326169,0,0,0,-0.0276310135556986,0,0
X600276.SH,0,0,0.111721980941422,0,0,0,0,0,0.0569727629787349,0,0,-0.000127740622949436,0,0,0.0568636706279947,0,0.00838086887071744,0,0,0,0,0,0,0,0,-0.0850113682451086,0,0,0,0,0.0719936164999632,0.0600944154705647,0,0,0,0,0,0,-0.0240803244183571,0,0,0.128077559929962,0,0,0,0,0,0,0,0,0,-0.0151648195357209,0.0321080543948687,0,0,0,-0.0425979979563029,0,0
X000568.SZ,0,0.181662409604192,0.0304326634351935,0,0,0,0,0,0,0.0652386305899781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0779372486814202,-0.0454278503840027,0,0,0,0,0,0,0,-0.0832259775593667,0,0,0,0,0.346990465874447,0,0,0,0,0,0,-0.0612745197453546,0.222451021078379,0,0,0,0,0.0125759564508799,-0.0152159970809382,0,0,0,3.46944695195361e-18,0,0
X600031.SH,0,0,0,0,0,0,0.0932239259327468,0,0,-8.67361737988404e-19,0.115521745767879,0,0,0,0,0,0.0166612452549471,0,0,0.107674933833476,0,0,0.12505182984989,0,0,0.00798766580212493,0,0,0,0,0,0,0,0,0.096860475372455,0,0,0,0,0,0,0,0.0373606990003288,0,0,0,0,0,0,0,0,-0.0224029251201707,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.128788333485707,0.18108100996309,0,0,0,0,0.291981800742392,0,0,0,0,0.040027904815793,0,0,0,0,-0.167449083877663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137569240450883,0,0,0.0262811297093158,0,0,0,0,0,0,0,0.133222958368463,0,0,0,0,0,-0.080591668461455,0,0,0,0.0544916470702128,0,0
X000651.SZ,0,0,0,0,0.117998387338175,0,0,0,0,0,0.0346186370063513,0,0,0,0,-0.113541905465316,0,0,0,0,0,0,0.132133895599151,-0.0592672781049748,0,0,0,0,0.211317992471672,0,0.0153763942872458,0,0,0.00575579135492383,0,0.0783312118986023,0,0,0,0,0,0,0,-0.0333160906717229,0,-0.0295890154968727,0,0.161240735123805,0,0,0,0.00556938063710223,0,0,0,0,-0.00418419431396304,0,0
X002475.SZ,0,0,0,0.0263224094980313,0,0,0.17119269230779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608438567816687,0.199782532147725,-0.0218512587077464,0,0,0.197886527451712,0,0,0,0,0,0,0,0,0,0.0944761263602203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462034569245484,0,0
X002304.SZ,0,0,0,0,0.304907013977167,0,0.212309717772111,0,0,0,0,0,0,-0.106186065032791,0,0,0,0,0,0,0,0,0,0,-0.0406353408963305,0,0,0,0,0,0,0,0,0,0,0,0.113804726642735,0,0.0968125733212567,0.222422299174303,-0.0370499598493564,0,0,0,0,0.0468689003173777,0,0,0,0,0,-0.0431022729661743,0,0,0,0,0.0386579313222071,0,0
