,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X300014.SZ,X300124.SZ,X600104.SH,X000596.SZ,X600031.SH,X003816.SZ,X000725.SZ,X000625.SZ,X002371.SZ,X000063.SZ,X002129.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X000100.SZ,X300142.SZ,X002241.SZ,X601877.SH,X000733.SZ,X600741.SH,X002074.SZ,X600702.SH,X600522.SH,X600460.SH,X000157.SZ,X000799.SZ,X600584.SH,X300003.SZ,X600884.SH,X002007.SZ,X600779.SH,X600487.SH,X300146.SZ,X601799.SH,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.160551873931059,0.155922043189087,0,0.176654877826258,0,0,0,0,0,0.147877547802331,0,0,0,0,0,0,0,0,0,0,-0.0371804260717736,0,0,0,0,0,0,0,0,0,0,-0.0885343537169497,0,0,0.0577832523573231,0,0,0,0.00472818419097608,0,0,0,0,0.0554475608543676,0,0,0,0,0,0,-0.024496618942934,0.00634223199786794,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.553504813830431,0,0,0,0,0,-0.0323062847792573,0,0,0,0.0739035537536943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676105890061933,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0626396224960563,0,0.0278391270593983,0,0,-0.017297909477977,-0.0231805536127333,0,0,0,0,0,0
X600809.SH,0.208647225394998,0,0,0,0.294427337428051,0,0,0,0,0,0.0200306926521427,0,0,0,0,0,0,0,0,0,0,-0.0443017144205643,0,0,0,0,0,0,0,0,0,0,-0.180466716348221,0,0,0.0155309758474772,0,0,0,0,0,0,0,0,0.374653280949632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0368828377747266,0,0,0.0685239382476464,0,0,0,0,0,0,0,0,0,0,0,0,0.0361605255364737,0,0,0,0,0,0,0,0,0,0.104219769904123,0,0,0,0,0,0,0.11594214670611,0,0.0280069853243698,0,0,0,0.134883972561094,0,0,0.0241302281614472,0.122051833034656,0,0.085615945652617,0,-0.00349574439972233,-0.008963273268602,0,0,0,0,0,0
X000568.SZ,0.594463632176197,0.0816456160797166,0.387266442164559,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.293424614902179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228086172369756,0.0455627977710789,0,0,0,0,0.0705686693736761,0,0,0,0,-0.0569263350171317,0,0,0,0,0,0,0,0,0,-0.0039810364838267,0.0508257013229889,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.472250458188401,0,0,0,0.14609359846082,0,0,0.0060028703480602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273597929805087,0,0,0,0,0,0.0074339302482402,-0.0853615590390641,0,0,0,0,0,0,0,0,-0.000724631986160504,0.133219859924552,0.0290291894269037,0,0,0,-0.00788912913593499,0,0,0,0,0,0,0
X600690.SH,1.73472347597681e-18,0,-1.38777878078145e-17,0,0.232209003127195,0,0,0,0,0.196678167545319,-0.0814797727108829,0,0,0,0.0659905118090634,0,0,0,0,0,0.135910249959541,0,0.05427838506258,0,0,0,-0.0670247770843203,0,0.0265782948334883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063771362069854,0,0,0,-0.0107697101180254,-0.0404813162002726,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113688991358232,0,0,0,0,0.0121251621161347,0.188371684641432,0,0.0296644444723465,0,-0.217313728188977,0.00944601160602997,0.162574383423809,0,0,-0.170781725701442,0.0224999380172393,0,0,0,0,0,0,0.160169122636599,0,0,0,0,0,0,0.0100412168263514,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0765895379343118,0,0,0,0,0,0,0,0.192906150450413,0,0.0810727759984942,0,0,0,0,0,0,0,0.0271626204025383,0.0109607279116318,0.170646839082534,0,0,0,0.0477415200793462,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.00497615077907988,0,0,0.0257946057206843,0,0,0,-0.00840612487430699,-0.00904982715740055,0,0,0,0,0,0
X000651.SZ,0,0.0818221051194734,0,0,0,0,0.176067625953971,0,-0.00170694714010796,0,-0.131541064743286,0,0,0,0.266650490716229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731569573979772,0,0,0,-0.139207620646794,0,0,0.00579522197014326,0.0851526330844489,0,0,0,0,0,0,0.130317320364417,0,0,0,0,0,-0.025042265487955,0,-0.00767021936873943,0.0214644193187389,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0320640204217448,0,0,0,0,0,0.172622089765558,0,0,0,-0.097670324967271,0,0,0,0,0,0,0,-0.136642809864121,0,-0.0404036029605509,0,0,0.222718967899416,0,0,-0.0197544823243721,0,0,0,0,0.564823135526498,0,0,0,0,0,0,0,0,0.0163122637115013,0.0857863486044811,-0.163123468009491,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187042713094746,-0.131151553362053,0,0,0,0,0.0772755376749593,0,0,0.0793976335404174,0,0,0,0,0.107850835075316,0,0,0,0.0730072786798552,0,0,0,0,0,-0.0213913074811298,0.031988053700188,0,0,0,0.117047356268533,0.0909837668018118,0,0,0,0.0106976319470388,0,0,0,0,0,0,0
X600104.SH,0.0101543576474793,0,0,0,0,0,0.0948967993158045,0,0,0,0.000479758687212708,0,0,0,0.133275094080056,0,0,0,0,0.0690827980764444,0,0,0.00458013652400556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00756630667597137,0,0,0,0.0154849831814036,0,0,0,0,0,0,0,-0.00184130848013884,0,0,0,0,0,0,0
X000596.SZ,0,0,0.625735847917858,0,0,0,0,0,0,0,0,-0.453737628070513,0,0,0,0,0,0.151001990283472,-0.1924728081753,0,0,-0.0805315431220776,0,0,0,0,0,0,0,0,0,0,0,0,0.0356150579106584,0,0,0,0,0,0,-0.166539948903534,0,0,0,0,0,0,0,0,0,-0.0193017818509269,0,0,0,0,0,0,0
