,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002304.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002007.SZ,X300003.SZ,X600741.SH,X002371.SZ,X600183.SH,X002241.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X000977.SZ,X601877.SH,X002236.SZ,X300142.SZ,X000625.SZ,X300124.SZ,X000157.SZ,X002129.SZ,X002463.SZ,X002223.SZ,X600498.SH,X002456.SZ,X002179.SZ,X300136.SZ,X002049.SZ,X000066.SZ,X600271.SH,X600118.SH,X600584.SH,X002414.SZ,X600177.SH,X600487.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.308206529111816,0,0,0,0,0,0,0,0,0,0,0.0380880649548592,0,0,0,0,0.212733835856625,0,0.0728324214991978,0,0,-0.0854007577059857,0,0,0.0689583115829637,0,0,0,-0.00881419740329606,0,0.0236303405571223,0,0,0,0,0,0.0889486696897713,0,0,0,0,0,0,0,0,0,0,0,0,0.0315091499809033,0,-0.0127697541666179,0,0,0,-0.45216059708338,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.170747695193127,0,0,0,0.33043520210215,0,0,0,0,0.0231404833528518,0,0,0,0,0,0,0,0,0.278362879045842,0,0,0,0,0,0,0,0.031722374479716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104628784206078,0,0,0.0120667806603915,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130579151649602,0.0530324160223245,0.00693148312246569,0,0,0,0.00119381671676009,0,0.0349536820225687,0,0.0585383336977088,0,0,0,0,0,0,0,0,0,0,0.0066723653939803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934250736939493,0,0,0,0,0,0
X000651.SZ,0,0.0580467714169008,0,0,0,0.0462370039379973,0.0528969796252957,0,0,0,0,0,0.234733950219936,0,0.0830058777577575,0,0,0,0,0,0,0,0,0,0,0,0,0.0535022358182689,0,0,0.145288068129839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X002415.SZ,0,0.114168662587581,0,0,0,0,0.157794371119026,0,0,0,0,0,0.215645513347389,0,0,0,0,0,0,0,0,0.00947395293243421,0.106078855956069,0,0,0.0665201817752061,0,0,0,0,0,0,0,0,0,0,0,0.00561568749039805,0,0,0,0,0.0995498271118947,0,0,0,0,0,0,0,0,0,0.00367819939036307,0,0,0,0,0,0
X600104.SH,0,0.220263644519873,0,0,0,0,0,0,0,0,0,0,0,0,0.0881284276828469,0,0,0.0617148721022574,0,0,0.0581926307511276,0,0,0.0208570947436851,0,0,0.0840928838051727,0.0647479652929464,0,0,0,0.118196716978023,0,0,0,0,0,0,0,0,0,0.0296956673314094,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0235063633083039,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857977413927045,0,0.359244467642248,0,0.0505938721550561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101297693142698,0,0,0,0,0,0,0,0,0.33280412327059,0,-3.46944695195361e-18,0.00564077874575802,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.219237289312929,0,0,0,0,0,0,0,0,0,0,0,0,0.0817249977927004,0,-0.0958413959959053,0.0353514348259392,0,0,0.145411053088406,0,0,0,0,0,0.0826344290050401,0,0,0,0,0,0.408741661269518,0,0,0,0,0,0,0.0290632163052235,0,0.00497771813060854,0,0,0,0,0.0462003553190539,0.0312901289598023,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0567029677762486,0,0,0,0,0,0,0,0.151690765359365,0.152681852442517,0,0,0,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0277397876017485,0,0,0,0,0,0.144275024174164,0,0.141524977209626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522478047389394,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0560649384577931,0,0,0,0,0,0,0.00982600137565857,0,0,0,0,0,0,0,0,0,0,0,0,0.0994969729605419,0,0,0,0,0.0305778099413186,0.142338574710092,0,0,0,-0.114632792163031,0,0.0662129246832995,0,0,0,0.173596952465212,0,0,0.0234214591091603,0,0,0,0.0649492099324644,0,0.054441235330384,-0.00575470692109356,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941938240780536,0,0,0.0169860439213493,0,0,0,0,0,0,0,0.501286636453991,0.0312044324031335,0,0,0,0,0.0791960386043337,0,0,0,0,0,0,0.0139756881966184,0.0267487575811611,0,0.0736987643463219,0,0,0,0,0,0,0,0,0,0,0.0106510027928468,0,0,0,0,0,0,0
X002304.SZ,0,0.0684878828280517,0,0,0.00484517851630555,0,0,0,0,0,0,0,0.194890058496127,0,0.0749369769922817,0,0,0,0,0,0,0.0371828969999635,0,0,0.00888189384569392,0,0,0,0,0,0,0.0721861837244225,0,-3.46944695195361e-18,0.00459693473953795,0,-0.0250714225962584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.408367027835753,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0.426835989813338,0,0,0,0,0.0508029122140118,0,0,0,0,0.0140248436155711,0,0,0,0,0,0,0,0.0229194737845743,0,0.00836082756494094,0,0,0.0112594907127961,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00627634930832892,-0.0139277023687083,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0.173369414399828,0,0,0,0,0,0,0,0.141930786403549,0,-0.0347583192729363,0,0,0,0,0.117166549437824,0.0382286780999282,0.0887229759469261,0,0.0528822981273976,0.200706435808519,0,0,0,0,0,0,0,0,0,0,0,0,0.126810934070932,0,0,0,0,0,0,0.00086049767787656,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.253746663028206,0,0,0.148328151465658,0,0,0,0,0.0268914909851674,0.174350177511285,0.21455694795468,0,0,0.0776679481359772,0,0,0,0,0,0,0,0,0.0739387833920809,0,0,0.0200936647668921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00712696718433004,0,0,0,0,0,0
X600690.SH,0.0114872960941556,0.106225426085372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121071473341529,0,0,0,0,0,0,0,0.146970649501061,0.0603772564769345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159654380215138,0,0,0,-0.0395115858193466,0,0,0.00987127127492779,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,-0.0169221611978599,0,0,0,0,0.150485738910815,0,0,0,0,0,0,0,-0.0467391361044874,-0.0582540056874872,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.106501034027845,0,-0.0332188675405182,0.0632531387155555,0.124998791372458,0,0,0.00965604730621688,0,0,0,0.567380508497602,0,0,0,0,0,0,0.0226114602632867,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.627251229503575,0,-2.16840434497101e-19,0,0,0,0.0301933379991499,0,0,0,0,0,0,0,0.042283162272558,0,0,0,0,0,0,0,0.111360402805489,0,0,0,0.00992469627758273,0,0,0,0.0116201623949765,0,0,0,0,0,0,0,0,0.0541251665468632,-0.00627258200048152,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500664086505928,0,0,0.0844325466833977,0,0,0,0,0,0.0329549332281868,0,0,0,0,0,0,0,0,0,0,0,0,0.134727536395839,0,0,0,0,0,0,0,0,0,0,0,-0.00795994048570892,0,0,0.000693289791482346,-0.0610340334577658,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.416306781061292,0,0,0,0,0,0,0,-0.102544874638017,0,0,0.198997222605468,0,0,0,0,0,0,0,0,-0.0138792144115073,0,0,0,0,0,0,0,0.319964924499007,0,0,0.18585880648596,0,-0.308333235940137,0,0,0,0,0,0,0,0,0,0,0,0,0.0347405414621101,0.0758245016726087,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.358205013388033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319471112879442,0,0,0,0.00507246945073289,0.0112411462757446,0,0,0,0,0,0,0,0,0,0,0.0422818033539789,0,0,0,0,0,0,0,0,-0.0212890498136478,0.0225333248597826,0,0,0,0,0,0
