,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600690.SH,X300124.SZ,X000725.SZ,X600104.SH,X000063.SZ,X003816.SZ,X002371.SZ,X002129.SZ,X000596.SZ,X600031.SH,X300014.SZ,X000625.SZ,X600703.SH,X000338.SZ,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X002241.SZ,X000100.SZ,X000661.SZ,X600584.SH,X600702.SH,X002180.SZ,X000977.SZ,X601877.SH,X300142.SZ,X600522.SH,X000157.SZ,X600460.SH,X600741.SH,X002074.SZ,X000733.SZ,X300003.SZ,X002007.SZ,X600183.SH,X002463.SZ,X002294.SZ,X000066.SZ,X002414.SZ,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.16879224594993,0,0,0,0.204618106055332,0,0,0,0,0,0,0,0,0,0.00594016429342988,0.0171862710222923,0.0404317614273905,0,0.0882796400750425,0,0,0,0,0,0,0,0,0,0,0,0.166202305506817,0,0,0,0,0,0,0,0,0.0804813406148445,0,0,0,0,0,0,-0.060986102981715,0,0,0,0,0.0121725713766015,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0525867749650107,0,0.0198473600251026,0.381010142068989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11645558779322,0,0,0,0,0,0.0488278669554517,-0.0365150510322535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232133876547144,-0.0093698266857071,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.119258347978121,0,0,0.0442972203172536,0,0,0,0,0,0,0,0.0342437310363706,0,0,0,0,0,-0.140262705491097,0,0.0756330845120509,0,0,0.239226792123236,0,0,0,-0.0586925626685327,0,0,0.0352150158061211,0,0,-0.103103307760806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00730372430810574,-0.0023195289978765,0,0,0,0,0,0
X000568.SZ,0,0.381155866603664,0.0792856177611493,0,0,0,0.333640591264728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121001402097719,0,0,0,-0.0213329739823368,0,0,-0.0149765431417078,0,0,0,0,0,0.0434779750920782,0,0,0.0287708541447204,0.0704739702584754,0,0,0,0,0,0,0,0,-0.0312759339893967,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637330940579759,0.00361853383235602,0,0,0,0.0608336141343148,0,0,0,0.0271330164126817,0.166843131323158,0,0,0,0,0,0,0,0,0,0,0.144734991090381,0,0,0.0256916338571117,0.154609655416001,0.0146310777776521,0,0,0,-0.00857237559302334,0,0,0,0,0,0,0
X600809.SH,0,0.19496175904719,0,0,0,0,0.191285258526387,0,0,0,0,0,0,0,0,-0.0245772834564639,0,0,0,0,0,0.0484680763057138,0,0,-0.157498107561946,0,0.0357606401594933,0,0,0.0374465121564539,0,0,0.161267154415662,-0.0292768629626945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171159666777606,0,0.0907682164595837,0,0,-0.0318668696764424,0,0,0,0,0,0
X002304.SZ,0,0.380695895163826,0,0.380550769440013,0.0622440160625997,0,0,0,0,0,0,0,0,-0.051170217267629,0,0,0,0,0,0,-0.0222804017922881,0,0,0,0,0,-0.0788305612321418,0,0,0.0518859459101748,0.104176951960189,0,-0.0517197211387124,0.0297254336595323,0,0,0,0,0,0,0,0,0,0,0.0300316958366787,0,-0.0803576216221389,0,0,0,0,-0.0216888943339521,0.0172496783893346,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544762076264124,0.0792046328483907,0,0.0979196347864457,0,0,0,0.0249599157273814,0,0,0,0,0,0,0,0,0,0,0.0985158773663983,0,0,0,0,0,0,0.0737842106528379,0,0,0.397845031532776,0,0,-0.00847971205567158,0.059726187127366,0,0,0,0,0,0
X000651.SZ,0,0.0984759992705833,0,0,0,0,0,0.0183303287022414,0,0.0915630414823536,0,0,0,0.0118352459439994,0,0,0,0,0,0,0.195529513843963,0,0,0.00136746786500819,0,0,0,0,0,0,0,0,0,0.00874547991215547,0,0,0,0,0.0853698214604724,0,0,0,0,0,0,0,0,0,0,0,-0.0466763338051058,0,-0.0372259751223429,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.248113826395304,0,0.193621375578862,0,0,0,0,0,0,0,0,-0.181777053282923,0,0,0,0,0,0,0,0,-0.257583833670857,0,0,0,0.192120400204605,0,0,-0.0140762937617002,0,0,0,0,0,0,0,0,0,0,0.0158712125216016,0,0,0,0,0,0,0.0304373964648633,0.00351101885974057,0,0,0,0,0,0
X300124.SZ,0,0,-0.0248822604538479,0,-0.0645366812335553,0,0,0.0211030434412669,0,0.109528316589203,0,-0.269023930227245,0,0,0,0,-0.00156224336594886,0,0,0.18977388314164,0,0.100557942199693,0,-0.0559728155828165,0,0,0,0,0,0.103945094496365,0,0,0.138508581304566,0.155283850756486,0,0,0,0,0,0,0.0413874005300631,-0.060948302765228,0,0,0,0,0.0456735686764037,0,0,0,0,-0.0711508760177876,0.0732109720798077,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0949241068426619,0,0,0,0,0,0,0,0,0.025069380190773,0,0,0,0,0,0,0,0.212746137280749,0,0,0,0,0,0,0.0498253446426497,0,0,0.0358632804888832,0,0,0,0,0,0,0,0.0427313104505635,0,0,0,0,0,0,0,0,0,0,-0.0243670866230003,0,0,0,0,0,0
X600104.SH,0,0,0.0727881899026381,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217980445931994,0,0,0,0,0.145560584710106,0,0.148738898816089,0.0432903152702955,0,0.00109896582926922,0,0,0,0,0,0,0,0.0144394601524918,0,0,0.0279279720749804,0,0,0.274943516905297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.328985694034958,0,0,0,0,0,0,0,0,0,0,0,0,0.19272701354695,0,0,0,0,0,0,0,-0.268448421726325,0,0,0.262079451591437,0,0,0,0,0,0,0.0970584816123494,0,-0.412054785551827,0,0,0.201419539463453,0,0,0,0,0,0,0,0,0,0.053368179590378,0,0.127098663878935,0.0710636959411997,-0.0201931539212919,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0451746711696115,0,0,0,0,0.101443686790082,0.0453997403235398,0,0,-0.0236203972458499,0,0,0,0,0,0.024389436797807,0,0,0,0,0.0227587164407009,0,-0.0230293737584244,0,0,-0.0166292618751143,0.00560273881031376,0,0,0,0.0811486732638466,0,0,0,0,0,0,0,0,0,0,0.036909595700938,0,0,0.043098727896594,-0.0200212934554511,0,0,0,0,0,0
X002371.SZ,0,0.0254224505559948,0.133012988683831,0,0,0,0.0437340272680998,0,0,0,0,0,0,0.109402103718071,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124291493555978,0,0,0,0,0,0,0,0,-0.0978781197032321,0,0.67622057613787,0,0,0,0,0,0,-0.0817743870225008,0.151426139187682,0,0,0.0832370617188253,0,0.0344644509219577,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618934077880403,0,0.125485795452267,0,0,0,0.00384331721017187,0,0,0,0,0.024053678636427,0,0,0,0,0,-0.053575812985865,0,0,0,0.268187361849875,0,0.0537809382817085,0,0,0,0.301345238964891,0,0,0,0,0,-0.303204451152289,0.0681768360696091,0,0,0,0.0656188944695522,-0.0284732901490882,0,0,0,0,0,0
X000596.SZ,0.237191073140083,0,-0.00470068880971786,0,0,0.0879609956719662,0.0948947130045563,-0.0386907902793299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112255506837332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271905694737223,-0.0311628267683188,0,0.199229636762336,0,0,0.0123092607121891,0,0,0,0,0,0
X600031.SH,0,0.227307992374345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319241717219518,0,0.181706564740726,-0.0484487819584492,0,0,0,0,0.0002557166506298,0,0,0,0.0478693520511461,0.0941755262863271,0,0,0,0.409295796660579,0,0,0,-0.0338844936813791,0,0,0,-0.124867629082576,0,0.0268024344862011,0,0,0,-0.00694144501062605,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0279865034407956,0,0,0,0,0,-0.0632502533418907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131415712032315,0,0,-0.496074126366608,0,0,0,0,0,0.0188403277367146,-0.206485999984042,0,0,0.292849337862962,0,0.0314481837833954,0,0,0.205499025960606,0,0,0,0,0,-0.0244545800644251,0.00910432456744963,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.11831536248922,0,0,0,0,0.200662510467596,0,0,-0.0148797852483572,0,0,0,0.0821216494402088,0,0,0,0,0,-0.0909352089610409,0,-0.0530563032287289,0,0,0,0,0,0,0,0,0,0,0,0.570579829328525,0,0,0,0,0.135403351643288,0,0,-0.0168332815615407,0,0,0,0.0102911860179654,0,0,0,0,0,0,0
X600703.SH,0,0.0999549316165681,0,0,-6.93889390390723e-18,0.0569001541205672,0,0,0,0,0,0,0,-0.0430885611525982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179815464938123,0,-0.0183231114515375,0.0940075888724999,0,0,0,0,0,0,0,0.133195626242479,0,0,0,0,0,0,0.106085319715302,0,0,0,0,0,0.0437628127236735,-0.0855739055134761,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.235025222302287,0,0,0,0,0,0,0,0,0,0.208383497384629,0,0.00289112458658254,0.0247429604146635,0,0,0,0,0.0113010452959668,0,0,0,0,0,0,0.000794783364329288,0,0,0,0.0398474105946929,0,0,0.0295875207232479,0,0,0,0,0,0,0,0,0,-0.0888436042223012,0.0243676827064684,-0.00635246681930957,0,0,0,0,0,0
X002049.SZ,0,0,0.0048706182847539,0,0,0,0,0,0,0,0,0,0,0.0607455073401209,0,0,0,0,0,0,0,0.0268207415822916,-0.103587161351341,0,0,0,0.0841396241163932,0,0.0811895304487488,0,0.00864859467436298,0,0,0,0,0,0,0,0.389465539135103,0,0,0,0,0,0,0.0386250832965854,0,0,0,0,0,0.0301872379390481,0,0,0,0,0,0,0
X002179.SZ,0,0,0.0693417943718204,0,0,0,0,0,0,0,0,0,0,0.00915971967541677,0,-0.0559437309879317,0.0770731109247307,0,0,0.155632420153503,0,0,0,0,0,0.124572899394515,0,0.0275336661709187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019795113051932,-0.0368300447540326,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.0290336361337752,0,0,0,0,0,0,0,0,0,0,0,0.0298419657889029,0,0,0,0.0959877154126879,0,0.0461625430015586,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0735185177552083,0,0.0516692326739313,0.0703177445464125,0,0.0366999657753794,0,0,0,0,0,0.019768548487646,0,0.0525414685158343,0,-0.0121405704848907,0,0.0257420576103125,0,0,0,0,0,0,0
X002236.SZ,0,0,0.745657682518661,0.145513983416044,0,0,0,0.224662272501409,-0.0491402930115255,0,0,0,0,0.216447634301745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00368624833956417,0,0,0,0,0,0,0,0,0,0,0,0.15148778427549,0,0,0,0,-0.152855154195876,0.0960123964568441,-0.105054832517328,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.0130336069271076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176736944936519,0.139472203405881,0,0,0,0,0.0353192343734131,0.277324653108194,0,0,0.00950076135024827,0.0334879737830476,0,0,0,0,0,0,0,0,0,0,0.154603044411253,0,0.0184230957683906,0,0,0,-0.0231769654620297,0,0,0,0,0,0,0
X000100.SZ,0,0.00710493099508296,0,0,-0.0235317033028505,0,0,0.0170854358573067,0,0,0,0.346821565989754,0,0.0378925259127228,0,0.0195827843681408,-0.0162624936628217,0,0.0209430440102541,0,0,0,0,0.0809822140882242,0,0,0,0,0,0,0.00390829215785976,0,0,0.0247176470206188,0,0,0,0,0,0,0,0,0,0,0.0895319984808831,0,0,0,0,0,0,0.00976498355410342,0.0125839282416362,0,0,0,0,0,0
