,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000063.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X002241.SZ,X600703.SH,X000625.SZ,X300014.SZ,X000596.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X600584.SH,X300142.SZ,X601877.SH,X002129.SZ,X002236.SZ,X002179.SZ,X600183.SH,X000157.SZ,X000800.SZ,X002049.SZ,X300003.SZ,X601799.SH,X002414.SZ,X002008.SZ,X000066.SZ,X300136.SZ,X002185.SZ,X000977.SZ,X300146.SZ,X002456.SZ,X002508.SZ,X600118.SH,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.230031685755306,0,-0.0504830811142598,0,0,0.029879493143233,0,0,0,0.336811028279398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102680612729076,0,0,0,0,0,-0.0895976060703285,0,0,0,0,0,0.0538160624738511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304407186156782,0.00942517517214234,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.152054157966314,0.0271804983427803,0.26042221866298,0,0,0.0510430729367245,0,0,0,0,0,-0.0845494125311516,0,0,0,0.0840800485299527,0.117637860179284,0,0,0,-0.0271720064706558,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200639566440464,0,0,0,0,0.00123986879724032,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.276231204830803,0,0,0,0,0,0,0,0,0.0399847989081299,0,0,0,0,0,0,0,0,0.025403322312829,0,0,0.127437915804145,0,-0.080590078374837,0,0,0,0,0,0.0415361482867208,0,0,0.0491030439222527,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328813540756797,0,0
X002415.SZ,0,0,0,0,0,0.226428219714123,0,0,0.00155486470713054,0,0.0125842170371777,0,0.0744989553972276,0,0,-0.0964606781469988,0,0,0,0,0,0,0,0,0.0135059967756768,0,0,0,0,0,0,0.189676180397589,0,0,0,0,0,0,0,0,0,0,0,-0.015223321510573,0,0,0,0,0,0.108165528372917,0,-0.0443610154640128,0,0,0,0,-0.014618393538192,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.174287304803781,0,-0.102919982606453,0,0,0,0,0,0.00892230841363303,0.0599953892033369,-0.0194264397845597,0,0,0,0,0,0.110739357384729,0,0,0.076135815534625,0.0484497677352161,0,0,0,0,0,0,0.0134637036358833,0,0,0,0,0,0,0,0,0.0484608888013553,0,0,0,-0.0173461630808646,0,0,0,-0.0236843191142662,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0561238124182845,0,0,0,0,0,0,-0.0261531277709321,0,0,0,0.332509823233615,0,0,0,0.0103624458194867,0,0.063358000327401,0,-0.0202497249268455,0,0,0.0385956477125299,0,0.0882204554945407,0,0,0,0,0,0,0.0874679028908427,0,0.208874551136995,0,0.19088811549414,0,0,0,0.126098644453378,0,0,0.00591280394595015,0,0.0388998823283446,-0.0167032166918586,0,0,0,-0.00131697726013561,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0643991053253902,0,0,0,0,0.233923862926866,0,0,0,0.132841738351176,0.133501970641456,0,0,0.0731875313764733,0,0.191181202082197,0,0,0,0,-0.0239633086945937,0,0,0,0,0.00770576703210039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167002088273032,0,0,0,0,-0.0558986450822812,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.512236112907969,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0915745099705768,0,-0.187147020903961,0,0.220345361605492,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0138753126065591,0,0,0,0,0,0,0.0871904836812632,0,0,0,0,0,-0.031613885517178,0.14120196526024,0,0,0,0.0046131701130726,0,0
X002304.SZ,0,0,0,0,0,0,0,0.229367899290391,0,0,0,0,0,0,0,0,0,0,0.079091683599232,0,-0.00900250287110261,0.168817349566867,0.071143540679261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478343778996198,0,0,0,0,0,0,-0.0280286666479244,0,0.00742681881561947,0.00857884070112229,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0742546115807194,0,0.0311678129445913,0,0.290239261833277,0.423511997502487,0,0,0,0,0,0.0252318447298996,0,0.0740644863198597,0,0,0,0,0,0,0.0542546824046859,0,0,0.0197019157966524,0,0,0,-0.0176523531331776,0,0,0,0,0,0,0,0,0,0,-0.0703028359556815,0,0,0.102809229035763,-0.0179126555595534,0,0,0,0.0347159879645839,0,0
