,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000725.SZ,X600031.SH,X002129.SZ,X000063.SZ,X300014.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X000733.SZ,X600522.SH,X000977.SZ,X002074.SZ,X600584.SH,X600460.SH,X002236.SZ,X000799.SZ,X000066.SZ,X600183.SH,X300003.SZ,X000800.SZ,X002007.SZ,X600884.SH,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0315438375232574,0,0,0.152011911230644,0,0.226723174760917,0,0.0837535377829273,0,0,0,0,0,0,0.0419034094701671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108850807716009,0,-0.0171223709863043,0.0111417074484042,0,0,0,0,0,0.0929457523857051,0,0.0658269301742108,0,0,0,0,0,0,0.0073778013271063,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0753655142747796,0,0.121931435920363,0,0.580635474226441,0.0686335650740934,0,0.168670477845409,0,0,0,0.0611562993077713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320536691660995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463605261689481,0.0147780277515171,0,0,0,0,0,0
X002415.SZ,0,0.0593826565313611,0,0,0,0,0,0,0.0457343017136004,0,0,0,0,0,0,0,0.0533040161501761,0,0,0.137245004772795,0,0,0,0,0.0722069911756939,0,0,0,0,0,-0.104909016693745,0,0,0,-0.123084596914755,3.46944695195361e-18,-0.204480510840237,0,0,0,0,0.3006353903357,0,0,0,0,0,-0.00323249328157714,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.447732749483163,0,0,0,0,0.357925330867808,0,0,0,0,0,0,0,0,0,0,0,0,0.0453010055186382,0,0,0,0,-0.160007024462468,0,0,0,0,0,0,-0.0358666592420716,0,0,0,-0.0960259873564647,-0.119640751762744,-0.0623059761667213,0,0,0,0,0,0,0.243902990757582,0,0,0,-0.0685912556488542,0,0,0.00626926935905454,-0.0132333106341583,0,0,0,0,0,0
X600809.SH,0,0.00671004025752142,0,0.0649911273217243,0,0,0.262588499813852,0.151215436453972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00983062183784039,-0.064859313409585,0,0,0,0,0,0.220001282922313,0,0,0,0,0,0,0,0,0.037931044008638,-0.0339471994246063,0,0,0,0,0,0
X600276.SH,0,0,0,0.13749076382443,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224581542212643,0,0,0,0,0,0,0,0,0,0,0,0.0708151908960789,0,0,-0.112621955924781,0,0.225176597796203,0,0.0762477316654854,0,0,0,0.0548087078438024,0,0.0561556382590117,0.0835525257375354,0.136754265022711,0,0.0585336920472988,0,0,0,0,0,-0.0403258004931997,0.0410564490990304,0,0,0,0,0,0
X002304.SZ,0,0.29533091442309,0,0.399681636975024,0,0,0,0,0,0,0,0,0,0.0943934135586473,0,0,0,0,0.207406287409815,0,0,0,0,0,0,0,0,0,0,-0.0546697792499356,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684552950942914,0,-0.0300678456231901,0,0,0,0,0,-0.0090485972852782,0.0123260641369969,0,0,0,0,0,0
X600690.SH,0,0,0,0.0647673512219785,0,0,0,0,0,0,0.0667479021190037,0,0,0.241982975470135,-0.0236347697298234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589538994937264,0,0,0,0,0,0,0,0,0,0.00413894670254549,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.303758688538382,0,0,0,0.090514388207614,0,0.161295120512093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217725683569725,0.211719935563472,0,0.147199611583142,0,0,0,0,0,0,0,0,0.0784859243604635,0,0,0.471599664035022,0,-0.0110503863894014,0,0,0,0,0,0
X000651.SZ,0,0.183810288534269,0,0,0,0,0,0.264314371137673,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029399660738053,0,0,0,0,0,0,0,0.0393097663488576,0.0372368367666573,0,0,0,-0.00947212610478245,-0.00719974815204377,0,0,0,0,0,0,0.0464197582262275,-0.027667207656454,0,0,0,0,0,0,-0.0084951568617231,0,0,0,0,0,0
X300124.SZ,0,-0.0463905388992417,0,0,0,0,0,0,0.138571832228597,0,0,0,0,0,0,0.0434158683830257,0.000758706391986138,0,0,0,0,0,0,0.0291107586420848,0,0,0,-0.34247677345948,0,0.0901422890089233,0.156883841568375,0,0,0,0,0,0,0.243307328209227,0,0,0.00550815592782557,0,0,0,0,0,0,0.264572686799861,0,0,0,-0.0377710493080678,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.109854829616347,0,0,0,0,0,0,0,0,0.122707259957533,0.0496977150964682,0,0,0,0,0,-0.0588189346252637,0.0626943614413835,0,0,0,0,0,0,0,-0.0596946504858074,0,0,0,0,0,0,0,0,0.0157686538350028,0.0668856336646746,0,0,0.0457645892001513,0,-0.0252985435567031,0,-0.025568908237017,0,-0.00324909627801913,0,0,0,0.040077173564506,-0.022309043668488,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153142552464869,0,0,0,0,0,0,0,0.103130038795735,0,0.168758908637748,0.0460216478504326,0,0,0,0,0,0,0.036242366114156,0,0,0.0138542382705627,0,0,0.0708750345616058,0.1549390408158,0,0,0,0.0700501972446899,0,0.0533570747296556,0,0,0,-0.0144489636320344,0,0,0,0,0,0,0
X600031.SH,0,0.235163505640794,0,0,-6.93889390390723e-18,0,0,0.259500650929848,0,0,0.157501377710083,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120921301973303,0,0,0,0,0.0903521560454768,0,0,0,0,0.274210731455014,0,0,0.0177230695394072,0,0,0,0,0,0,0,-0.0105707401975412,0,0.0389624912457265,0,0,0,-0.0060760013177181,-0.0183123277060885,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446975252129235,0.023597208344294,0,0,0.198368210523349,0,0,0,0,0,0,0,0,0,0.0208129825716794,-0.0507379601589977,0.0254174529093675,0,0,0,0,0.417435237486631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238735550884916,0.00546653650477774,0,0,0,0,0,0
