,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X600031.SH,X002475.SZ,X002241.SZ,X002236.SZ,X600066.SH,X000338.SZ,X601877.SH,X000100.SZ,X002508.SZ,X600271.SH,X002456.SZ,X600089.SH,X300124.SZ,X600118.SH,X002085.SZ,X000157.SZ,X600522.SH,X600177.SH,X600372.SH,X002007.SZ,X300003.SZ,X300136.SZ,X000981.SZ,X600487.SH,X002294.SZ,X600867.SH,X600699.SH,X002074.SZ,X000066.SZ,X002008.SZ,X600809.SH,X000596.SZ,X600566.SH,X002180.SZ,X300115.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.210003152997311,0,-0.0707037167603759,0,0,0,0,-0.0561170307395414,0,0,0,0,0,0,0.118513806067402,0,0,0,0,0,0,0.0257120437272492,0,0.0488977291206371,0,0,0,0,0,0,0,0,0.10703444848374,0,0,0,0,0,0,2.16840434497101e-19,-0.000876068527164395,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146665668093025,0,0,0,0,0,0,0,0,0.0878508983704479,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0861358782721279,0,0,0,0,0,0,0,0,0.0647977307199145,0,0,0,0.0248221981059278,-0.00505099542423972,-0.0217365681333903,0,0,0,0,0,0
X002415.SZ,0,0,0,0.25464591648467,0,0.0132649424265811,0,0,0,0,0,0,0,0,0.0282257754957114,0,0,0.215415508385847,0,0.0232698843888581,0,0,0.0182301789992708,0,0,0,0,0,0,0,0,0,-0.0955497431239931,-0.0197094735847559,0,0,-0.0473261386241101,0,0,0.179151201342962,0,0,0,-0.140361225935947,0,0,0,0,0.0767055507914379,0,0,-0.0208381610824547,0.00135441652790569,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.296288470909363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426376681650589,0,0,0,0,0.0199104222947613,-0.00234975898292184,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0205105769516266,0,0,0.199760061121353,0,0,0,0,0,0.233388933670038,0,0,0,0,0.136664824466888,0,0,0,0.0822508880023743,0,0,0.0166068107927254,0.0175466264813433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147966993332234,0,0.00130142869517262,0,0.00773024851768215,0,0,0,0,0.00418557125236437,0.00468128471411133,0,0,0,0,0,0
X000725.SZ,0,0,0,0.172505834769857,0,0,0,0,0,0,0,0.101415324993915,0,0.0934109033758465,0.0931484537513114,-0.175885689437919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423996124037508,0,0,0,0,0.21814226896326,0,0,0,0,0,0,0,0,0.00242008991645774,0,0.176440720603049,-0.0506689899977072,0.0413491234596157,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0411800177856291,0.210343614439756,0,0,0,0,0,0,0,0.122190689845322,0,0,0,0,0,0,0,0,0.0842049315712946,0,0,0.0733782658364477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00192544477023946,0,0,0.0139935141227225,0.16829489078969,0,0,-0.124049062516208,0,0,0.0222472042796053,-0.00540775654131171,0,0,0,0,0,0
X600276.SH,0,0,0,0.0200083666890546,0,0,0,0,0,0,0,0.253201612100283,0,0,0,0,0,-0.0763489625233287,0,0,0,0,0,0,0.0545060632942044,0,-0.0168475046955242,0,0,-0.0335578437347224,0,0,0,0,0,0,0,0.0259857992391126,0,0,0,0,0,0,0.0524430498883214,0,0,0.0415453249358085,0,0,0,0.00266631581224826,0.0135929521462904,-0.222469994439134,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334187637368693,0,0,0,0.0991155628210462,0.273892248942096,0,0,0,0,0,0,0,0.109520352501921,0,0,0.266179461374083,0,0,0,0,0.05520694462419,-0.0856249490822714,0,0.0757673152003033,0,0,0,0.0792058212281293,0,0,0,-0.27047288001837,0,-0.0685760847386428,0,0,0,-0.0151670529556842,-0.00623167350200126,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.126563484855758,0,0,0,0,0,0,0.0602365183611545,0,0,0,0,0,0.031975996300925,0,0,0,0,0,0,0,0,-0.0592335641822099,0,0,0,0,0,0,0,0,0,0,-0.0406522179505973,0,0.0246617761932113,-0.0873485921552956,0,0.146577989385456,0,0,0,0.0416178538157259,0,0,-0.000483061839973602,-0.00165612836404724,0,0,0,0,0,0
