,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X600809.SH,X601877.SH,X300124.SZ,X600487.SH,X002008.SZ,X002085.SZ,X000100.SZ,X600522.SH,X002508.SZ,X300136.SZ,X300003.SZ,X600089.SH,X600177.SH,X600271.SH,X000157.SZ,X600118.SH,X002294.SZ,X600699.SH,X600867.SH,X600498.SH,X000559.SZ,X300115.SZ,X000050.SZ,X600566.SH,X000596.SZ,X000981.SZ,X002180.SZ,X002074.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0069128337292633,0,0,0,0,0,0.0189334145357466,0,0,0.258254735799292,0,0,0,0,0,0,0,0,0,0,0,0.0240112840973381,0,0,-8.67361737988404e-19,0,0,0.0795359750267932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810490049698528,0,0.0321076900681593,-0.0451756792321578,0,0,0.010692754591636,-0.0130211026294025,0,0,0,0,0,0
X600104.SH,0,0,0.0274811007902241,0,0,0,0,0,0,0,0,0,0,0.368275395319702,0,0,0.0905760235255433,0,0,-0.0307821806359106,0,0,0,0.0439865941187548,0,0,0.0106903840359516,-0.0619400862893586,0,0,0.0298731705867768,0,-0.0898921307593583,0,0,0,0,0,0,0,0,0,0,0,0,0.0285744881942592,0,0,0,0,0,-0.0192343126541165,0.0152872745171193,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0020268524467298,0,0,0,0.18980321129441,0,0,0.0843699489035123,0,0,0,0,0,0,0,0.00786984406392947,0,0,0.0676048772502354,0,0,0,0,0.103066207481672,0,0,0,0,0,0,0,0,0,0,0.0656178532541287,0,0,0.0304258488846444,0,0,0.0901599070861706,0,0,0.0386316176882345,0,0.0182012447266483,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0455222332265469,0,0,0.2757143943011,0,0.0849902638665269,0,0,0,0,0,0,0.0188746891536586,0,0,0,0,0,0,-0.0250866552837231,0,0,0,0.354360463830747,0,0,0,0,-0.0425912138384757,0,0,0,-0.0151690039819446,0,0,0,0,-0.0340510923901089,0,0,0,-0.0204695021280555,0,0,-0.0714187564662607,0.00616824541115384,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.189885927930723,0,0,0,0,0,0,0,0.352087449340953,0.0253492308022335,0,0,0,0,0,0,0,0,0.168118072747951,0,0,0,-0.0430044880730395,0.0279734219654938,0,0,0.0407388968253889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00569023762694263,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0686818528133483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136441568428559,-0.0524140554776689,0,-0.0574914587336872,0.120463003587637,0,0,0,0,0,0,0,0,0,0,0.0302319027005303,-0.0466329055736069,0,0.0448646916228712,0,0.0182621029662055,0,0,0,0,0,0,0,0,-0.00605854435071915,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.199505627598396,0,0,0,0.0509540228430978,0,0,0.0930091446176356,0,0.119939633593914,0,0,0,0,0.185231985579135,-0.159888194909719,0,0,0,0,0,-0.0642809700898046,0,-0.00343559839497248,0,0.164980475406027,0,0,0,0,0,0,0,0,0,0,0,0,0.0956289640802267,0,0,0.0348481118790279,0,-0.0435139628819928,0,0,0,-0.00743672458609585,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.00066881765891506,0,0,0.0102534151339318,0,0.133089768767636,0,-0.0377479369211178,0,0.0548549574344675,0,0,0,0,0,0,0.0163312513898899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145045150897895,0.242076445989186,0,0.0132825180959113,0,0,0,0,0,0,0,-0.00796832411774406,0.00503779552266746,-0.102722767474242,0,0,0,0,0
X000063.SZ,0,0,-8.67361737988404e-19,0,0,0,0.111868978823864,0,0,0.144801642985174,0.0387093487951846,0.0291948132459687,0.0834093901203807,0,0,0,0,0.0740179253798174,0,0,0,0,0.136686871269949,0,0.031280976007382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986274286263378,0,0,0,0,0,0.0644191421963153,0,0,0,0,0,0,0
X600690.SH,0,0,0.136643605231814,0.303471527935161,0,0,0,0,0,0,0,0,0.138796557106572,0.0822714320580044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139994263185783,0,0.131883030063648,-0.0539133987680269,0,0,0,0,0,0.0328659068496518,0,0,0,-0.056073889305424,0,0,0,-0.0220681218317998,0,0.00887260847184221,0,0,0,0,-0.00188195353058814,0,0,0,0,0,0
