,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X300124.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X000157.SZ,X600584.SH,X600703.SH,X600372.SH,X000977.SZ,X600183.SH,X600066.SH,X002236.SZ,X600741.SH,X600522.SH,X002028.SZ,X002049.SZ,X600418.SH,X601877.SH,X002180.SZ,X000661.SZ,X002223.SZ,X000921.SZ,X000800.SZ,X600487.SH,X601799.SH,X002156.SZ,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.176830741635888,0,0.199147591730405,0,0,0,0,0,0,0,0,0,0.00993072905934128,0,0,0,0,0,0,0,0,-0.0403818000250537,0,0,0,0,0,0,0,0,-0.0143786901848377,0,0,0,0,0,0,0,-0.0595838116303912,0,0.0253874747747897,0,0,0,-0.0460177328631225,-0.0449468486696956,0,0,0,0.0142891488773901,0,0
X000858.SZ,0.217024774739201,0,0,0,0.00285969117219134,0,-0.019104576880219,0,0,0.382397512586053,0,0,0,0,0.0332338535520385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931140163456056,0,0,0,0,0,0,0,0.0477671980917215,0,0,0,0,0.0511120264255135,0,0,0,-0.0133856874072413,-0.00619484561717025,0,0,0,0.0371191246441051,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08575544700421,0,0,0,0,0,0,-0.0572635094261132,0.163684484518757,0.481236858097894,0,0,0,0,0.0449184238523032,0,0,0,0.0156425000665512,0.0646953711894914,0,0,0,0.0214758549966223,0,0.00012922550988219,0,0,0,0,0,0,0,0,0,0.0103316519474974,0,0,0,0.103112329413031,0,0,0,-0.0485008771630079,0,0
X002415.SZ,0,0,0,0,0.0734080275317057,0,0,0,0,0,0,0,0,-0.175179045574502,0,0,0,0,0,0,0,0.0171610949410092,0,0,0,0,0,0,0,0,0,0.040590654141833,0,0,0,0,0,0.0603963166807657,0,0,0,0,0,0,0,0.00992585698317485,0,0,0.156644837673558,0,0,0,0.0120912860370551,-0.14837824018995,0,0,0.0560269418157837,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243413968306642,0.118718582966958,0,0.100867345306672,0,0,0,0,0,0,-0.0943322933219903,0,0,0,0,0,0,0.0831485804551436,0,0,0,0,0,0,0,-0.060695723336523,0.15917681819905,0,0,0,0,0.134966198485237,-0.231343549694616,-0.00557437084353641,0,0,0.0242156178907333,0,0
X600690.SH,0,-0.288099292196941,0,0,0,0,0,0,0,-0.0391407136576265,0,0,0.217620291556498,-0.0746671242105831,0.0141839248426194,0,0,0,0.0740323442404898,0,0,-0.0442172444138479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989148669602456,0,-0.0438968271345576,0,0,0.383767419222599,0,0,0,0,0.0604268656894056,0,0,0,0,-0.0146536245569715,0,0,0.0879639866665006,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.229662177881432,0,0,0,-0.0559235656565162,0,0,0,-0.0274614682090621,0,0,-0.0311013199090212,0,0,0,0,0,0,-0.141072683554326,0,0,0,0,0,-0.00682563905783286,0.104110130941945,0,0,0,0,0,-0.102351929633795,0,0,0,0,0,0,0,0.153736226940712,0,-0.0219703666306887,0,0,0,0,0,0,0,0,0,0
X600809.SH,0.267852163165397,0,0,0,0,0,0,0,0,0.0565239133167402,0,0,0,0,0,0,0,0,0,0.2997923368454,0,0,0,0,0,0,0,-0.0235052089984336,0,0,0,0,0,0,0,0,0,0.0681657450126558,0,0,0,0,0.0719299682261398,0,0,0,0.0302206266409911,0,0,0,0,0,0,0.255498198695113,0,0,0.0269087350766027,0,0
X000651.SZ,0,0,0,0,0,0,0.152132955528391,0,0,0,0,0,0,0,0.14111727041024,0,0,0,0,0,-0.000773834283692731,0,0,0.00648324394707109,0,0,0,0,0,0,-0.00989241512054453,0,0,0,0,0,0,0,0,0,0,0,0,0.0979972823731701,-0.0862728053041595,0,0,0,0,0,0,0.0232490016602706,0,0,0,0,0.0122247282604312,0,0
X000568.SZ,0.159819131910307,0.567589588568755,0,0,0,0,0,0,0,0,0.0529809105414565,0,0,0.00923349544390976,0,0,0,0,0,0.179683802782963,0,0,-0.00624588152887528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478456580885972,0,0,0,0,0.00508734207650152,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374176612444647,0,0,0,0,0,0,0.253743297454254,0,0,-0.0613859702472276,-0.235933967364411,0,0,0.476263875183438,0,0,0,0,0,0,0,0,0,0,0.187246281056419,0,-0.0313260599443723,0,0,0,0,0,0,0.0962195959970122,0,0,0,0,0.108647065348854,0,0,0,-0.0523488461831414,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151905866822977,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0741498374915369,0,0,0,0,0,0,0,0,-0.00883970698170561,0.0373082586339444,0,0,-0.0293820606677381,0.0412067723721921,0,0,0.020332762029648,0,0,0,0,0,0,0.0287973347212475,0.0526905531289965,0.0116259800446267,0,-0.0184625257059025,0,0,0,0,0.0477660397679889,0,0
X000725.SZ,0,0,0,0,-0.0131868701661454,0.0946081127250829,0,0,0,0,0,0,0,0,0,0,0,0,-0.0973950904338163,0,0,0,0,0.703728902413681,0,0,0,-0.152578263251519,0,0,0,0,0,0,0,0,0,0.038810818485595,0,0,0.254066876213317,0,0,0,0,0,0.0364612655903654,0,0,0.1099792186499,0,-0.00384842160935663,0.0138314888370533,0,0,0,-0.0182904715663258,0,0
X000625.SZ,0,0,0.268033578752913,0,0,-0.274832279062654,0,0,0,0,0,0.382999856718096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324955012868574,0,0,0,0,-0.0728465162139529,0,0,0,0,0,0,0,0.323236044178696,0,0,0,-0.114859883382017,0,0,0,0,0,0,0.143707925266524,0,-8.67361737988404e-19,0.127932205087886,-0.385355621945602,0,0,0,0,0
X600031.SH,0,0,0,0,0.128246849712991,0.17390121542799,0,0,0,-0.148501926221347,0,0,0,0,0,0,0,0,0.186861673076676,0,0,6.93889390390723e-18,0,0.168451378603774,0,-0.0813975779677269,0.137030289027545,0,0,0,-0.0651009797380429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420873480125465,0,0.225092185385943,0,0,-0.0660356988120938,0,0,0,0.0166711617218573,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,-0.38252184234457,0,0,0,0,0,0,0,0,0,0.390496924031948,0,0,0,0,0,0,0.0425377663785911,0,0,0.0680807609616802,0.0250105870705503,0,0,0,0,0,0,0.0329483505869343,0,0,0,0,-0.135172525545064,0,0,0,0,0.0276994172598396,0.27554394219632,0,0.0499468495185004,0,0,0,0,0.0223699874364786,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00602121395619287,0,0,0,0,0,0,0,0,0,0.120076865338449,0,0,0,0,0,0.102178947233271,0,0.136415882757576,0,0,0,0,0,0,0.0308606573249635,0,0,0,0.0726012242277514,0,0,0,0,0,0.0904253876917307,0,0,0,0.0455740247030881,0.0108564014537423,-0.131371936283441,0,0,0.0394788396127086,0,0
X002304.SZ,0,0.0725775477775121,0,0.118497929312546,0.129947746160455,0,0,0,0,0.0825415327857224,0,0,0,0,0,0.0146337928850924,0,0,0,0,0,0.00336963633418455,0,0,0,0,0,0,0,0,0,-0.0103930456957451,0,0,0.437554729887732,-0.155521629945503,0,0,0,0,0,0,0,0,0,0,0,0.0462334411554891,0.0121032369433532,0,0,0.033019790909466,0,0,0,0,-4.33680868994202e-19,0,0
X000338.SZ,0,0,-0.0691012711981032,0,0,0,0,0,0,0,0,0,0,0,0.242109421179401,0,0,0,0,0,0,0,0,0,0,0,0,0.0917273143893941,0,0,0,0,0.0498166613781402,0,0,0,0.231266814482109,0,-0.115992749705081,0,-0.00875865176425555,0,0,0,0,0.270703054633081,0,0,0,0,0,-0.105466023871866,-0.00961762984905399,-0.187162323934638,0,0,-0.0234546143972001,0,0
X000596.SZ,0,0,-0.0624328500015629,0,0.065051816553406,0,0,0.390156891707939,0,0.255204952622578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530382283228863,0.0373248555055038,0,0,0,0,0.14211389779892,0,-0.0870535825259984,0.0494599092659156,0.166599049066182,0,0,0,0,0,0,0,0,0.0265843162407238,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307513556705833,0,0,0.0721607962472032,0.0278335612806419,0,0,0.0952577813227373,0,0,0.010604157797099,0,0,0,0,0,0.0520909793951444,0,0,0,-0.213271047035148,0.0394372415918523,0,0,0,0,0,0.0875064366596517,0,0,0,0.347864103544827,0,0,0,0.0964586372237745,-0.0416833346878469,0,-0.00816657343353856,0,0,-0.0875720541772917,0,0
X300014.SZ,0,0,0.115599199412467,0,0.305711049576444,0,-0.107243280151771,0,0,0,0,0,0,0,0,0,0,0,0,0.0273063455628125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525077306237844,0,0,0,0,0,0,0,-0.127819358763567,0,0.0165561324463001,0.288088377497487,0,0.00893846709254326,0,0.0189932013120932,0,0,-0.0297652501672647,0,0
X002241.SZ,0,0,0.444834403423883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989006610750213,0,0,0,0,0,0,0,0,0,0,0.0234229192684445,3.46944695195361e-18,0,0.0785889350730715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279453066923103,0,0.0577041894603148,-0.00143679964300219,0,0.0106046471441937,0,0,0,0,0,0,0.036339272101775,0,0
