,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X002475.SZ,X000100.SZ,X002241.SZ,X000338.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X600372.SH,X600177.SH,X002456.SZ,X002085.SZ,X000157.SZ,X000066.SZ,X300124.SZ,X002007.SZ,X600089.SH,X002294.SZ,X300003.SZ,X600522.SH,X600699.SH,X600867.SH,X002180.SZ,X000559.SZ,X002508.SZ,X600498.SH,X002292.SZ,X002074.SZ,X002426.SZ,X000623.SZ,X000550.SZ,X300136.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0517400787462063,0.235727606346209,0.0224057401409136,0,0,0,0,0,0,0,0,0.0791760102781293,0,0.0574597566218327,0,0,0,0.106258786818889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443622906402679,0,0,0,0,-0.000640706737412666,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0453022938727696,-0.0346135346298379,0.782931640034806,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0955921403813342,0,-0.0135713902856472,0,0,0,0,0,0,0,0,0,0,0,0,-0.000623031595375112,0,0,-0.0339672439971983,0.110881652536031,-0.173993763771402,0,0,-0.0322300471893856,0.0322254382849042,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0399970381145644,0.138035146112443,0,-0.0203907262617305,0,0,0,0.111640856945122,0,0,0,0,0,0.0330057486605481,0,0,0,0,0,0,0,0,0,0.123174025867915,0.0449524478076918,0,0,0,0,0,0,0.101842388193249,0,0,0,0,0,0,0,-0.0224818913499792,0.0148982204593169,0,0,0,0,0,0
X000651.SZ,0,0.226665650975544,0,0,0,0,0,0,0,0.612251096313603,0.24944607849616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120207376988575,0,0.0760774764171086,0,0,0,0,0,0,0,0,0.314088454972729,0,0,0,0,0,0,0.30730965640316,0,-0.229720729867993,0,-0.00932568815012932,0,0.0378455760386127,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.14618616159617,0,0,0.0483734199613309,0.0392484021265548,0.044523295773636,0.331222765997618,0.0142561736968692,0,0,0,0,0,0,0,0.115528088715831,0,0,0,0.0118375950284696,0,0.0715252601958912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361075808102494,0,0,0,0.00791111260523569,0,0,0,0,0,0
X000725.SZ,0.0747572480596237,0,0,0.0227528191976671,0,0,0,0,0,0.265441268582129,0,0,0,0,0,0,0,0,0.280365456053077,0,0,-0.0518163346327847,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0461448649707906,0,-0.0250756909294072,0,0,0,0,0,0,0.0367723994553724,0,-0.180009816935443,0.054398710558133,0,0.0259749707012275,-0.0355511252603549,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0190536747717318,0,0,0,0,0,0,0.152690902775864,-0.0133114651266045,0,0.102174682794092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638481427846056,0.0175676219886726,-0.0868685098765612,8.67361737988404e-19,0,0,-2.16840434497101e-19,0.0117417837491873,0,0,0,0,0,0
X002304.SZ,6.93889390390723e-18,0.0816757908764047,0,6.93889390390723e-18,0,0.0244358762276255,0,0,0,0.0204873645385665,0,0,0,0.350716165080236,0.0691209779756431,0,0,0,0,0,0,0,0,0,0,0,0.0397060262955811,0,0,0.0594176070268867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593361636767539,0,0,-0.0531387498483401,0.0065942855218451,0,0,0,0,0,0,0
X000625.SZ,0,0.184185937611076,0,0.123603140140264,0.0959931385679105,0,0,0,0,0,0,0,0.121453312513572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00595034217140009,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00656106199425652,-0.00790629638043323,0,0,0,0,0,0
X000063.SZ,0.138848079994953,0,0,0.174515946433779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29321967615371,0,0,0,0.0363139217952019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244766521872466,0,0.0200268080768813,-0.0809891215539328,-0.0917442236859599,0,0,0.0485769126214349,-0.0427363627930823,0,0,0,0,0,0
