,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X300014.SZ,X002241.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X000596.SZ,X600703.SH,X300142.SZ,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X600460.SH,X000661.SZ,X600741.SH,X002180.SZ,X000157.SZ,X600884.SH,X000733.SZ,X002236.SZ,X600522.SH,X600702.SH,X000799.SZ,X002074.SZ,X600584.SH,X600779.SH,X000800.SZ,X002432.SZ,X000977.SZ,X600183.SH,X002414.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.165205109284924,0,0.130850082694308,0,0.222628273240227,0,0.109322047977497,0,0,0,0,0,0.043607168114983,0,0.00855185963586307,0,0,0,0,0,0,0.0296732248299049,0,0,0,0,0,0,0,-0.0286409645280327,-0.0747400540338373,0,0,0,0,0,0,0,0,0,0,0.112299805188338,0,0,0,0,0,0,0,0,0,-0.0306992476868321,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0200525088150329,0.195690977475109,0.176006853875128,0,0.154378984562823,0,0,0,0,0,0,0,0,0,0,0,0.0552268354320927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806984146679218,0,0.055210670921124,0,0,0,0,0.0401207921372117,0,0,0,0,-0.0151268390828691,0.0136470687772081,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0211303698823081,0,0,0,0,0,0,0,0.0918047047230921,0,0.0926018024561563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104579632257129,0,0.0480015672974161,0,0,0,0.084285921137276,0,0,0,0,0,0.00319726361813534,0.215394459079029,0,0,0,0,0,0.0114124538139374,0,0,0,0,0,0
X600809.SH,0,0.312601108374559,0,0,0.526390221676373,0,0,0,0,0,0,0,-0.0102742764542715,0,0,0,0.00463367789802072,0,0,0,0,0,0.0394316165746015,0,-0.0295340000253921,0,0,0,0,0,0,0,0,0.0669219571349135,0,0,0.0050091674434362,0,0.0412833339132232,0.14575870233805,0,0,0,0,0,-0.0322344839059218,0,0,0,0,0,0.0584009535106529,-0.0324336258923366,0,0,0,0,0,0
X000568.SZ,0,0.0668813126772371,0,0,0,0,0,0,0,0,0,0,0,0,0.00961882798906532,0,0,0,0,0.00889541831552274,0,0,0.227147618442239,0,0.00363338290378239,0,0,0,0,0,0,0,0,0.15301580667911,0,0,0,0,0,0.0790042466980264,0,0,0,0,0,0,0,0,0,0,0,0,0.0422404771804968,0,0,0,0,0,0
X600690.SH,0,0.386942998564186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658360393316344,0,0,0.129206199925912,0,0,0,0,0,0,0,0,0,0,0,0.0659247171566986,0.0343012335714501,0,0.00616950646460102,0,0,0,0,0,0,0.0786519266777986,0,0,0,0,0,0,0,0,-0.0331078488994412,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.156308911309872,0,0,0,0,0,0,-0.0268023149800883,0,0,0,0,0,0,0.148843989816271,0,0,0,0,0,0,0,0,0,0,0,0.0575144188298196,0,0,0,0.0645862449783132,0,0,0,0.0114222072408288,0.122552433483581,0,0,0,0,0.0798189541028465,0,0,0,0,0,0,-0.0104466067218083,0.148115456197686,0,0,0,0,0
X002304.SZ,0.175296421420701,0,0,0.0109601371491861,0.00679827541655013,0,0,0,0,0,0,0,0,0.0928855124519353,-0.0947580543901311,0.199355365426295,0.0758373829889625,0,0,0,0,0,0.274231342561056,0,-0.0188337722433311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110688324768609,0.112386625155028,0,0,0,0,0,0.0791002948967024,0,0.029200450992187,0,0,-0.0236702958443234,0,0,0,0,0.0295299886266044,0,0
X002475.SZ,0,0,0,-0.0773207372834282,0.188342090363325,0.0202660271038397,0,0,0,0,0,0,0,-0.142488006075286,0.228561334322995,0,0,0,0.382728401884719,-0.0233031957932296,0,0,0.0184876309498438,0,0,0,0,-0.0939462459807372,0,0,0,0,0,0,-0.139536097873242,0,0,0,0.213067516167747,0,0,-0.14109591714844,0,0,0,0,0,0,0,0,0,-0.0292935119564093,-0.0190523010661452,0,0,0,0,0,0
X600104.SH,0.0253544622916349,0,0,0,0,0,0,0.15420183920768,0,0,0,0,0.0837072020861073,0.0489101905151565,0,0,0,0,0,0,0.0797716559578453,0,0,0,0,0,0.0580606862981742,0,0,0,0,0,0,0.0182862711573893,0,0,0.0137243991067612,0,0.0114804386201579,0,0,0,0.0297321433366493,0,0,0,0,0,0,0,0.0622913367028523,-0.0082862907645773,0.00776010489101645,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.182110931479737,0,0,0,0,0.144764758312801,0.052021663751685,0,0.0807352156191221,0,-0.0280253670468227,0,0,0,0,0,0,0,0,0,0,0,0.0295286577866886,0,0,0.0612070563365319,0,0,0,0,0.00663463728177913,0,0,0,0,0,0,0.144614319525072,0,0,0,0,0,0,0,-0.030575248504078,0,0,0,-0.0196254690001173,0,0
