,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600703.SH,X600690.SH,X600118.SH,X000559.SZ,X600031.SH,X002241.SZ,X600271.SH,X000100.SZ,X002292.SZ,X600372.SH,X600066.SH,X002475.SZ,X600741.SH,X002236.SZ,X000157.SZ,X000338.SZ,X600089.SH,X002049.SZ,X300124.SZ,X002465.SZ,X600177.SH,X002506.SZ,X300003.SZ,X002074.SZ,X000547.SZ,X002129.SZ,X000568.SZ,X600582.SH,X002294.SZ,X600839.SH,X300001.SZ,X002276.SZ,X000977.SZ,X600498.SH,X002456.SZ,X600867.SH,X000050.SZ,X002426.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.308791444392456,0,0,0,0,0,0.116573204917339,0,0,0,0,0,0,0,0,0.0445872049951709,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.00369741789254908,0,0,0,0,0.0399124322114828,0,0,0,0,0,0,0,0,0,0,0,-0.0785993795415443,0.0544827729336682,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.121109481775795,0,0,0.207152864191005,0.0401130346122787,0.254041013109986,0,0,0.0427075491743927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274455907139829,0.00893550262274012,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272408292462999,0.102851576166178,0,0,0.0495840130755441,0,0,0.0945093073863147,0,0,0,0,0,0,0.0939950978707572,0.00856160881583062,0,0.0278165176874766,0,0,0.00396668735025992,0,0,0,0,0,0,0,0.140310867872957,0,0,0,0,0,-0.0959619525393138,0,0,-0.00521669362965736,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.310507067477914,0,0,0,0,0,0,0,0,0,0,0.0914915178560751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266354417823694,0,0.0523399701731208,0,0,0,0.120700227825414,0,0,0.0432761445280456,0,0,0.0864149514928485,0,0,0,0,0.0971622596920186,0,-0.00490594793708122,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882885036927139,0.103306148878499,0.053256260636017,0.0212776760677001,0,0,0,0.0280428430162385,0,0,0,0,0,0.00352461262856758,0.0751598133843859,0.0314236789850629,0.0567977342919538,0,0,0,0.0597569170639277,0,-0.0807055851519379,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.142082473838259,0,0.0161248495630561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164845309845914,-0.0622670053108907,0,0,0.00835408592350785,0,0,0,0,0,0,0,0,0.115969731573249,0,0,0,0,0,0,-0.0914072688192836,0.0848547580216749,0,0,0,0,0,0
X002304.SZ,0,0.111769668974503,0,0,0,0,0,0,0,0,0,0,0.0863903250143824,0,0,0,0,0,0.0336542877053927,0.00681203768684968,0,0,0.281132408426568,0.2005942922539,0,0,0,0,0,0,0,0.0354372274901452,0.0914082482038856,0,0,0,0.0295769494280509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552899770584455,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024181609254593,0,0,0,0,0,0,0,0.022729837773309,0,0,0,0,0,0,0,0,0.00571735239504213,0,0,0,0,0,0,0,0,0,0.0222456847341372,0.0193908718085423,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.00134809143857505,0.0706346056667136,0,0,0,0,0,0,0,0,0,0,0.0365978458725526,0.162359453672032,0,0,0,0.0310789284003897,0,0.166619753392584,0,0.0194087603900703,0,0,0,0,0,0,0,0,0,0,0,0.140445262590824,0.0464796581949483,0.0675029034721149,0,0,0,1.73472347597681e-18,0,-0.0223167000360143,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341508034374193,0,0,0,0,0,0.0825877998206093,0.0449134574521498,0,0.193425715109195,0,0,0,0,0,0,0,0.0949379890798163,0,0,0,0,0.0240441444155456,0,0,0,0,0.0385802740196821,0,0,0,0,0,0.0542964533494977,0,-1.38777878078145e-17,0,-0.0411071547622361,0,0,0,0,0,0,0
