,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000100.SZ,X600066.SH,X000338.SZ,X002456.SZ,X002508.SZ,X601877.SH,X300124.SZ,X002085.SZ,X300136.SZ,X600177.SH,X600271.SH,X300003.SZ,X600089.SH,X000157.SZ,X002008.SZ,X600522.SH,X600118.SH,X002007.SZ,X002294.SZ,X600867.SH,X600487.SH,X600699.SH,X000066.SZ,X600372.SH,X002180.SZ,X600566.SH,X000559.SZ,X000050.SZ,X600809.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0590648109532613,0,0.0820207827195682,0,0,0.0794883635935588,0,0.205895045430284,0,0,0,3.46944695195361e-18,0,0,0,0,0.0471634033290154,0,0,-0.0813112121740462,0,0,0,0,0,0.0845720614216561,0,0.104829570641624,0,0,0,0,0,0.147654521739118,0,0,0,0,0,0,0,0.0449990238024946,0,0,-0.00163651274072723,0.00711401665261694,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0193312298216443,0,0.202758923076852,0,0.214715081562463,0,0,0.223750678529011,0,0,0,-0.0675326378359556,0,0.329452070008076,0,-0.00865275721249795,0.00871876586671639,0,0,-0.0871169704415555,-0.0780104521341478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338098143118769,0,0,0,-0.0235967439523752,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0653982883502118,0,0,-0.12516750347016,0,0,0,0.126722739688474,0,0,0,0,0.144693868376756,0,0,0,0,0.328344041286844,0,0,0,0,0,0,0,0,0,-0.0530987452936265,0.0211266395170958,0,0,0,0,0,0,0,0,-0.209791640068636,0,0,0.133508170231774,0,0,0,0.0293964266600755,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0870817729752541,0,0,0.0790677400303656,0,0.216163523620371,0,0.0269538905947683,0,0,0,0,0.000923872329505814,0,0.0890070902490438,0,-0.0295306842856066,0.037095593366342,0,0,-0.00388355055090187,0,0,0,0,0,0,0,0,0,0,0,-0.0156813498908688,0,0,-0.00643074128464406,0,0,0,0,0,0.152902340127128,0,0,0.0184129756428291,-2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0.086432284039472,0,0,0,0,0,0,0,0,0.598548586048421,0,0,0,0,0.0765554343876756,0,0,0.0098091491485695,0,0,0.0711646717248162,0,0,0,0,-6.93889390390723e-18,0,0.0108568615232691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029847646214433,0,0,0,-0.00674372502691784,-0.00411136274728896,0,0,0,0,0,0
X000725.SZ,0,0,0.493872415837807,0,0,0,0,0,0,0,0,0,0,0,-0.0351772385785246,0,0,0,0,-0.0870223374198198,0.221120153232829,0,0,0,0,0,0,0,0.494934979196975,0,0.110155931103055,0,0,0,0,0,0,0,0.0754874289458625,0,0,0,0,0,0,-0.0418386003387423,0,0,0,-0.0404575750162111,0.046770580942504,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0960039832457179,0,0.0794172697987764,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0554241978742732,0,0,0,0,0,0,0,-0.010958158211458,0,0,0,0,0,0,0,0.0156461958890873,0,-0.075356383959178,-0.0769560473598329,0,0,0,0,0,0,0,0.00387562650423803,0.00584093330967266,0,0,0,0,0,0
X002304.SZ,0.0844880425605161,0.311193294720548,0,0,0,0,0,0,0.16644106992938,0,-0.0324499588892969,0,0,0.297666755500835,-0.139077647373473,0,0,0,0,0,0,0,0,0,0,0,-0.0224289040653725,0,0,0.557563097516587,0,0,0,0,0,-0.0255488914381655,0,0,0,0,0,0,0,0,0,0,0.186379348524608,0,0,-1.73472347597681e-18,0.0743148356373313,0,0,0,0,0,0
X600690.SH,0,0.442106390743143,0,0,0,0,0,0.127573996559795,0,0,0,0,0,0.0604796399767021,0,0,0,0.123668656603404,0.083790336575225,0,0,0,0,0,0,-0.0104774013822793,0.0227132894016211,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11429949706487,0,0,0,0,0,0.00312612177076762,0,0,-0.00207490892125231,0.00663754136711146,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0980403578210702,0,-0.00546153526213853,0,0,0,0,-0.0728835533847656,0,0,0,0,0,0,0,0,0,0.0467701763290774,0,0.0242311198401052,0,0,0,0,0,0,0,0,0,0,0.132900953135199,0,0,0.0699701754912683,0,0,0.206346627435897,0,0,0,0.0592212434570937,0,0,0,0.0291382407043925,-0.0291557395373485,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.09542677935484,0,0,0,0.0607970481032221,0,0,0,0,0,0,0.0262531932076305,0.00426184285493531,0,0,0,0.111594585631902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192433290186376,0,0,-0.0306712677332211,0,0,0,0,0,0,0,0.012181230259247,-0.00611482136092356,0,0,0,0,0,0
X000625.SZ,0,0.223003013344447,0,0,0,0,0,0,0.0589227207498306,0,0,0,0,0,0,0,0,0.0792091897815892,0,0.606193534218008,0,0,0,0,0.124795395611526,0,-0.133388951110711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027612476687979,0.124050637215991,0,0,0,0,-0.0445051930792525,0.0647356139447731,0.283314611644323,0,0,0,0,0
X000568.SZ,0,0,0.200164600284171,0,0.517667053774864,0,0,0,0,0,0,0,0,0,0,0,0,0.0492627873021126,0,0,0,0,0.00532825739785286,0,0,0,0.0274955421363502,0,0,0,0,-0.0919010372633622,0.000885768865251112,0.074417636127254,0,0,0,0,0,0,0,0,0,0,0,0,0.188041442165758,0,0,-0.000916621645258507,-0.0103310528715033,0,0,0,0,0,0
