,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X600741.SH,X000100.SZ,X002506.SZ,X600031.SH,X002292.SZ,X002241.SZ,X600066.SH,X002236.SZ,X600118.SH,X002049.SZ,X000559.SZ,X002465.SZ,X000157.SZ,X002475.SZ,X600372.SH,X000338.SZ,X000568.SZ,X600089.SH,X300124.SZ,X600177.SH,X600867.SH,X002294.SZ,X300003.SZ,X002007.SZ,X002426.SZ,X002074.SZ,X000869.SZ,X002085.SZ,X002456.SZ,X601877.SH,X002129.SZ,X600498.SH,X300146.SZ,X600584.SH,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0157144977754955,0,0,0.0761923392499691,0,0,0,0,0.108593654099079,0,0,0,0,0.105873710532007,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0668858908081211,0,0,0,0,0,0.0247087186175408,0,0,0,0,0,0,0,0,0,0,0.0184476089780228,-0.00175123369890789,0,0,0,0,0,0
X600104.SH,0,0,6.93889390390723e-18,0.0960579876392058,0,0,0,0,0.199974808833757,0,0,0,0,0,0,0,0.11490679843551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122524592172212,0,0,0.0320084665579344,0,0,0,0,0,0,0,-0.0168029010607403,-0.00902876244185899,0,0,0,0,0,0
X000651.SZ,0,0,0,0.255323567505631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210008623950833,0.298544848737863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.141181121029746,0,0.0709537048145709,0,0,0.110197564869249,0,0,0,0,0,0,0,0,0,0,0,0,0.13391147107958,0,0.0553663629416439,0,0,0,0,0,0.198355616109874,0,0.0293399025722194,0,0,0,0,0.0715095689628021,0,0.0809736001738519,0,0,-0.00900772981714737,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176401994054714,0,0.335701971232864,0,0,0,0.0291381956949014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598247145443029,0,0,0,0,0.0498636469646422,0,0,0,0,0,0,0,-0.00355897064403253,0,0,0,0,0,0
X000725.SZ,0,0,0.0123234551073713,0,0,0,0,0,0.121502801485983,0,0,0,0.237317246387917,0,0,0,0,0,0,0,0,0.0205363589017266,0,0.0549901651425225,0,0,0,0,0,0,0.147818060752746,0,0,0,0,0,0.0125906469324211,0,0,0.0257707834744469,0,0.0519945835238469,0.0794162926161848,0,0,0,0,0,0,-0.0173269699426698,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485180539108303,0,0,0.101671365435448,0,0,0,0,0,0,0,0.162481155118673,0,0,0.196507719222391,0.0323260631145338,0,0,0,0,0,0.111613907996355,0,0,0,0,0.0458087490276517,0,0,0,0,0,0,-0.0369324182223693,0,0,0,0,0,0
X600276.SH,0,0,0.0858425928286523,0,0,0,0,0,0,0,0,0,0.0498393146707353,0,0,0,0,0,0,0.0996324053507739,-0.0852775115376698,0.087417833301187,-0.100873186153409,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147366637911641,0,0,0,0,0,0.0507916994658729,0,0,0,0,-0.0743915211234515,-0.00912438141031782,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0952376390119041,0,0,0,0,0,0,0,0,0,0,0.00183296840049578,0,0.0049871247719808,-3.46944695195361e-18,0,0,0.0809854418638469,0,0.196257470210196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222899905062243,0,0,0,0,0,0.223650432182981,0.201017590153029,0,0,-0.0204976298907541,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0624893116889342,0,0,0,0,0,0,0,0.0226123354491492,0,0,0,0,0.121758550369136,0,0,0,0,0,0,0,0.133691307512126,0.18222785956806,0,0,0,0,0.142762518539504,0.0199616805796554,0,0,-1.38777878078145e-17,0,0.0455701211563829,0,0,0,0,0.0346173343238502,0,0,-0.0192597167911401,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286559863097072,0.0970770264621018,0,0,0,0,0.137823856697951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163752299548451,0,0,0.0221833981594139,0.168880063410591,0.124441144430411,0,0.0603104393103419,0.0419091247980477,0,0,0,0,0,-0.0150782301954809,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.00351893695050051,0,0,0,0,0,0,0,0,0,0,0.145573820176623,0,0,0,0,0,0,0,0,0,0,0,0.121277400595177,0,0,0,0,0.0478079335512185,0.0586531275559756,0,0.0875271415061372,0,0,0,0,0,0,0.108140736436288,0,0,-0.0288870483853724,0,0,0,0,0,0
X000100.SZ,0,0,0.0622194888946304,0,0,0,0,0,0.126621514411363,0,0,0,0,0.0166965345164578,0.0999818565123717,0,0.00477192963622891,0,0,0,0,0.00889886763345373,0,0,0,0,0,0,0,0.0196980899169082,0,0.00765814542100384,0,0,0,0,0,0,0,0.194911026018369,0,0.0487437148873657,0,0,0,0,0,0,0,-0.0756627811859674,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227281323569506,0,0,0,0,0,0,0,0,0,-0.131416951247524,0,0,0.23047403910243,0,0,0,0,0,0,-0.0657339174032166,0,0,0,0.346729522249676,0,0.149463974254402,0.0427632522594599,0,0.0302065334047018,0,0,0,-0.0323608319554252,-0.0168951241545844,0,0,0,-0.0391955504445747,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.165659274048199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35914807083498,0,0,0,0,0,0,0.127875326613556,0,0,0,0,0,0.0409504159516888,0,0,0,0,0.0468740041012508,0,0,0.0172157520684438,0,0.120100892585817,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109575284169545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275941464560175,0,0,0,0,0,0,0.449807561751156,0,0,0.11720361239163,0,0,0,0,0,0,0,0,0,-0.139552591102273,0,0,0,0,0,0
X002241.SZ,0,0,0.112608441934406,0,0,0,0,0,0,0,0.0839225414702437,0,0,0,0,0,0,0,0,0.20911870320584,0.0371897490583136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213291732250821,0.0580633802640294,0.0376808520599395,0,0.0581782574813852,0.113063862610617,0,0.0606000553228026,0.115427267287061,0.0551058025982365,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057248884075158,-0.0513747754943938,0.216286811392312,0,0.1046621659284,0,0,0,0,0,0,0.0302501719994067,0,0,0,0,0,0,0.0405047100550702,0,0,-2.16840434497101e-19,0,0,-3.46944695195361e-18,0,0,0.2424650428617,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.241245206777392,0.0175097490392171,0,0.0830627876751578,0,0,0,0,0,0.00962726653779716,0,0,0,0,0,0,0,0,0,0,0,0,0.15152831078579,0,0,0,0,0,0.0627600213687761,0,0.0678382139730085,0,0,0,0,0,0.0196973188673215,1.73472347597681e-18,0,0,0,0,0,0
