,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X300014.SZ,X002304.SZ,X600104.SH,X000651.SZ,X002371.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X000338.SZ,X600703.SH,X003816.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X002129.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X601877.SH,X002074.SZ,X300142.SZ,X600741.SH,X600460.SH,X600089.SH,X000100.SZ,X600702.SH,X000799.SZ,X002236.SZ,X600779.SH,X000157.SZ,X600884.SH,X601799.SH,X002414.SZ,X000733.SZ,X600584.SH,X002180.SZ,X600563.SH,X600522.SH,X600183.SH,X002007.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.571656987411668,0,0,0.0609963225753982,0,0,0,0,0,0,0,0,0,-0.0865660122909206,0,0,0,0,0,0,0,0.00405771825368135,0,0,0,0,0,0,-0.00360575177789019,0,0,0.0215974865111333,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140624004382966,0,0,0,0,0,-0.0092897412113959,0,0,0,-0.0411264296062456,0,0
X000858.SZ,0,0,0,0.336863495041916,0.11580607830018,0,0,0.0405571141499379,0.0273908132312465,0,0,0,0,0,0,0,0,0,0,-0.128842690288214,0,0,0,0,0,0.228394898267694,0,-0.0233622806556722,0,0,0,0,0.0979952192084997,0,0.14313293174821,0,0,0,0,0,0.0134686120014471,0,0,0,0,-0.0413568205924549,-0.030864084616243,0,0,0,0,-0.0143638353662722,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0554581232613428,0,0,0.2375818457259,0,0,0.0414733462404853,0,0,0,-0.0752504869921337,0,0,0,0,0,0,0,0,0,0,-0.0358886204962242,0,0,0.0736506353279735,0,-3.46944695195361e-18,0,-0.00867729851360988,0,0.0801063312838901,0,0,0.0661868610157005,0,0,0,0,-0.0631495777772392,0,-0.00399887159432338,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.248980982482391,0,0,0,0,0,0,-0.051468473601056,0.00405328119145162,0,0,0,0,0,-0.103728791411384,0,0,0,0,0,0,0,0,0,0.0840682647487005,0,0,0,0,0,0.0822788114015235,0,-0.0885005550868862,0,0.394917693142469,0,0.0509300744356009,0,0,0,0,0,0,-0.0194589326594849,0,-0.0209330495013764,0,0,0,0,-1.0842021724855e-19,-0.0543990880767003,0,0,0,0,0,0
X000568.SZ,0,0.0729141996173212,0,0,0,0,0,0,0.0590679976152284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254713314561117,0,0,0.0286973925861539,0,0,0,2.16840434497101e-19,0,0,0,0,0.0536254289265107,0,0,0.258335539112319,0,-0.0427816407674651,0,0,-0.151381024174688,0,0,0,-0.0422441153225976,0,0,0,0,0.0340193941031572,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.119231103462112,0.00212694381513893,-0.0723766617443073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499576796318209,0,0.058500203962394,-0.290987203746428,0,0,0.034270895319045,0,0,0,0.0597588058766382,0,0,0,0,0,-0.0363323082582342,0,0,0,0,0,0,0.0480819156667056,0,0.17550106403843,-0.103269222012878,-0.0501942648423211,0,0.00625454245054206,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0765531668215815,0,0,0,0,0,0,0,0.148032611446459,0,0,0,0,0,-0.0691115442909031,0,0,0.0154527330661905,0,0,0,0,0,0,0.00845049824639428,0,-0.131054139999556,0.0193739381339618,0.116072802187185,-0.00509744591472726,0,0,0,0,-0.0132936769977982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0.14874733175894,0,0,0,0,-0.0318656749003975,0,0,0.115601998073076,0,0,0.0811607299816343,0,0,0,0.157042368931779,0,0,0,0,0,0,0,0,0,-0.0378271701950951,0,0,0,0,0.0916026678942437,0,0.194450228776546,0,0,0,0,0,-0.140445360663676,0,0,-0.0764828208167079,0,0,0,0.16874939344075,0,0,0,0,0.0144350088429119,0,0,0,0,0.00403997520420511,0,0
X300014.SZ,0,0,-0.318333283858946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191034828820673,0,0,0,0.061086618602105,0,0,0.0739372893786422,0.0545882504240168,0,0.0528913404905701,0,0.136670921852573,0,0,0,0,0.0226497688432358,0,0,0,0,0.0334402445538809,0,0,0,0,0,0,0,0,0,0,0,0,0.0887686345522449,0,0,0,0.0582359359195139,0,0
X002304.SZ,0,0.0772590678399817,0.177660859422003,0.259627315670513,0,0,0.162574471060511,0.0300894452784461,-0.0309793871004658,0,0,0,0,0,0,0,0,0,0,-0.11856101703738,0,0,0,0,0.103056887548219,0,0,0,0,0,0,0,0,0,0,0,0.0600178074776956,0.108236661906045,0,0,0,0,0,0,0,0,-0.054294948225686,0,0,0,0,0,0,0,0,0,-0.0538303328955697,0,0
X600104.SH,0,0,0,0,0,-0.0596637832234325,0,0,0,0,0,0,0,0.0946723660295723,0,0.0696204953641169,0,0.0706290744488696,0,0,0,0,0,0,0.0467156170114747,0,0,0,0.000993587373739577,2.71050543121376e-20,0,0,0,0,0,0,0,0.0124031106782653,0,0.0579406871177156,0,0,0,0,0,-0.0659349047554442,0,0,0,0,0,0.0299454139479994,0,0,0,0,-0.0469750329350193,0,0
X000651.SZ,0,0,0,0,0,0,0.160658420940074,0,0,0,0,0,0,0,0,0.107454624131797,0,0,0,0,0,0,0.058598091494019,0,0,0,0,-0.0633625693921715,0,-0.0392302465361592,0,0,-0.0547081201215924,0,0.144327674598417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306467626469477,0,0,0,-0.0172237215156229,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.216439814087697,-0.251358475046008,0,0,0,0,0,0,0,0,0,0,0.111216204118571,0,0,0,0.196453812251948,0,0,0,0,0,0,0.147161615464242,0,0,0,0,0.198630921012904,0,0,0,0,0,0,0.286290560348259,0,0,0,0,0,0,0,0,-0.006934666878316,0,0,0,0.282728677361001,0,0
X600031.SH,0,0.00382058066166865,0,0,0,0.0161738949726773,0,0,0,0,0,0,0,0,0,0,0,0.230117559010068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533885676407607,0,0,0,0.188647848451591,0,0,0.0600604994162637,0,0,0,0,0,0,0,0,0,0,0.0230041912955395,0,0,0,-0.0207217074281363,0,0
