,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X002475.SZ,X600809.SH,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X003816.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X000100.SZ,X000977.SZ,X600372.SH,X002236.SZ,X002241.SZ,X601877.SH,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X002180.SZ,X000733.SZ,X002074.SZ,X000066.SZ,X600460.SH,X600702.SH,X300142.SZ,X300003.SZ,X300146.SZ,X002463.SZ,X002007.SZ,X000800.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.263889783123576,0.0647457999693829,0,0.123176047554925,-0.0618218158293106,0,0,0,0,0,0,0,0.0291385319441151,0,0,0,0,0,0,0.0123249729703918,0,0,0,0,0.0216497819074383,0,-0.027257297455664,0,-0.0223386617045946,-0.070892303953166,0,0,0,0,0,0,0,0,0,0,0,0.0816845515743094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0663460850678574,0,0.341721412070043,0,0,0,0.0442239089318031,0,0,0,0,0,0,0,0,0,0.140206501451851,0,0,0,0,0,0,0,0,0.0047475925620556,0,0,0,-0.0225874606073862,0,0,0,0,0,0,0,0,0,0,0.0426067723531034,0,0.1310703673766,0,0,0,0,0,0,-0.0242843170428636,0,-0.0325414235655034,-0.00184840782807755,0,0,0,0,0,0
X000568.SZ,0,0.52933286397245,0,0,0,0,0,0,-0.0808682472013299,0,1.38777878078145e-17,0,0,0.00508520682352208,0,0,0,-0.0766987372267636,0.0695878306617933,0,0.0159377539242475,0,0,0,-0.0317915210381381,0,0,-0.00609090004089715,0,0.0104926263948903,0,0,0,0,0,0,0,0,0,0,0,-0.0256743430220677,0.3652035592773,0,0,0,0,0,0,0,-0.0371398369993153,0.0527883423005156,-0.101500160184721,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,1.73472347597681e-18,0,0,0.00504290785158476,0,0,0,0,-0.138413246156995,0,0,0,-0.133896290622489,0,0,0.297171919149744,0,0,0,0.212321184536567,-0.00150073583474712,0,0,0,0.322047817780258,0,0,0,0,0,0,-0.121921040260562,0.166747041552968,0,0,0.0766007196181525,0,0,0,0,0.093873841523296,-0.109206822967257,0,0,-0.0374328835058905,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.108609797459172,0,0,0,0.101787914898914,0,0,0,0,0,0,0,0,0,0.142090781209411,0,0,0,0,0,0,-0.135753962009968,0.0639920929269987,0,0.00460336450568267,0,0.0371696488839145,0,0,0,0,0,0,0.0570809297924231,0,0.0289608637424231,0,0,0,0,0,0,0,-0.312607375395634,0,0,0.165302552567326,0,0.0105633478867875,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250276470119681,0.657420353419749,0,0,0,0,0.197746352594763,0,0,0,0,0,0,0,0,0,-0.173399004863568,0,0,0,0,0,-0.00982436483774335,-0.000119667394992791,0,0,0,0,0,0
X600809.SH,0,0.121325427232611,0,0,0,0,0,0,0,0.0896691844537212,0.0179183697758312,0,0,0,0,0,0,0,0,-0.212358612919108,0,0,0,0,0.0304640921578119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078131090670672,0,0,0,0,0,0,-0.166977244419766,0,0.0126013383005871,0.457062485616535,0,0.0288457741204191,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.204602807590365,0,0,0,-0.0234444194419979,0.252818836242941,0.28731943979938,0,0,0,0,0,0.0542391509752458,0,-0.209466429508087,0,0,0,0,0,0,0,0,0.0178688004362791,0,0,0,0,0,0,0.00906759996170306,0,0,0,0,0,-0.0894835289243601,0,0,0,0,0,0,0,0,0,0.123518110867179,0.10317765954164,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.337805461374239,0,0.300258393908961,0,0,0,-0.0892546374150339,0,0,0,0,0,0,0,0,0.248944447144179,0,0.0335711931149666,0,0,0,0.0666517443427959,0,0,0,0,0.165297866823815,-0.192550504617127,0,0,0,0,0,0
X000651.SZ,0,0,0.0800581180698531,0,0,0,0,0,0.277298288357308,0,0,0.0816187301502565,0,0,0,0,0,0,0,0,0,-0.447888602568723,0,0,0,0,0,-0.000708766615833597,0.0802250591837179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452933502365172,0,0,0,0,0,0,0,0,0.0188228909919946,0,0,0,0,0,0,0
