,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X002241.SZ,X600031.SH,X600118.SH,X600177.SH,X002292.SZ,X002007.SZ,X000338.SZ,X600372.SH,X000559.SZ,X002475.SZ,X002456.SZ,X600522.SH,X002074.SZ,X002506.SZ,X000157.SZ,X002180.SZ,X300003.SZ,X600867.SH,X002294.SZ,X002426.SZ,X002085.SZ,X300124.SZ,X600089.SH,X002508.SZ,X000981.SZ,X601877.SH,X000869.SZ,X600498.SH,X002465.SZ,X000050.SZ,X002179.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.352344602766594,0,0,0,0,0,0,0.159152551441286,0,0,0,0,0.121401907814944,0,0,0,0,0,0,0,0,0.0231696627648685,0,0,0,0,-0.111111199377117,0,0.102692410928758,0,0,0,0,0,0,0,0,0.157233431324684,0,-0.0587268925218502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.221280892224669,0,0,0,0,0,0,0.111309544072776,0,0,0.0664726635074141,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0823864110004421,-0.0218909096210729,0,0,0.0125215167390651,0,0,0,0,0,-0.00611010579492508,0,0,0,0,0,0,0,0,0,0,0,0.00239396923613674,0,0,0,0,0,0,0,0.0570332806219214,0,0,0,0,0,0,0
X002415.SZ,0.00324291295391958,0,0,0.0554790415891915,0,0,0,0,0,0,0,0,0,0,0.0379607278965672,0,0,0,0,0,0,0,0.130909286173807,0,0,0,0.119033636639828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15256083247856,0.140888984299758,0,0,0,0,0,0.0307576721896433,0,0,0,0,0,0,0
X000858.SZ,0.0148455644203656,0,0,0,0.292400145686144,0,0,0,0.296840994146874,0,0,0,0,0.019051650090819,0.252519567276108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136077329761365,0,0,1.73472347597681e-18,0,0,0.100604945610118,0,0,0,0,0,0,0,0.0155714292265855,0,0,0,0,0,0
X002304.SZ,0,0,0,0.731383558301014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748023913223177,0,0,0,3.46944695195361e-18,0,0.00852098218783338,0,0.033731041982549,0,0,0,-0.0217543212054048,0,0,0,0,0,0.0314012608454554,0,0,0,0,0,0,0,0.0113936572274476,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0422652189864597,0,0,0,0,0.144555659597932,0,0,0,0.108046846334529,0.0774398220423536,0.00870148756823246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229239537637917,0,0,-0.0335552345546528,0,0,0,0,0,0,0,0,-0.0169899366360075,0,0,0,0,-0.0235787238649216,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,2.71050543121376e-20,0,0,0,0.013913904306038,0,0,0.0157224509984403,0,0,0,0,0,0,0,0,0,0,0,0.0770465402887656,0,0,0,0,0,0,-0.0276787257107498,0,0.0244476826581924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212055022899908,0.0675969023352797,0,0,-0.0128663867010074,0.0150452280616125,0,0,0,0,0,0
X000625.SZ,0,0.169470535487697,0,0,0,0,0,0,0,0,0,0,0.0525034194786059,0.0766818733814887,0,0.0548735294180961,0,0.0434355692806635,0,0,0,0,0,0,0,0,0,0,0.00547158205218215,0,0,0,0.0427363212218512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.102465238425099,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.00885854534034744,0.0914528321934198,0,0,0,0,0,0,0,0,0.0600729141834098,0,-0.0316018278892417,0,0,0,0,0,0,0,0.158923618718592,0,0,0,0,0,0.115406669376137,0,-0.0222022617549577,0,0.0142890933276737,0.0425297437379552,0,0,0,0,0,0,0.0161203416088188,0,0.0260614237425391,0.119426205871637,0,0,0,0.0681791678187667,0,0,0,0.0573555757136935,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0970460642205154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918601501471058,0,0,0,0,0,0,0,0,0,0.119007916169939,0.0568425484119825,0,0,0,0.0108821817865396,0,0,0,0,0,0,0,0,0.0575215526466314,0,0.0284864124393365,0.120530609160187,0,0.0435112033031104,0,0,0,1.39723184027076e-06,0,0,0,0,0,0,0
