,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X002304.SZ,X300124.SZ,X003816.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X600089.SH,X002241.SZ,X002236.SZ,X002129.SZ,X600372.SH,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X002463.SZ,X002007.SZ,X600522.SH,X000800.SZ,X002028.SZ,X601799.SH,X600460.SH,X002074.SZ,X600418.SH,X300142.SZ,X002294.SZ,X000066.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.202482212857787,0.304932844084288,0,0.0127280578399548,0,0.00721381446036989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165747886863714,0.0363130782072201,0,0.039852407893882,0,0,0,0,0,0,-0.0105254150498775,0.0104185344862147,0,0,0,0.00263517888625374,0,0
X000858.SZ,0.154039693376516,0,0,0,0.113822197085564,0.29575765568944,0,0.0923235876370326,0,-0.0241498839604565,0.021212815567974,0,0,-0.0622797615872794,0,0,0,0,0,0,0.0273697793460456,0,0.0691723447874552,0,0,0,0,0.0790235202114887,0,0,0,0,0,0,0.00321761829185275,0,0,0,0,0.0230102900465213,0,0,0,0,0,0,0.0253721818033823,0,0,0,0,0,-0.00519393160294766,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23133650782259,0,0,0,0,0.178750203076543,0,0,0,0,0,0,0,0,0.0927184949009368,0,0,0,0,0,0,0,0,0,0,0.0181185586783712,0,0,0,0,0,0,0.0328884813086287,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0601690827382489,0,0,0.0410893312181084,0,0,0,0,0,0,0,0.112683124885264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104740933572626,0,0,0,0,0,0,0,0,0,0,0,0,0.231367836516246,0,0,0,0.017149694050952,-0.00878257037529061,0,0,0,0,0,0
X600809.SH,0.178259639566006,0,0,0,0,0.372361943518485,0,0,0,0,0,0,0,0,0,0,0,0,0.249844933118218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418394480860622,0,0,0.0991772681269171,0,-0.107657660056755,-0.0704772897902081,0,0,0,-0.0128401796017651,0,0,0,0,0,0,-0.0060564688202161,8.67361737988404e-19,0,0,0,0,0,0
X000568.SZ,0,0.384174042439826,0,0,0.535199264003876,0,0,0,0,0,0,0,0,0,0,0,0,0.0201619406873355,0,0,0,-0.0519484174197845,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389609998622471,0,-0.12078025434895,0,0,0,0,0,0,0,0,-0.0409825670850223,0.0228385534543147,0,0,0,0,0.00810179474822146,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648038371839343,0,0,0,0.0449782009531857,0.00690923313473966,0,0,0,0,0.254052386830015,0,0,0,0,0,0,0,0,-0.0660006339824371,0,0,0,0,0.0724166423295353,0.0454323216413473,0,0,0,0,0.0484891458540051,0,0,0,0,0,-0.0160496342756389,0.05348554359939,0,0,0,0,0,0
X600690.SH,0.00540485681439218,0.0405863136825911,0,0.00457851859572282,0,0.142849458203191,0,0,0.0527638473132494,0,0,0,0,0,0,0,0,0.0823792436816524,0.181203251803282,0,0.0419698445482381,0,0,0,0,0,0,0,0,0.01218658046795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0296684562376788,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.267545043699571,0,0,0,0.119866688807031,0,0,0,0,0,0,0,0,0,0,-0.046794599893422,0,0,0,0.0424121948346407,0,0,0,0,0,0,0.12338005889587,0.0121227289763455,0,0,0,0,0,0.0244866321238692,0,0.177301418712834,0,0,0,0.0250730480443508,0,0,-0.00760200726107856,0,0.139461324752235,-0.223285296807959,0,0,0,0.0568142863389385,0,0
X000625.SZ,0,0,0,0.142804853141547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384229378490212,0,0,0.0706713570681634,0,0,0,0,-0.0467245830531736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147113714012683,0,0.31970842414218,0,0,0,0,0,0.00941942794888587,-0.0149540254294997,0,0,0,0,0,0
