,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X000568.SZ,X600031.SH,X002304.SZ,X600809.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000338.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002007.SZ,X000157.SZ,X002129.SZ,X002049.SZ,X002179.SZ,X601877.SH,X002414.SZ,X600584.SH,X002236.SZ,X600183.SH,X000799.SZ,X000066.SZ,X300142.SZ,X601799.SH,X000800.SZ,X002074.SZ,X300003.SZ,X002008.SZ,X000547.SZ,X600779.SH,X000977.SZ,X600118.SH,X002508.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.522962622601116,0,-0.157895827927209,0,0,0,0,-0.0167758987360124,0,0,0,0,0,0,0,0,-0.0247523518339133,0,0,0,0,0,0,0,-0.0571839444124544,0,0,-0.0991838886368305,0.101779529091915,0,0,-0.0101012605504472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163418724202155,0.00973266905721547,0,0,0,-0.000103947340830427,0,0
X000858.SZ,0.131106060162039,0,0,0,0,0,0.156617810146291,0,0.0386459209969645,0.242331810836151,0,0,0,0,0,0.00883002709522693,0,0,0,0,0,0,0,0,0.0893237505993487,0,0,0,0,0.00225840200909107,0,0,0,0,0,0.026125323181737,0.0882700140846242,0.0159978603401909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424788707500743,0,0,0,-0.00522650845066875,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0409249247173791,-0.0273871388954099,0,0,0.0531155832741491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225381510807355,0,0,0.0648160878102529,0,0,0,0,-0.0138123466790948,0,-5.42101086242752e-20,0.0303103086090402,0,0,0,0.0439344622114168,0,0,0,0,0,0,0,-0.00583494616786982,0,0,0,0,-0.00474694587801836,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0746461413769276,0,-0.0664926789296393,0,0,0,0,0,-0.096913936512548,0.0268282074759285,0,0,0,0,0.0420154608870056,0,-0.119403854987127,0.0675148893513223,0,0,0,0,0,0.106351916744674,0,0.141329289938393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133974552100638,-0.0127112619956593,0,0,0,-0.00492478358734955,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0580239264496743,0,0,0,0,0,0,0,0,0,0.0539194692679016,0,0,0.435733312784968,0,-0.0127296821069098,0,-0.0610430676118047,0,0,0,0,-0.116536010093573,-0.0989111909182803,0,0.0166027870253094,0,0,0.136097844979225,0,0,0,0.0809924094660578,0,0,0,0,0,0,0,0,0,0,0,0.0023111067181819,0,0,0,0,0.00946589559546344,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.14044624068248,0.127991058742848,0,-0.0167825549164305,-0.0067296300191458,0,0,0,0,0,-0.0876863686189947,0,0,0,0,0,0,0.207727332082738,0,0,0.0544348313640824,0,0,0,0,0,0,0,0.00156791622591524,0,0,0.11482985161243,0,0,0,0,0,0,0,0,0,0.0167210893417883,0,0,0,0,-0.0239958765239986,0,0
X000568.SZ,0,0.0947450922524191,0,0,0,0,0,0,0.227535074396546,0.40893076094454,0,0,0,0,0,0,0,0.0118162945830079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646634167422685,-0.0228253026402676,0,0,0,0,0,0,0,0.0672369206017143,0,0,0,0,0,-0.00402648201003379,-0.0136081673349502,0,0,0,-0.000424210569873416,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0837530410606721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333599191630066,0,-0.0858338569565746,0,0,0,0,0,0,0,-0.0507989086662948,0,0.282745871514334,0,0,0,0,0,0.0713243612092843,0,0,0,-0.0473314272561721,0,0,0.0339196031014649,0,0,0,0.0174724809208219,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.300661807951303,0,0,0,0,0,0,0,0,0,0,0,0,-0.0673000893894844,0,0,0,0,0,0,0,0.185382535484216,0,0,0,0,0,0.129839745276505,0,0,0,0,0,0.04030685253428,0,0,0.0948410640384759,0,0,0,0,0,0,-0.0176819071435342,0,0,0,-0.0100376552058475,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0497850295400881,0,0,0.259552102886,0,0,0,0,0,0,0,0,0,0.201291702501671,-0.0330999158440338,0,0,-0.0804245162131867,0,0,0,0,0,0,0,0,0,0,0,-0.00206704022611139,0,0.178032029027024,0,0,0,0,0,0,0,0,0.247073128292561,0,0,-0.0257539941554354,0,0,0,0,0.0165760790726437,0,0
X600104.SH,0,0,0,0,0.152223478132378,0,0,0.0138247073375001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214877905169585,0,0.394091970948753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781738847454434,0,0.111355930540219,0,-0.0631451103965877,0,0,0,0,0,0,-0.00596122165125946,0,0,0,-0.025982644184735,0,0
X600690.SH,0,0,0,0.0181639323367358,0,0.0960997345523101,0,0,-0.201723917552721,0.345473632325237,0.14705298191353,0,0,0,0,0,0,0,0,0,0,0.0379357690305037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190043722965169,0,0,0,0,0,0,0.0175870704379265,0,0,0,0.0282279084093004,0,0,0,-0.011314690287113,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00931725793031563,0,0,0,0,0,0,0,0.122325446847191,0.312671966927536,0,0,0,0,0,0.0518702789780841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0184856166633276,-0.0375483402603478,0,0,0,-0.0012998109221512,0,0
X000661.SZ,0,0,0,0,0,0,0,0.00248959972940204,0,0,-0.0253277589124726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139812185335792,0.110511065582456,0,0.0967398741040099,0,0,-0.134916141794845,0,0,0,0,0,0,0.221031075606829,0.17349663534875,0,0,0,0,0.272492335281995,0.191486017684345,0,0,0,0,0,-0.0367180698765038,0,0,0,0,0.0259676110891916,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180185949593594,-0.0734261229799998,0,0,0,0,0,0,0,0.0674979831163943,0,0.0742761485373896,0,0,0,0.0180380228643734,0.0470064498073885,0,0.340981385528596,0,0,0.13050569035568,0,0,0,-0.189307075417672,0,0,-0.0134281445192677,2.16840434497101e-19,0,0,0,0.00148610022442447,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.0215784157545369,0,0.0525222380707428,0,0.304506666804142,0,0,0,0,0,0,0,0.137432055223088,0,0,0,0,0,0.0710551188744683,0,0,0,0,0,0,0,0,0,0,0,0,0.0991643249810138,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0298080802531272,0,0,0,0,-0.0189929435600836,0,0
X000063.SZ,0,0,0,0,0,0,-0.0713903988431173,0,0,0,0.0428908770988531,0,0,0,0.0221324612360685,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0371279307808952,0,0,0,0,0,0,0,0.0203563651496272,0.18178975977254,0.0363215101470905,0,0,0,0,0.0645012950021707,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0112593899633416,0,0,0,0.0137757211293582,0,0
X600703.SH,0,0,0,0,0,0,0.0324139808909175,0,0.00812776047602592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234534211882501,-0.0573355097255767,0,0,0.0678721667770793,0,0.323670500186817,-0.085450381920961,0,0,0,0,0,0,0.0254090634426472,0,0,0,0,-0.00936563041880433,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484043457309124,0,0.0723586998166656,0.0241648639851741,0,0,-0.00549643427563614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326166285964914,0,0,0,0,0,0,0,0,0,-0.00103414665511652,-0.00343864210874652,0,0,0,-0.00179543484403875,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0900279045619709,0.176431648465432,0,-0.0646927197373459,0,0,0.189834259978926,0,0,0,0,0,0,0.00150058382225373,0,0,0,0,0,0,0,-0.0452614581265339,0,0,0,0.0624094303520713,0,0.162272494258638,-0.0830646348702606,0,0,0,0,0,0.0397734934312196,-0.0271443609742186,0,0,0,0,0,0,0.00368886603713572,0.00431194542672028,0,0,0,0.00160133926747769,0,0
X002241.SZ,0,0,0,0,0.575794007467849,0,0,0,0,-0.006071918642212,0,0,0,0,-0.131216344546266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114151620753391,0,0,-0.0630348489774848,0,0.342711518518827,-0.0290547847317095,0,0,0,0.0584664467738642,0,0,0,0,0,0,0.0207657558725453,0,0,0,0.00575024093239418,0,0
X000596.SZ,0,0,0,0,0,0,0.0778723673571682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.232279292853236,0,0.0344528724756884,0.0372844718526755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284926235213906,0,0,0,0,0,-0.0248268769935654,-0.0362998736832023,0,0,0,0.0255140672302946,0,0
X000625.SZ,0,0,0,-0.497980137344343,0,0,0,0,0,0,0,0,0,0,0,0.0971886281546473,0,0.151178568794378,0,0,0,0,0,0.0701633037016135,0,0,0,0.225086991711766,0,0,0.143044316155971,0,0,0,0,0,0,0,0.0246827201235058,0,0.241338866745239,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0482505854423284,0.0776135704945863,0,0,0,-0.0109723305309561,0,0
X000100.SZ,0,0,0,0,0,0,0,0,-0.173848987618223,0,0,0,0.73732088022514,0,0.142035640824054,0,0,0,0,0,-0.102722643148841,0,0,0,0,0,0,0,0.00274372765204646,0,0,0,0,0,0,0,0,0,0,0,0,0.109620932902698,0,0,0,0.0588652407459057,0,0,0,0,0,0,0.0294018098397641,0,0,0,-0.01332098005944,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.067995865879233,0.383040654619735,0.0953221431764771,0,0,0,0.033522292560186,-0.0495344427652207,0,0,0,0,0,0,0,0,0,0,0,0.0266610906498257,0,0,0,0,-0.0561777684384138,-0.0504314189574525,0,0,0,0,0,0,0.0228516167255754,0,0,0,0,0,0,0,0,0,0,0.0696436299679584,0,0,0,-0.00956521765736272,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106571314275805,0,0,0,0.0577431564129315,-0.052770696201157,0.193396388423497,0.11692577846416,0,0,0,0.451933008337334,0,0,0,0,0,-0.154290107883838,0,0,0,0,0.0542671862877623,0,0,0,0,0,0,-0.012603424621431,0,0,0,0,0.00898150264582904,0,0
X002007.SZ,0,0,0.0804632810774644,0,0,0,0,0,0,0,0.0598637712542201,0,0,0.177091307005179,0,-0.290653224479853,0,0,0,0,0,0,0.0592594374582008,0,0,-0.013118777034038,0,0.0926891945443008,0.19456045011891,0,0,0,0,0,0,0.133797140817027,0,0,0.0684313924600513,0,0,0,0,0,0,0,0.152812252128583,0,0,0,0,-0.0154473852581323,0,0,0,0,0.0292701225214579,0,0
X000157.SZ,0,0,0,0,0,0.250641719961063,0.00299196868921149,0.221585657016972,0,0,0,0,0,0.00393401342391721,0,0,0,0,0,0,0,0,0,0,0,0,0.120800709885237,0,0.0541216352205598,0,0,0,0,0,0,0,0.107479007720788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182379182421871,0,0,0,-0.00967050626985347,0,0
X002129.SZ,0,0,0.00197493056763237,0.0815577254141553,0,0,0,0,0,0,-0.00241566120479443,0,0,0,0,0.20919225698376,0,0,0,0,0,0,0.0324314111560753,0,0,0,0,0,0,0.215899223181354,0,0,0.179015093389773,0,0,0,0,0,0,0,0,0.250041608505677,0,0,0,0,0,0,0,0,0,0,0.0244204033829654,0,0,0,0.00239034892716289,0,0
X002049.SZ,0,0,0,0.127373155061213,0,0,0,0,0,0,-0.0525427349712515,0,0,0,0,0,0,0,0,0,0.450805320093909,0.0461282589160357,0,0,0,0,0,0,0.0122001969144235,0,0,0.31132894496065,0,0.109930513350383,0,0,0,0.127134113668428,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0705355151818067,0,0,0,0,0.0937823850649893,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0.0665103266068506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104502481503234,0,0,0,0.115617664175328,0,0,0,0,0,0,0,0,0,0.111113079650597,0,0,0,0,-0.0810676499717051,0,0,0,0,0.00167458486637337,1.73472347597681e-18,0,0,0,-0.0217689339457127,0,0
X601877.SH,0,0,0.222383716425742,0,0.028831346008749,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380665796180223,0,0,0.144286707066675,0.301979054250798,0,0,0,0,0,0,0.078931769969028,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271109709548226,0,0,0,0,0,0,0,0.548489215885223,0,0,-0.0545716036699804,0,0,0,0.0149938875490538,0,0
