,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X000100.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X600177.SH,X600372.SH,X002456.SZ,X000157.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X600089.SH,X002294.SZ,X000981.SZ,X300003.SZ,X600699.SH,X600867.SH,X600522.SH,X002180.SZ,X000559.SZ,X002508.SZ,X000066.SZ,X002292.SZ,X002074.SZ,X002426.SZ,X600498.SH,X000623.SZ,X002506.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0723959710446487,0,0,0.0398223221966338,0,0.108826541374189,-3.46944695195361e-18,0,0,-0.0180511666115775,0,0.0912657506092887,0,0.0408211869715931,0,0,0,0.197336645850941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.129286574853721,0,0,0.0561398074596633,-0.0516209976849043,0,-0.0441421668598742,0.817708951566331,0,0,0,0,0,0,0,0,0,0,0,0,0.0382019850877285,0,0,-0.0894010839965484,-0.117781638542479,0,0,0,0,0,0,0,0,0,0,-0.0870508195559384,-0.0166175426829358,0,0,0,0,0,6.93889390390723e-18,-0.0786912357237307,-0.000323454881771673,0.000534433594364544,0.0452887067980563,0,0,0,0,0
X002415.SZ,0,0,0,0.0186044963410293,0,0,0,0,0,0,0,0.0492348162105683,0,0,0,0.0594446452600777,0,0.123535298557972,0,0,0,0.106877328644781,0,0,0,0,0,0,0.0739081878706624,0,0,0,0,0,0.0629971427757874,0,0,0,0,0.000967885964953322,0,0,0.0872711395724284,0,0,0,0,0,0,0,-0.021205790042587,0.0220316008280044,0,0,0,0,0,0
X000651.SZ,0,0.0868435792303136,0,0,0,-0.092102841380957,0,0,0,0.556999711954398,0.819330425523948,0,0,0,0,0,-0.0970896850654084,0,0,0,0,0,0,0,0,0,0,0.0246446838316974,0,0,0,0,0,0,0,0,0,0,0.243052107948367,0,0,0,0,0,0,0.0315273386048107,0.249223244979596,0,0,0,0.0115482377364498,0.0218085810469073,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.32240248569781,0,0,0,0,0,0.283502343510087,0.0473504713873924,0,0,0,-0.0177997517396686,0,0,0,0.128359583047958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452349080662204,0,0,0,0,0,-8.67361737988404e-19,0,0,0.00256422699543502,0.00281328987350061,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0841659452401701,-0.11834071680848,0,0.0223489720942303,0,0.148173378617427,0,0,0,0,0,0,0,0,0,0.00515822071398227,0,0,0,0,0,0,0.0418045011881651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122253944009061,-0.0906789966155231,0.0300423653028499,-0.0110866328958042,0,0,0,0,0,0
X000725.SZ,0,0,0,0.16977315959597,0,0,0,0,0,0,0,0,0,0,0.0800517478317378,0,-0.196341096310116,0,0.202541759649263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0939687970840219,0.0600675658375954,0,0,0,0.00665435371432302,0.0739116403778075,0,0,0.0296435153797516,-0.0473913445772234,0,0,0,-0.0191277746332352,0,0
X002304.SZ,0,0.183734506319696,0,0,0,0,0,0,0,0.0520301980619234,0,0,0,0.210762126034611,0.0294885380723911,0,0,0,0,0,0,0.0220168780471798,0,0,0,0,0.0561289579782445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585417262955671,0,0,0,0,0,0,0,-0.0824269837573726,0.00666363447486405,-2.16840434497101e-19,0,0,0,0,0,0
X000625.SZ,0.0514738866843385,0,0,0.0604206796458331,0,0,0.093994529974519,0,0,0.0479432148911572,0,0,0.139135985800413,0.429362187086714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00518222563054801,0,0,0,0,0,0
X000063.SZ,0,0,0,0.129567548746097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750982031485831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672571942789393,0,0,0,0,0,0,0,0,0,0,0,0.149396959903509,0,0,0,-0.00034885019435123,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.203775718829253,0,0,-0.0152941955333931,0,0,0,0,0,0,0,0,0.0639209742703594,0,0,0,0,0,0,-0.107420866549863,0,0,0.0654382142513376,-0.0121788417452012,0,0,0,0,0,0,0,0,0,-0.0517708808372851,0.0769793511684953,0,0,0,-0.0458114556156952,0,0,0,0,0,0,-0.0901148989711377,0,0.00681064422946966,-0.00680278258592914,0,0,0,0,0,0
X600703.SH,0,0,0.0707040176798585,0,0,0,0,0,0,0,0,0,0.217036171211199,0,0,0,0,0,0,0,0,0,0,0.0574186158270732,0,0,0,0,0,0,0,0.280490463781426,0,0,0,0,0.0282798561062809,-0.166802153538933,0,0,0,0,0,0,0,0,0,0.0891863301692649,0,0.256580183390178,0.0173357231794378,0.0011469712377716,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0691953363101502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873018205273953,0,0,0,0,0,0,0.0856025154943907,0,0,0,-0.0165876898892304,0,0,0,0,0,0,0,0,0,0,-0.186802087469959,0.00770297829291661,0.00619809414837313,0,0,0,0,0,0
X600741.SH,0,0.465303166867878,0,0,0.0495684819170487,0,0,0.0464582170355047,0.0437259132605832,0,0,0,0,0,0,0.0114343430487962,0,0.139031381409022,0,0,0,0,0,0.133201357339577,0,-0.0361055742417313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00451507453136409,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.458231342584517,0,0,0,0,0,0,0,0,0,0,0,0,0.0561380042087783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525425900247404,0,0,0,0,0,0,0,0.0742190511798022,0,0,0,0,-0.00490768214569261,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,-0.0580956502234413,0,0,0,0,0,0,0,0,0,0,0.0145453064305692,0,0,0,0,0,0.19418596711447,0,0,0.0900432658862182,0,0,0,0,0,0,0,0,0.188141932845512,0,0.119519099460604,0,0,0,0,0,0,0,0,0.0882002013647245,0,0,0.0717726278158596,-0.0738612456990561,0.0352879463046722,0,0,0,0,0,0
X002475.SZ,0.141773251032474,0,0,-0.0262890739858391,0,0,-0.314159526860083,0,0,0,0,-0.071442408579476,-0.0577107705450321,0,0,0,0,0,-0.0698971895988803,0,0,0,0,0,0,-0.104305022056696,0.254959726376586,0,0,0.303115239122697,0,0,0,0,0,0,0,0,0.0642947201004271,0,0,0,0,0,0,0,0,0,0,0,-0.0394715651563673,0.0185034414656511,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305332965816437,0,0,0.11711896573738,0,0,0,0,0,0.26169657978596,0,0,0,0.0789310102319044,0,0,0.347761124851328,0,0,0,0,0,0,0,0,0,0,0,0.108606210593696,0,0,0.0663040697578104,-0.0321470491507679,0.0132444119553697,0.0241715171828376,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.075124992025943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123271526164788,0,0,0,0,0,0.0419645531017853,0,2.71050543121376e-20,0.0296437333692024,0.00146489206654445,0,0,0,0,0,0,0.0623382685590135,-0.0111347150942672,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,-0.270589780500924,0,0,0,0,0,0.0791206879013523,0,0.367019964210613,0,0,0,0,0,0,0,0,0.211851285080271,0,0,0,0.180959892431298,0,0,0,0,0,0,0,0.233802228203576,0,0,0,0,0,0,0,-0.0164707225426057,0,0,0,-0.0199929006466846,0.0100133575510856,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201476919415707,0,0,0,0,0.356201338875627,0.0571870724485168,0,0,0,0,0,0,0.0768283030323303,0,0,0,0,0,0.0627901661704322,0,0,0,0.130254666019984,0.0334341574595971,0.0699373372948457,0,0,0.00446463755137968,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0881949496188799,0,0,0,0,0.123410642205441,0,0,0.116243012781186,0,0.103146522426272,0,0,0.331667905507176,-0.0216010777065778,0,0,0,0,0.0972518495976465,0,0,0,0,0.0740995602435298,0,0,0.0869805467985635,0,0.104273750306592,0,0.0334223561542305,0,0,0,0.0519267307817282,-0.0441401161313551,0,-0.00472354052589736,0.00493803554057903,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,-0.0393979716642316,0,0,0,0.123474110264749,0.0196102451702579,0,0,0,-0.0175450324497057,0,0,0,0,0.0351020321329325,0,0.00617030929681539,0,0,0,0,0,0,-0.0452949364227624,0,0,0,0,0,0,0.0226971352304331,0,0,0,0,0,0,0.0947059201319248,-0.073658009008508,0,0,0,-0.171480732909299,0.0163963722387664,0.00773828160528826,0,0,0,-0.139004501517572,0,0
X601877.SH,0,0.041941196887288,0,0,0.0753317586107619,0,0,0,0,0.0877459724219646,0,0.0945938632950189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842948806192155,0,0,0,0,0,0,0,0.0123806320005807,0.0164143955197765,0,0,0,0,0,0,0,0.0944153742321724,0,0,0,0.102456632764563,0.0702921588903877,0,0.0186287681093177,0.00681341699300891,0,0,0,0,0,0
X600177.SH,0,0.0234437637997859,0,0.0567371002890449,0,0,0,0,0,0,0,0,0,0.110767977913045,0,0,0,0,0,0,0,0,0,0.0561843693289879,0,0,0.0121176396278885,0,0,0,0,0.122822754231994,0,0,0,0,0,0,0.000217361408283216,0,0,0,0,0,0,0,0,0,0,0,0.00276590402499365,0.00317477811760718,0,0,0,0,0,0
