,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002475.SZ,X600276.SH,X002304.SZ,X000651.SZ,X600104.SH,X002371.SZ,X300014.SZ,X300124.SZ,X002129.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X600031.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002241.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X600522.SH,X000661.SZ,X000733.SZ,X300142.SZ,X002180.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600460.SH,X600884.SH,X000157.SZ,X600702.SH,X600584.SH,X002236.SZ,X000799.SZ,X002414.SZ,X601799.SH,X600487.SH,X002176.SZ,X600563.SH,X300003.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.22328328546272,0,0,0,0,0.0235955621783169,0,0,-0.00155812993445125,0,0,0,0,0,0,0,0,-0.0198938324977646,0,0,0,0,0,0.0636683094232349,-0.0553529535754379,0.0755402945744319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838798373171731,0,0,0,0,-0.0184395589898002,-0.060188593367719,0,0,0.00690717541975963,0.00844635688185638,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0361598329093534,0.0183731152684095,0,0,0.0273287362405515,0,0,0,0,0.0531537645009454,0.0295293477376892,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0657414244092469,0,0,0.3372387452643,0,0,0,-0.112561686662626,-0.00515080507649804,0,0.0512083434013914,0,0,0,-0.0189172367491607,0,-0.00566742907973404,0,0,0,0,0,0
X600809.SH,0,0,0,0.127744879308665,0,0,0,0,0,0,0,0,0,0,0,0,0.196904041998341,0,0,0,0,0,0,0,0,0,0,0,0.0737480617180053,0,0,0,0,0,0,0,0.0169874396277638,0,0,0.0320880848428749,0,0,0,0,-0.105957896333218,0.0327549460385602,0,0,0,0.267224479022963,0.28362463820412,-0.0927419030860902,0,-0.186025458866869,0,0,0,0,0
X000568.SZ,0,0,0.181474044821279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464561014025221,-0.0261783979229405,0,0,0,0,0,0,0,0,0.0367970266352873,0,0,0,0,0,0,0,0,0,0,0,0,0.33648819038719,0,0,0,0,0,0,0,-0.0264357794385897,0.0328355335224263,0,0,-0.0377717890240829,0.000258867769247203,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040762302915898,0,0,0,0,0,0.222164804314562,0,0.066774484253451,0,0,0,0,0,0,1.73472347597681e-18,0.00675392088275824,0.644305681236166,0,0,-0.0896567080636348,0,0,-0.140805588137598,0,0,0,0,0.0401956840386339,0,0,0,0,0,0
X600690.SH,0,0,0.205520300886014,0,0,0,0,0,0,0,0,0,-0.008862962929283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257594092862085,0,0,0,0,0,-0.196070765835514,0,0,0,0,0,0,0.0412510841784755,0,0,0,-0.00384487077160702,0,-0.0565059863027906,0,0,0.154708876315305,0,0,-0.0278826014861928,0.00395935507942329,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0768017921868799,0,0.35757870072108,0,0,0,0,0,0,0.0529626379223576,0,0.16966103215063,0,0,0,-0.0152174905870352,0,0,-0.169916879990359,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0515687702897332,0,0,0,0,0,0,0,-0.132069582628241,8.67361737988404e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0190518915506267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192121035449365,0.0990024421050549,0,0,0,-0.0882056100190097,0,0,0.0718570127570542,0,0,0,0,-0.0129113848579353,0,-0.00859029803371904,-0.0604340969150325,0,0.0391983836516215,0,0,0,-0.0327851868964712,0,0,0,0,0,0
X002304.SZ,0,0.274651316637216,0,0,0,0,0.00586676002652188,0.0160368074559055,0,0,0,0,0,0.0700607074678328,0,0,0,0,0,0,0.0336093839389426,0,0,0,0,0,0,0,0,0,0,0.141777700628729,0,0,0,0,0,0,0,0.118872477595521,0,0,0,-0.0952756900362653,0,-0.0455174861561672,0.00959625626947709,0,0,0,0,0,0.0333392094357539,0,0,0,0.0195434418165144,0,0
X000651.SZ,0,0,0,0,0,0,0.0453774258819506,0,0,0,0,0,0,0,0,0,0,0,0.00994418179472711,0,-0.0577471523349994,0,0.0226453632287378,0,0,0.00168392453090808,0,8.67361737988404e-19,0.112739055823878,0,0.174206962409817,0,0,0,0,0.0477131079251044,0,-0.0325980949012337,0,0,0,0,0,0,0,0,0.118819585630893,0,0.0673885162322115,0,0,0,-0.0776289316503265,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0228325506130192,0,0.134596089716051,0,0,0.0537748932757697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074906772580824,0,0.00877240701540104,0,0.284894945368291,0,0,0,0.149799667359548,0.117026449522727,0,0,0,0,0,0,-0.0284250060016519,0,0,0,0,0,0,0,0,-0.0940929106133762,0,0
X002371.SZ,0,0,0.0877147639771615,0,0,0,0.00297806561798773,0,0,0,0,0,0.0362109190154326,0,0,0,0,0.0200170926041584,-0.124698231473991,0,0.0573140767078563,0,0,0,0.313026733062296,0,-0.256585998474404,0,0.177295356049212,0,0.0516839691928479,0,0,0,0,0,0.410455811839934,0,0,0,0,0,0,0.0734065985662762,0,0,0,0.0359553042790598,0.0386471254697216,0,0,0,-0.0444745169282783,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.05477173152671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14257225602961,0,0,-0.0762649746708317,0,0,0,0.138192585133472,0,0,0.280124249561152,0,0.089213706029232,0,0.425864146398184,0,0,0,0,0.0257751718100135,0,0,0,0.081316452540556,0.0490703969155516,0,0,0.0245899892097708,0,0,0,-0.0103268699138118,-0.00737195353022531,0,0,0,0,0,0
X300124.SZ,0,0,-0.115669836910471,0,0,0,0.295905091921554,0,0,0,0,0,0.0488377774677463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532572561965041,0,0,0,-0.00204945388906165,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309201789153949,0,0,0,0,0,0.471974224489903,0,0,0.0152019271086094,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.112776303587504,0.0277342275268772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809734332821775,0.244526848299267,0.130393209037977,0,0,0,-0.0650674346957548,0,0.239638552511943,-0.0117490998424798,0,0,0,0,0,0,0,0.0966126791424817,0,0.103243808283517,0,0.0420336635439231,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.120757639416327,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0195282489602278,0,0.093098923714582,0,0,0,0,0,0,0,0.03334962895656,0,0,0,0,-0.0224840954747698,-0.00800158385199232,0,0,0,0,0,0,0.0720501904795623,0,0,0,0,-0.0539926448637385,0,0.0553746110281057,-0.00539887702339256,0,0,0,0.0305984644194603,0.0164438224554091,0,0,0,0,0,0
X000596.SZ,0,0.443224766519086,0.232358529549098,0,0,0,-0.131545747724579,0,0.144146940117629,0,0,0,0,0,0,0,0,0.099106819950322,0,0,-0.000118266667085486,0,-0.0386418205834282,0.195439316516694,0,0,0,0,-0.0491459172835158,0,-0.0948982851916159,0,0,0,0,-0.0582044723871855,0,0,0,0.118855450375357,0,0,0,0,0,0,0,0.0138157563759625,0,0,0,0,-0.0406854573406194,0,0,0,0,0,0
