,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X000100.SZ,X300003.SZ,X002007.SZ,X600703.SH,X002236.SZ,X600271.SH,X300142.SZ,X300124.SZ,X002179.SZ,X002008.SZ,X000625.SZ,X002506.SZ,X600183.SH,X002241.SZ,X600177.SH,X002371.SZ,X600498.SH,X600867.SH,X300014.SZ,X600487.SH,X000977.SZ,X600066.SH,X000050.SZ,X000066.SZ,X300146.SZ,X600118.SH,X600522.SH,X600372.SH,X600776.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.084459611770299,0,0,0,0,0,0,0,0.17471385233562,0,0,0.0482113098792924,0,0,0.0112163701817106,0,0,0,0,0,0,0,0,0.222694414838775,0,0,0,0,0,0,0,0,0,0,0,0,0.0812228940798527,0,0,0,0,0,0,-0.126340916443536,0,0,0,0,0,0,0,0,0,0.170134680991481,0,0.000733141224065796,0,0
X000858.SZ,0,0,0,0,0,0,0.120250846130658,0,0,0.19162141341872,0,0,0.0874821886524964,0.179685681861338,0,0.0789126117373618,0.230375985602561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149255186788542,0,0.111734307900064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257283686164077,0,0,0,0,-0.0087945826696628,0,0
X000651.SZ,0,0,0,0,0,0,0.463802524948038,0.0386986135575356,0,0,0.1813016343771,0,0.129880905419163,0,0.153765804574909,0,0,0.270110525186363,0,0,0,0,0,-0.0190547569388,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.00361024775501948,0,0,0,-0.168861695123828,0,0,0,0,-0.0591020297644134,0,0,0,0,0,0,0,0,0.000779365062274491,0,0,0,0,0.0229012391022997,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.164052651702419,0,0.0892224356550863,0,0,0.323389121651797,0,0,0,0,0,0,0,0,0.098097814583156,0,0,0,0.0229122991136336,0,0.0814625006494753,0,0,0,0,0.105976704972389,0,0,0,0,0,-0.142255078946557,0.00611811967281441,0,0,0,0,0,0.0370751184622783,0.0463105976982755,0,0,0,0,0.0438119308951656,0,0
X600104.SH,0,0,0.067807177345498,0,0,0.000916647885798337,0,0,0,0,0,0,0.01774029421083,0,0.259821828890103,0,0,0,0,0,0,0.148471501773495,0.0160897406785469,0,0,0,0,0,0,0,0.234884494700522,0,0,0,0,0,0,0,0,0,0,0,0,0.0112521287473833,0,0,0,0,0,0,0,0.000752083916666173,0,0,0,0,-0.00648752999645984,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.308149941913526,0,0,0,0,0,0,0,0,0,0.0207158788167706,-0.0845765167114861,0.502156056273305,0,0,0,0,0,0,0,0,0.110677307732762,0,0,0,0.0178456047210058,-0.0243500945082075,0.192657097950392,-0.15301439257723,-0.0260720451445043,0,0,0,0,0,0,0,0,0,-0.0115112792350462,0,0,0,0,0,0,0
X002304.SZ,0,0,0.182702134717314,0,0,0,0,0,0,0.0949323161814295,0,0,0.0116754602481835,0,0,0.100364279942347,0.100023447360768,0,0,0,0,0,0,0,0,0,0.060796508547526,0,0,0,0,0.0190110352394441,0,0,0,0.101458194143723,0,0,0,0,0,0,0,0,0.0140299218539173,0,0,0,0,0,0.0454816608485709,-0.0210019572133771,-0.069802230974607,0,0,0,-0.0255210233457343,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.185631633250032,0,0,0.207538443984921,0,0,0,0,0,0,0,0,0,0,0.0606416656499719,0,0,-0.0606817957448931,0,0,0,0,0.0881596992671759,0.132826894239946,0,0,0,0,0,0.16913978195327,0,0,-0.0708099244777879,0,0,0,0,0,0,0.359757463746677,0,0,0.0278052955125884,-0.0666419844537131,0,0,0,0.00313131951244637,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224657198531555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345886287862767,0,0.189006176412485,0,0,0,0.0574089323241652,0,0,0.376000012157316,0.043488232679562,0,0,0,0,0,0,0,-0.00751326419249061,0,0,0,0,0.0307297887427439,0,0
X000568.SZ,0,0.317058584835873,0,0,0,0,0,0.0127151015747541,0,0,0,0,0,0,0,6.93889390390723e-18,0.138271909490085,0,0,0,0,0,0,0.0733603111035855,0,0,0,0,0,0,0.0284431385299454,0,0,0.124886004545071,0,0,0,0,0.0524179995248834,0,0,0,0,0,0,0,0,0,0,0.00215507273024047,0,0,-0.073465236050774,0,0,0,0,0,0
X600031.SH,0,0,0.34970961395812,0,0,0,0,0,0,0,0,0,0,0.155692526759037,0,0,0,0,0,0.153575788728977,0,0,0,0,0,0,0,0,0,0,0.0545559757228413,-0.0587107311981143,0,0,0,0,0,-0.0264195211235356,8.67361737988404e-19,0,0,0,0,0.0698353198786438,0,0,0,0,0,0,0,-0.0152314437400236,0.00800157881292956,0,0,0,0.100883753604441,0,0
X600690.SH,0,0,0,0,0,0.0699111540742196,0,0,0,0,0,0,0,0,0.265945351498776,0.145114535844572,0,0.0152062400206461,0,0,0,0,0,0,0.0609739007862237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123112214375965,0,0,0,0,0,0,0,0,0,0,0,0.015280216804535,0,0,0,0,0.0458396811220204,0,0
X002475.SZ,0,0,0.117060543990976,0.118259903473819,0,0.274903858745562,0,0.245459524642303,0,0,0,0,0,0,0.0562039982611487,0,0,0,0,0,0,0,0,0.183945985603312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271146452643502,0,0,0,0,0,0,0.0135365185388016,0,0,0,0,0,0,0
X000338.SZ,0,0.101525530659802,0,0,0,0,0,0,0.392045097306108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408695025922659,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.283400200162386,0.0471511780175168,0,0,0,0,0,0,0,0,-0.0453049118377911,0,0,0,0,0.0126427766331264,0,0
X600741.SH,0,0,0.336189356621248,0,0.034367689053908,0,0,0,0,0,0,0.0733469802377468,0.0703472185683373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118541261834021,0,0,0,0,0,0,0,0,0,0,0,0.0610536361384001,0.0605176118749671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889050718106581,0,0
X000596.SZ,0,0,0,0,0,0,0.0532762802185292,0,0,0.552297353978029,0,0,0,0,0,0,0.262863473794228,0.0521364827581604,0,0,0,0,0,0,0,0,0.128445212093989,0,0,0,0,0,0,0.0725644636924917,0,-0.00931449535664309,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0129546151359297,0,0,0,-0.0622637422981176,0,0,0,-3.46944695195361e-18,0,0
X600809.SH,0,0.355109554632335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168300821742776,0,0,0,0,0,0,0,0.0792297640101678,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201965878747512,0,0,0,6.93889390390723e-18,0,0.060744833090423,0,0,0.145785152374117,0,0,0.0152435536976198,0,0,-0.0057064943657883,-0.0183581281812932,0,0,0,0.0233766728513448,0,0
X000661.SZ,0,0.117144559612807,0.0529419109991519,0.304967173549562,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.154740869719639,0,0,0,0,0,0,0.0359253218368501,0,0,0,0,0,0,0,0,0.0195208362363193,0,0,0,0,0,0.00740516528302593,0,0,0,0,0,0,0,0,0,0,0.000494202401918138,0,0,0,0.0172868284765263,0,0,0,0,0,0
X601877.SH,0,0,0,0.135259972702064,0,0,0,0,0,0,0,0,0,0,0,-0.130671030981926,0,0,0,0,0,0,0.108241339429603,0,0,0,0.0220389553528174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520046329920428,0.223812692485921,0,-0.0672312097882866,0,0,0,0,0,0,-0.00289645679901191,-0.0782533802816216,0,0,0,0.028718364944435,0,0
X000157.SZ,0,0,0,0,0,0,0,0,-0.232947888626019,0.0310858366434686,0.12542510470798,0,0,0,0,0.078144420672704,0.00614734408756535,0,0,0,0,0,0,-0.0714988970505765,0,0,0,0,0,0,0,0,0.0176539101133373,0,0,0,0,0.142446519063765,0,0,0,0.100120575733964,0,0,0.109810154772697,0,0,0,0.178216636125992,0,0,-0.0442611314877525,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194105780135212,0,0,0,0,0,0,0,0,0,0,0.0767555121986098,0,0.0487211683993652,0,0,0,0,0.00231531660468033,0.059300092910924,0,0,0,0,0,0,0,0,0,0.0493402726229236,0.0525158367935966,0,0,0,0,-3.46944695195361e-18,0,0,-0.0205185335888203,0.0426840902069529,0,0,0,0.0112406725250929,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0.152111445400856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360785335634204,0,0,0,0.169388740016282,0,0.0549287950470229,0,0,0,0,0.0226523088643983,0,0,0,0,0,0,0,0,0,0,0.0778930618000059,0,0,0.0351037924684447,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0.41023155437928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232713946534762,0.0315235527224036,0,0,0,0,0,0,0,0.0874187258486771,0,0,0,0.0330339615739526,0,0,0,0,0,0,0,0,0,0,0,0.0658087145077457,0,0,0,0,0,0.087330396424694,0.0652808051549467,0,-0.0234471315036068,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,-0.382374618483761,0,0,0,0,0,0.506717408515463,0,0,0,0,0,0,0,0,-0.214398510225232,0.0208511771314871,0,0,0,0.239670112119529,0,0,0.14077481767785,0.0209060846970982,0.0229585324775896,0,0,0,0,0,0,0.0591863988399134,0,0,0,0,-0.205496201205759,0.203933978147615,0.230322169847848,0,0,-0.11032125462227,0,0,0.0341746036180427,0,0,0,0,0.161608468826687,0,0
X002236.SZ,0,0,0,0,0,0.574144701858533,0,0,0,0.0034728420720126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415536068338563,0,0,0,0,0,0,0,0.0692330382302189,0,0.135451515348522,0,0,0,0,0.0498640194112257,0,0,0,3.46944695195361e-18,-0.0105387675367256,0,0.100663152683822,0,0,0,0,0,0.00180857999058868,-0.141760811895802,0,0,0,-0.0341604833427418,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0404351208971987,0.0973105915777264,0,0,0,0,0,0,0,0,0,0,0,0.102596783915984,0,0.0120505059580431,0,0,0,0.127939899124341,0.0154726941756007,0,0.123945573562005,0,0,3.46944695195361e-18,0.214915348344961,0,-0.0173488134334915,0,0,0,0,0.0417504852469217,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853588510866679,0,0,0,0.197912665399047,0,0,0,0,0.167123820471508,0,0,0,0,0,0,-0.136493337731143,0.0682382087646412,0,0.162294586028401,0,0,0,0,0.249251232583151,0,0,0,0,0,0,0,0,0,0,0,0.173664215799729,0,0.0231898977061237,0.028083449450413,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.201904720297792,0.0330261120364214,0,0.123162698558637,0,0,0,0,0,0,0,0,0.101658101661675,0,0,0,0,0,0,0.0368915917436978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149005764610624,-0.0124354999067777,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,-0.201445203106156,0,0,0,0,0,0,-0.0545460019111808,0.0924698755348096,0,0,0,0,0,0.0840554477871682,0,0,0,0,0,0,0,0,0,0.0766765999118408,0.0986554800455312,0,0,0.00849167727340372,0,0,0.18309252989575,0,0.000349176172092537,0,0,0.104064020112983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
