,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X600741.SH,X002241.SZ,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X601877.SH,X000977.SZ,X601799.SH,X000800.SZ,X002074.SZ,X002007.SZ,X600183.SH,X002463.SZ,X002028.SZ,X000066.SZ,X300142.SZ,X600702.SH,X002456.SZ,X002180.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0467265691092466,0.259849389299014,0,-0.0202371873790123,0,0.0137875436578832,0,0.046746581629568,0.141008916871147,0,0,0,0,0,0.0466666121466498,0,0,0,0.0354307210037448,0,0,0,0,0,-0.0338348665000023,0,0,0,0,0,0,0,0,0,0.0607207394724244,0,0,0,0,0,0,0,0,0,0,-0.00593535937010699,0,0,0.064639539243333,-0.00140749651976888,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0125790615621078,0,0,0,0,0,0.0533453351453903,0,0,0,0,0.139670493072953,-0.0275769503682664,0.226160642363156,0.00627183259235276,0,0,0,0,0,0,0,0,-0.0980786247645039,0,-0.0377469408625856,1.0842021724855e-19,-0.0347269533509834,0,0,0,0,0,0.117572578406835,-0.12728271110462,0,0,0,0,0,0,0,0,0.221606519772008,0,0,0,0,-0.0209715021824682,0.00590154947546388,0,0,0,0,0,0
X002415.SZ,0,0,0,0.132515299315651,0,-0.145771694746903,0,0,0,0,0,0,0,0,0.123738595406654,0,0,0.0763656963963101,0,0,0.040454918318973,0,0.0227630066772366,0,0.018157237896189,0,0.138363007041444,0,0,0,0,0,0,0,0,0,0.0578995399053015,0,0,0,0,0,0,0,0,0,0.09264048986429,0,0,0,0.0387911117451481,-0.00880644274655919,0,0,0,0,0,0,0
X000568.SZ,0.548553874754409,0,0.117739152557391,0,0,0.0509355476113435,0,0,0,0,0,0,0,0,0,0,0.0956615251988248,0.0225757470683684,0.0178866569057855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829503219863501,0,0,0,-0.0582254867076861,0,0,0,0,0,0,-0.0341127272348349,0,0,0.0961087484486562,0,0,0,0,0.0223050890809665,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.456043526983721,0,0,0,0,0,0,0,0,0,0,0,0,0.160997012721188,0,0,0,0,0,0,0,0,0,0.118359985678376,0,0.0201462725608644,0,0,0,0,0.0158706644865074,-0.0884533249882821,0,0,0,0,0,0,0,0,0,0,0,0.0631622835628932,-0.0602377604167934,-0.103137696667756,0,0,0.0124439072654802,-0.0375679010398088,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204176282611276,0,0,-0.233099223897619,0,0,0,0,0.0072106761750801,0,0,0,-0.324935909767221,0,-0.0371384800413187,0,0,0,0.659563879686372,0.166805186409223,0,0,0.101224651669591,0,0,0,0,0,0.0347091059585951,0,0,0.0760537572890069,0,0,0,0,0,-0.0270315870885342,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0507425223145733,0,0,0,0,0,0,0.0714249922407349,0,0,0,0,0.0114924496141316,0,0,0,0,0,0.0340129102257913,0,0.0212906994503868,0.0287502046974392,0.151646309331363,0,0,0,0,0,0,0,0,0,0,0,0.196092042418648,0,0.149362629161057,0.22203990878019,0,0,0,-0.0473148016346084,0,-0.0952894585537857,0.114812542121422,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529454030281042,0,0.0264976363639597,0,0.0450573673914013,0.110747247649154,0.0505128956686417,0,0,0,0,0,0.0340635012139653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467399943015069,0.0703071517199119,-6.93889390390723e-18,0,0,0,0.0150194487704642,0,0,0,0,-0.00669954189983278,0.0227707619969415,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.130552120095125,0,0,0,0,0.137737986466903,0,0,0,0,0,0,0.289304190380529,0,0,0,0.0246873049556651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157049273330512,0,-0.0743479294194604,0.102259189147272,-0.081993957336044,0,0,-0.022690523227187,0,0,0,0,0,0
X002304.SZ,0.05405630140095,0.146590896629618,0,0,0.256214716631234,0,0,0,0,0,0,0,0,0,0.167021329637062,0.0184794778702463,0,0,0,0,0,0,0,0,0,0,0,-0.0382259726252905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1067023772501,0,0,0,0.0470241615824159,-0.145933825010958,0,0,-0.00172822051090025,-0.00368551536601348,0,-0.0407984800344698,0,0,0,0,0
