,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X600703.SH,X000338.SZ,X000596.SZ,X002007.SZ,X000100.SZ,X300124.SZ,X300142.SZ,X300014.SZ,X600741.SH,X002371.SZ,X002049.SZ,X000800.SZ,X300003.SZ,X002236.SZ,X000157.SZ,X002414.SZ,X601877.SH,X002129.SZ,X000625.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X600118.SH,X601799.SH,X002294.SZ,X002456.SZ,X002185.SZ,X000050.SZ,X002008.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0785209269895407,0,0,0,0,0,0.265684792444923,0,0,0,0,0,0.070825279051355,0,0,0,0,0,0.0380599974428545,0,0,0,0,0,0,0,0.0366398968839229,0,0,0,0,0,0,0,0,0.0241792674612196,0,0,0,0,0,0,0,0.117266926984094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.19198226277386,0.0182049806791307,0,0,0,0.406702073478257,0,0,0.0365520302092759,0,0,0.0322136367604276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.176112387109138,0,0,0,0.0345813771717689,0,0.0229628621691477,0.0185431419859427,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.109536818908076,0.0806245349126349,0,0,0.0865862891500242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027721432054823,0,0,0,0,0,0,0,0,0,0.00829606317098831,0,0,0,0,0,0,0,0.198604804466391,0,0,0,0,0,0,-0.00471407773952783,0.0132000139912078,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341117235392172,0,0,0,0.0517389714745619,0.0661715664333189,0,0,0,0,0,0,0,0,0,0,0,0,0.0187247586987593,0,0,0,0,0,0,0,0.0334953788831485,0.029726864457162,0.107165192957222,0,0.124159625236866,0,0,0,0,0.0232652965255465,-0.014696130371381,0,0,0,0,0,0
X002415.SZ,0,0,0,0.122962494193419,0,0,0,0,0,0,0,0,0.0117717172519146,0,0,0.0882562021838938,0,0,0,0,0,0,0,0,0.0282308768831832,0,0,0.0814598260617281,0,0,0.0924079761475491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463351268460686,0,0,0.0936225525728903,0,0.00448557497351471,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0259499735574847,0,0,0.0647887110576958,0,0,0,0,0,0,0,0,0.0512907443375547,0,0.203227342907239,0,0,0.0216112197684952,0,0,0,0,0,0.0927960018878407,0,0,0,0.0434744502867467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241893560381795,0,0,0,-0.000238437910924166,0,-0.0440571022841513,-0.0111863629320688,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.030189775439685,0,0,0,0.0267944170859342,0,0.0248166800501131,0.126095442748869,0,0,0,0,-0.00674723558353662,0,0,0,0,0.107590800024979,0,0,0,0,0,0,0,0,0,0.0394181498116677,0,0,0,0,0,0,0.134640746774925,0.0510191429042023,0,0,0,0,-0.0341984944151282,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,-0.00736690015442234,0,0.48029072634818,-0.232924926367815,0,0,0,0.03736057659877,0,0,0.179984812283754,0,0,0.27453496914786,0.0285946407790724,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0396979744225485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00583092754079125,0,0,0,0,0,0
X002304.SZ,0,0.211429184527584,0,0,0,0,0,0.43687596353812,0,0,0,0,0,0,0,0,0,0,0,0.0270474604855507,0,0,0,0.0606406785138307,0,0,0.0147434850880704,0,0,0,0,0,0,0,0.0534372201780213,0,-4.33680868994202e-19,0,0,0,0,0,-0.00334615155570593,0,0,0,0,0,0,0,0,0.0167855633573507,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0842908855142968,0,0,0,0,0,0,0,0,0,0.364838215960337,0.0476773696873362,0,0,0,0,0,0,0,0.0728475344613693,0,0,0,0.326458862209579,-0.128049267930775,0,0,0,0,0.0296524712576066,0,0,-0.0100389739545002,0,0,0,0,0,0,0,-0.0111665803978059,0,0,-0.0247842458259748,0.00124991856630237,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.235445933021636,0,0,0,0,0,0,0,0,0,0,0,0,0.490642531568797,0,0,0,0,0.0675259741909306,0,0,-0.0899680699965815,0,0,0,0,0.129321773808987,0,0.0109278358382835,0,0.146282741649202,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.00446258209610461,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32902292202935,0,-0.0329970935913805,0.0316786432548757,0,0,0,0,0.00796723785335403,0,0.136476373142253,0,0,0,0,0,-0.0312779739270268,0,0,0,0,0,0,0,0,0,0,0,0.0511993769480836,0,0,0,0,0,0,0.0011148555632426,-0.0606079740600165,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260719045598617,0,0.181223155250196,0,0,0,0.113278847695346,0,-0.0295156381515561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154193388719809,0,0.0284484132152638,0,0,0,0,0,0,0,0,0,0,-0.0141966421341135,-2.16840434497101e-19,0,0,0,0,0,0
X600809.SH,0,0.69547965625785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496424289476564,0.145502958641179,0,0,0,0,0,0,-0.00105923639343156,-0.0170714193345853,0,0,0,0,0,0.0375241192538711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513619640264858,-0.00316547457891727,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0204200771992907,0,0,0,0,0,0,0,0,0,0,0,0.0056755047005938,0,0,0,0,0,0,0,0,0.0371440476715482,0,0,0,0,0,0.00239275821705113,0,0,0,0,0,0.126594129989073,0,0.0650687463083859,0,0,0,0,0,0.00736090900314082,0.0068497382475262,0,-0.00519022757585014,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.123777043008848,0,0,0,0,0,0,0,0,0,0.0299445885691805,0,0,0.161770624620091,0,0,0.0756849007903429,0,0.0725466539411081,0.0509882465706563,0,0,0,0,0.0705389956127243,0,0,0,0.0630234028882307,0,0,0,0.0385951764472444,0,0,0,0.0517790523838846,0,0,0,0,0,0,0,0,0,0.0146115659641355,0,0,0,0,0,0
X002241.SZ,0,0,0,0.139245729288318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979479601894758,0,0,0.20124012250882,3.46944695195361e-18,0,0,0,0,0.00773362862125012,0,0.0403887335978443,0,0.0514998099140553,0.101790437797496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367940180937444,-0.0216478158105977,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0721093392821585,0,0.034066392721945,0,0,0,0,0,0.0490791168570283,0,0,0.0077725462198388,0,0.140135915924929,0,0,0,0,0,0.00230264629877471,0,0,0.00842588302681584,0,0,0,0,0,0.302187816940167,0,0,0,0,0,0,0,0,0.0479676388983386,0.010590485056489,0,0,0,0,0,0.014253582832781,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.159131884722973,0,0,0,0,0,0,0.0338014765920608,0.00613338407205975,0,0,0,0,0.0561730851252445,0,0,0,0,0.0574594638570551,0.0322991977930229,0,0,0,0,0,0,0,0,0.0528696324329203,0,0,0.00296388652859083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0.622092487585537,0,0,0,0,0,0,0,0,0,0,0,0.0345272647452882,0,0.124098605610741,0,0,0,0,0,0,0.158270195906475,0.109487457506589,0,0,0,-0.0261000465940348,-0.149078391624315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304861247799599,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496951009926416,0,0,-0.1156031031839,-0.0162470351793233,0,0,0,0,0,0.388130650215972,0,0,0,0,0,0.20087184065326,-0.0787763386618447,0,0,0,0,0,0,0,0,0,0,0,0.232208286978333,0,0.193130773535117,0,0,0,0,0,0,-0.015241141398457,-0.00295971403974624,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0325034054874601,0,0,0,0,0,0,0.523558965568166,0,0,0,0,0.0449057098922901,0.0716729161797266,0.0670747236105853,0,0,0,0,0,0,0,0,0.0356227980557932,0,0,0,0,0,0,0.0344546899171416,0,0,0,0,0,0,0,0,0,0,0.0387359781288087,0,0,0,0.148712951504859,0,0,0,-0.0256137057057637,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512920386443016,0,0,0,0,0.0164262368009362,0.00452789428274351,0,0.0360726864893609,0.123719644094995,0,0,0,0,0,0.227301159963842,0,0,0,0,0.206698259225014,0,0,0,0.066770837949416,0.121787687869218,0,0,0,0,0,0,0.00188652160032491,0.0254632137964681,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0.128918803530496,0,0,0,0,0,0,0,0,0,0.0676788108314486,0,0,0.568348795782489,0,0,0,0.116015850344573,-0.211793170813542,0,0,0.432095077286212,0,0,0,0.198380997867479,0,0.0692995710321287,0,0,0,0,0,0.0266292712717996,0,-0.120949282223793,0,0,0,0,0,0,0.126584249188307,0,0.00920507799492972,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.00637401646555278,0,0.158471736327547,0,0,0,0.0129020987531079,0,0,0.0784414493761173,0,0,0,0,0,0,0.0189132422794113,0,0,0.0294268016442705,0,0,0,0.0966442390141749,0,0,0,0.362944278142094,0,0,0.0982795401776218,0,0,0,0,0,0,0,-0.0626092646397425,0,0,0,0,0,0.00160637325599868,0.0333285314336131,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,-0.0774059196730009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104673838269717,-0.016603341893057,0.015812765815989,0,0,0,0.20799182108465,0,0,0.102888647863784,0,-0.0048756482173679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627190566186841,0,-0.0109538919127733,0.0159594906364248,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,-0.048216422609879,0,0,0.190569953269685,0,0,0,0,0.15957548516659,0,0,-0.0828248130300148,0,0,0.0230202848155001,0,0.0819742473931393,0,0,0.161564733472646,0,0,0,0,0,0,0.165667211649876,0,0.278786059551096,0,0,0.120381333812622,0,0,0.242306564047322,0.158999620873831,0,0,0,0,-0.0696388622448619,0,0,-0.026380909398015,0.0163661986343865,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.162501147097714,0,0,0,0,0,0,0,0,0,0.293879942235165,0,0,0.115652393094447,0,0.306200704126832,0,0,0,0,0,0.35124172461767,0,0,0,0.139506140970061,0.125653318782774,0.134495555682683,0,0.0328333859368501,0,0,0,0,0,0,0,0,0,0,0,-0.0437567344622171,0,0,0,0,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103791045740381,0,-0.0558852993468436,0,0.0475231805524694,0,0,0,0,0,0,0.1492410581469,0,0,0.396975743237462,0,0,0,0,0.240247991172511,0,0.0205022604926029,0,0,0,0,0,0,0,0,-0.0216079457538569,-0.00471103763958644,0,0,0,0,0,0
