,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X300003.SZ,X000100.SZ,X000596.SZ,X002236.SZ,X601877.SH,X600183.SH,X300014.SZ,X300124.SZ,X000157.SZ,X000066.SZ,X300142.SZ,X002456.SZ,X002007.SZ,X000625.SZ,X002371.SZ,X300136.SZ,X002008.SZ,X002179.SZ,X000977.SZ,X600271.SH,X002463.SZ,X600584.SH,X002180.SZ,X000050.SZ,X600177.SH,X600066.SH,X600487.SH,X600498.SH,X002129.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.021845200534673,0,0,0,0,0.0612189190792233,0,0.584932037155985,0,0,0,0,3.46944695195361e-18,0,0.124477117485564,0,0.058600190924852,0,0,0,-0.00176491189759518,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00398968225233946,0,0,0,0,0,0,0,0,0,0,-0.0186947329567162,-0.0174504474682694,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0649664754907523,0,0,0,0,0,0,0.523802866870411,0,0.0141927268147941,0.0286522274112721,0,0,0.0116427258141213,0,0,0.0516121645341915,0,0,0.0168972371469531,0,0,0,0.00660646852657933,-1.73472347597681e-18,0,0,0,0.00157728437502685,0,0,0,0.0309917163009651,0,0,0,0,0.0173022355238784,0,0,0,0,0,0,0,-0.0149251920663094,-0.0055223564514376,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.192930691976342,0,0,0,0,0.283875275776401,0,0,0,-0.0969642980463706,0,0,0,0.0873976088213654,0.0659477491631569,0.00161242739239848,0,0,-0.109170632261849,0,0,0,0.0246653301939286,0,0,0,0,0,0,0.0596892484612956,0,0,0,0,0,0,0,0,0,0,0,0.224760590665404,0,0,0,-4.33680868994202e-19,0,0,0,-0.0306806682333924,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.113091827238921,0,0,0,0.346464782491233,0,0,0,0,0.0474440877237833,0,0,0,0,0,-0.0367426086676089,0,0,0.00648193121684755,0,0,0,0.0886494076833458,0,0,0.0564944672010326,0,0,0,0,0,0,0,0,0,0,0,0.00480715900250759,0,0,0,-0.0317118026451115,0,0,0,0.0351723706012161,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.130504081153733,0,0,0.0417642105679139,0,0,0,0,0,0,0,0.598566679334958,0,0,0,0.0606559782759749,0,0,0,-0.116361853345394,0,0,0,0,0.116639880656341,0,0.0607955963398799,0,0,-0.0448733151480695,0,0,0,0,-0.0200455123589719,0,0,0,0,0.0669963303044645,-0.0678689744352936,0,0,0,-0.0585063408714162,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801495327986619,0.068992752219574,0,-0.0199233691872022,0,0,0,-0.00515720069403528,0,0,0.00324109786116423,0,0,-0.0441439746131314,0,0,0,0,-0.0347569691622916,0,0,0,0,0,0.0692885474507735,0,0,0,0,0,0,0,0.0619030232353578,0,0,0.00469340947190285,-0.000683470734358978,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0228466206489714,0,0,0,0,0,0,0,0,-0.0455561299754825,0,0,0.283405550494895,0,0,0,0,0,0.0315329813409137,0.0210963684709227,0,0,0.22839703879034,0,0,0,0,-0.138989902681054,0,0.320511308581033,0,-0.0845025306908124,0,0.0179471531576419,0,0,0,0,0,0,0,0,0,0,-0.0368733289213378,0,0,0,0,0.0278814911073454,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.14702216007618,0,0,0,0.0659803631227805,0,0,0,0.00207577104608515,0,0,0,0,0,-0.0318868781559403,0,0,0,0,0,0,-0.0452376145184466,-0.101600094560468,0.0607747607684544,0,0,0,0,0,0,0,0.170223765251007,0,0,0.120934183652324,0,0,0,0,0.121812965790949,0,0,0,0,-0.0961753895098604,0,0
X002304.SZ,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.0275334673844097,0,0,0,0.0203100632658381,0,0,-0.0673604441154052,0,0,0.250754078106117,0,0,0.0448747406242933,-0.00504283881713223,0,0,0,0,0,0.0354693750439532,0,0,0,0.0765661960777767,0,0.0595053157115688,0,0.0249873231230716,0,0,0.000339667019391152,0,0,0,0,0,0,0,0,0.0322638066835062,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0211111667341668,0,0,0,0,0,0,0,0.0701932076412724,0,0,0,0,0.0103031721412814,0,0.186430303865379,0,0,0,0,0.0456400822307248,0,0,0.0163548065583005,0,0.0215845588698195,0,0,0,0,0,0,0.0135687977564775,0.0293525370074286,0,0.128132244026932,0.00436563994742286,0,0,0,0,0,0.0731343336606161,0,0,0.00642926636115547,0.0247049724400972,0,0,0,0.0403197934789175,0,0
