,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600031.SH,X000651.SZ,X002475.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000100.SZ,X600703.SH,X000596.SZ,X002241.SZ,X000625.SZ,X000157.SZ,X600741.SH,X002371.SZ,X002007.SZ,X002129.SZ,X002179.SZ,X601877.SH,X002236.SZ,X002049.SZ,X300142.SZ,X600584.SH,X002414.SZ,X000799.SZ,X601799.SH,X300003.SZ,X000800.SZ,X600183.SH,X600089.SH,X000066.SZ,X002008.SZ,X002074.SZ,X600779.SH,X000977.SZ,X000050.SZ,X002294.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.160993880891589,0,0,0,0,0,0,0.161833618348331,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0224810707795146,0,0,0,0,0,0,0,0,0,0,0,0.1066111090295,0,0,0,0,0.0168841155747206,0,0,0,0,-0.0201776969616265,0,0,0,0.0651049012091153,0,0,0,0,0,-0.00124626665655258,0,0,0,0,-0.00180670351966201,0,0
X000858.SZ,0,0,0,0,0.348466676660053,0,0,0,0.116089356831028,0.0449882006436442,0,-0.0195503214800182,0,0.0109920009312574,0,0,0,0,0,0,0,0.0224539641340352,0,0.0154653488703705,0,0,0,0.0765864228366586,0,0,0,0,0,0,0,0.0248588193106369,0.116760852345552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00520813359935404,-0.0253446474790631,0,0,0,0.00243945036123648,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0370926842458062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130612369080103,0,0,0.526665849295361,0.0278215279314285,0,0,0,0,0,0,0,0,0,0,0,0.0486088745827029,0,0,0,0,0,0,-0.00701053894746216,0,0,0,0,-0.0153504531539626,0,0
X600276.SH,0,0,0.187450440973235,0,0,0,0,0.0155205042643755,-0.0583440977656606,0,0,-0.00430577966854301,0,0,0.0692458163545532,0,0.0155559879934512,0,0,0,0,0,0,0,0,0,0,0,0,0.0396986911636706,0,0,0.0946481636455164,0,0,0,0,0,0,0,0,0,0,0.00718116084339588,0,0,0,0,0.108117885735102,0,0,-0.00844466208328839,0,0,0,0,-0.0311848261101146,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.423133699748506,0,0,0,0,0,0,0,0,0,0,-0.117955595567122,0,0,-0.0593837023487947,0,0,0,-0.00897717528647915,0,0,0,0,0,0,0,0,0,0.148682507519499,0,0,0,0,0,0,0,0,0.0272874910280892,0,0,0,0,0,0,-0.0165944440365446,0,0,0,-0.0224039009316367,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0525762090246683,0,0.0454757085916156,0,0,0,0,0,0,0.0343115145014188,0,0,0,0,0.0866320695913872,0,0,0,0.000195888297872988,0,0,0,0.107635131890106,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0200850780093682,0.131585091461723,0,0,0,0,0,-0.0294792488965681,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0300489423811415,0,0,-0.0896698080310474,0,0,0,0,0,0,0,0,-0.070713951274902,0,0.158878828942032,0,0,0,0.0399271877066525,0,0,0,0,0.013640271910083,0.0942717532623177,0,0,0,0,0,0,0,0,0,0.129586271818553,0,0,0,0,0,0,0.00284329596336927,0,0,0,0,-0.00831909328652961,0,0
X002475.SZ,0,0,0,0,0,0.0710535063076225,0,0,0,0,0,0.0704077612143073,0,0,0,0,0,0,0,0,0.180958082899392,0,0.346837861738061,-0.018882072388559,0.0122538288061819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198419694694956,-0.0970220249341782,0,0,0,0,0,0,0,-0.150504211943749,0,-0.0207666612713518,0,0,0,0,0,0,0
X600809.SH,0,0.339409729843925,0,0,0.127615400874267,0,0,0,0,0,0.184210808673293,0,0,0,0,0,0,0,0,-0.0431132120332833,0.235156109596251,0,0,-0.0380780785315761,0,0,-0.135593606231954,0,0,-6.93889390390723e-18,0,0,0,0,-0.116006214653835,0,0.00661829875350686,0,0,0,0,0,0,0,0,0,0,0,0.0199680797231616,0,0,-0.0128292230559504,-0.00178259402573338,0,0,0,0,0,0
X002304.SZ,0,0.0626012899680929,0,0,0.210875628137899,0,0,0,0.249755531210157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603153787790343,-0.0374508725446491,0,0,0,0,0,0,0,0,0,0,0,0.0743610468094061,0.24348143996711,0.198794081163325,-0.0437193023828334,0,0,0,0,0,0,0,0,0,0,0,-0.0600860423346795,0.0279265616739266,0,0,0,0.0180421310785149,0,0
X600690.SH,0,0,0.0815327091107761,0,0,0,0,0,0.339703713366312,0,0,0,1.73472347597681e-18,0,0.0653266232516486,0,0,0,0,0,0,0,0,0.0624611464708319,0,0,0,0,0,0.00992027126903337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153873112805228,0,0,0,0,0,0,0.0364944227593768,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0697335941994356,0,0,0,0,0,0,0,0.076066724898042,0.00912852486061761,0,0,0,0,0,0,0.231417047126268,0,0.060246971661326,0,0,0,-0.0452672438680154,0,0,0,0,0,0,-0.109438243865313,0,0,0.136770636506226,0.0734321206076397,0,-0.00466749518100378,0,0.226186882732576,0,0,0,0,0,0,-0.00274463124512723,0,0,0,0,0.00350610041052002,0,0
X000725.SZ,0,0,0.0434467651776214,0,0,0,0,0.0873514806707113,0,0,0,0,0,0,0,0,0,0,0,0.365906323511906,0,0,0.102214490099944,0.142922257141042,0,0,0.0223077368169105,0,0.0420532815435409,0,0,0.0961303452280914,0.0489650141010791,0,0.012338128092045,0,0,0,0,0,0.0759973332083744,0,0,0,0,0,0,0,0,0,0,-0.0218607511886024,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.344421494371562,0,-0.0307906633975501,0,0,0,0,-0.0987827802181043,0,0,0,0,0.0353004475283749,0,0,0,0.0279654969319152,0,0.100486462887163,0,0,0,0.105751179917447,0,0.296499152834532,0,0,0.248361196598887,0,0,0,0,0,0.142965233338466,0.0140145476288604,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.062408104236055,0,0,0,0,0,0,0.0283540686027112,0.042546801787195,0,0,0,0,0,0.0232024704877529,0.0323714957439973,0,0,0,0.064521373994994,0,0,0,0,0,0,0.0802777841203469,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0476986297813929,0.0331263485441688,0.0708845677105006,0,0,0,0,0,-0.0204244226240645,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0692153010077513,-0.107883480040825,0,0,0,0,0,0,0,0.191886370073473,0,0,0,0,0,0.0617469828701541,0,0,0,-0.0131778715431198,0,0,0,0,0,0.0994374005274671,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.00190140515601432,0.0514857505457709,0,0,0,-0.00433661730852754,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.273340223508213,0,0,0.13056503698437,0,0,0,0,0,0,0,0,0,0.0574804595200753,-0.00840138588786611,0.0652825847707708,0,0,0,0,0,0,0,0,0.3226000963981,0,0,0.19828340914003,0,0,0,-0.0651588205724602,0.227603106267517,0,0.255500505707074,0,0,0,0,0,0,-0.0199269024763214,0,0,0,0,-0.00574554797656546,0,0
X000063.SZ,0,0,0,0,0,0.0515463168412385,0,0,0,0,0,0.000127076052079627,0,0,0.0822723520791243,0,0,0,0,0,0,-0.0340827413807329,0.0855748283222834,0,0,0,0,0,-0.0367190136525701,0,0,0,0,0.0225643091665054,0.112313355257541,0,0,0,0,0,0,0,0.222721773626014,0,0,0,0,0,0,0,0,-0.00114576443912232,0,0,0,0,0.00760533532624326,0,0
