,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000063.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600031.SH,X600276.SH,X600690.SH,X600118.SH,X600271.SH,X000100.SZ,X600372.SH,X600703.SH,X000157.SZ,X002129.SZ,X000338.SZ,X002241.SZ,X600089.SH,X600741.SH,X600066.SH,X600177.SH,X002236.SZ,X002292.SZ,X300124.SZ,X600582.SH,X000559.SZ,X002456.SZ,X000977.SZ,X600060.SH,X600435.SH,X601877.SH,X600198.SH,X002475.SZ,X002465.SZ,X600839.SH,X000800.SZ,X300003.SZ,X002294.SZ,X000581.SZ,X000568.SZ,X002007.SZ,X000869.SZ,X000623.SZ,X002491.SZ,X002276.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0829632545607914,0.00860354552032046,0,0,0,0.0578954145006942,0,0,0,0,0,0.0762731298671943,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0235178554120488,0,0,0,0,0,0,0,0,0,0,0.0500405880805143,0.223546172086094,0,0,0,0,0.0480816955948514,0,0,0.00629629851201523,0.016907348660337,0,0,0,0,0,0
X600104.SH,0,0,0,0.0496797547811588,0.0632396955710843,0.0507094234091939,0,0,0,0,0,0,0.00525745493073279,0.0100302852652512,0,0.0957874100094918,0,0,0,0,0,0,0,0,0,0.0734563121693477,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0.119487729888248,0,0,0.133753292671445,0,0.014503940215907,0,0,-0.00297933828136968,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0458271578131968,0,0,0,0,0,0,0,0,0,0,0,0,0.0994895550594478,0,0,0.053527538231284,0.00968642754310689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18305625081992,0,0.0491802987209492,0,0,0,0,0,0,0.377145307862796,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.154113985708347,0,0,0,0.0565862821048166,0.0121576428138012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186279803260713,0,0,0,0.163846750578129,0,0.215304422166551,0,0,0.286796675908799,0,0,0.0598954104599784,0,0,0,0,-0.00998750606373814,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0720776408779934,0,0,0.155419094990919,0,0,0,0,0,0.157592384216194,0,0.028215880372235,0.100561957505477,0,0,0.0487292343779635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321931077362402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000365651143894941,0,0,0,0,0,0
X000063.SZ,0.0483078522745695,0,0.058285551918193,0,0.115351486312156,0,0,0,0,0,0,0,0,0.030899402956243,0,-1.73472347597681e-18,0,0,0,0,0,0.0562219093130276,0.0296331557434248,0,0,0,0,0,0,0,0,0.129079543109289,0,0,0,0,0,0,0.0765895168160488,0,0,0.143451261711691,0,0.126294273042358,0,0,0,0,0,0,0,-0.0109566064452989,0,0,0,0,0,0,0
X000858.SZ,0,0.125158027088321,0.00779091045077368,0,0,0,0,0,0,0,0,0.0416877127723342,0,0.0463059457383141,0,0,0,0.00777701152423354,0,0.0883145274773922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351917832215303,0,0.00797016563151025,0,0,0,0.0104519529693777,0,-0.00535154432374093,0,0,0,0,0,0,0
X000625.SZ,0,0,0.245111344392702,0,0,-3.46944695195361e-18,0,0,0,0.107981984322161,0,0,0,0,0,0.0388320981905292,0,0,0,0.061982450002569,0,0,0.171295102060981,0,0,0.0445336113833585,0,0,0,0,0,0,0,0,0,0,0,0,0.00795167473086849,0,0,0,-0.0292900137949117,0.0105247743684238,0,0,0,-0.0746169490561749,0,0,0,-0.00292119700608991,0.0209748797748975,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0271321389063021,0,0,0,0.0536660147553613,0,0,0,0,0,0,0,0,0,0,0.00581387403476167,0,0.134150492162095,0,0,0.00827453731267521,0,0.0157746120114777,0,0.02334024106736,0,0.02483674581932,0,0,0,0,0,0.0313336165510978,0,0,0,0,0,0.353689938694819,0,0,0.0298558219116124,0,-1.38777878078145e-17,0,0,0,-0.00762726695490435,0,0,0,0,0,0
X600031.SH,0,0,0,0,-0.119874232157185,0,0,0,0,0,0,0,0,0,0,0,0.0696553049056814,0.526236313745491,0,0,0,0.00526871526108022,0,0,0,0,0,0,0,0,0,0,0.0335721867900566,0,0.0811831639770581,0.0166916831397948,0,0,0,0,0,0,0,0,0,0,0,-0.0444620404098994,0,0.0233730801247083,0,0.00981788296583128,0.0192307831445749,0,0,0,0,0,0
X600276.SH,0,0,0.0688735687392688,0,0,0.145044988325283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136722892424307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679013544239828,0,0,0.0479522379330377,0.112484862388695,0,0,-0.00353221276357177,0.0310668478971586,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394724554383992,0.0108658774936106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412433387295727,0.00730386950929981,0,0,0.0447266256468817,0,0,0.105236633638009,0,0.0196222396219246,0,0.0762628909791211,0,0,0,0,0,0.0878980340464574,0,0,0.00402530265611797,0.00842901634387568,0,0,0,0,0,0
X600118.SH,0,0,0,0.133762231909879,0,0,0,0,0,0,0,0,0,0,0,0,0.134394025316488,0,0,0,0,0,0,0,0,0,0,0.0740211426251512,0.185634786510353,0,-0.0874302104264821,0,0,0.222137745221888,0,0,0,0,0,0,0.092945556469284,-0.0688612783707112,0,0,0,-0.0759576175123886,0,0,0,0,0,0,0.0460053337782572,0,0,0,0,0,0
X600271.SH,0,0,0.382827496544393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765688862030105,0,0,0.0348177353470798,0,0,0.0251213554774232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.137293825377521,0.0791627280260824,0.102884214239257,0,0,0,0,0,0,0,0,0,0,0,0.0894445983488189,0,0,0,0,0,0,0,-0.0242508735890533,0,0,0,0,0,0.0226042474163942,0.298058523580685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292554965752025,-0.0226326950339437,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0.0394908041530618,0,0,0,0,0,0.147284123761547,0,0,0,0.0144690451934203,0.0153733224176293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244752890071504,0,0,0,0,0,0,0,0,0,0.0659572454545568,0,0,0,0,0,0.216120337926865,0,-0.0350191220379207,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.0256861924354168,0,0,0,0,0,0.0432354212755549,0,0,0.101166299570034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170554122222172,0.163850947603548,0,0,0.175707243897401,0,0,0,0,0,0.14272031268344,0,0,0,0,0,0,0,0,0,-0.0688607431564271,0,0.0167426023624644,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0364386038785278,0,0,0,0,0,0.58273806402152,0,0,0,0,0.0209795908867068,0,0,0,0,0,0,0.171324722632464,0,0,0,0,0,0,0,0,0.0540181193027654,0,0,0,0,0,0,0,0.0127334993228792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210251465475591,0,0,0,0,0,0
X002129.SZ,0,0,0.138719468763676,0,0,0,0,0,0,0.0890836334946001,0,0,0,0,0.11729908540367,0,0,0,0,0,0,0,0,0,0,0,0,0.150072984785394,0,0.0702707668943274,0,0,0,0,0,0.0866292954581114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672110714826756,-0.0292941948748068,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0546367829928533,0,0,0,0,0.119704243328227,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.113329299251854,0,0,0,0,0,0,0.0132642647670827,0,0,0,0,0,0,0.024846340137671,0,0,0,0,0,0.168720734309459,0.0571423641546649,0.063648408473941,0,0,0.0541386795318027,0,0.030133741290731,0,0,0.00870321595409436,0.00580077620436222,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563798456271591,0,0,0,0.0785004974192995,0,0,0.164866974798728,0,0,0.100419837869897,0.0461456584013662,0,0,0,0.0663086618007239,0,0,0,0,0,0.0471120089301507,0,0,0,0,0,0,0,0,0.00958479069663765,0.0882363771511004,0,-0.0150885555132416,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0.0419699586475593,0,0,0,0.18474635590553,0,0,0,0,0,0.116643002328059,0,0.290991017447659,0,0.0391441791110366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0583539250147751,0,0,0,-0.0412747874466657,-0.00339319250610432,0,0,0,0,0,0
X600741.SH,0.0934688715404049,0,0.183018176649813,0,0,0,0,0,0,0,0,0,-0.160687547638112,0,0,0,0,0,0.215280173597434,0,0.0222536587129271,0,0,0,0,0,0,0,0,0,-0.101135271082603,0,0,0,0,0.0353409020582798,0,0,0,0.0956941694922036,0,0,-0.0309592839112674,0,-0.0548589606885182,0,0,0,0,0,0,-0.00926107203930626,0.0244573710036038,0,0,0,0,0,0
