,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X000625.SZ,X002236.SZ,X600031.SH,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X600089.SH,X300003.SZ,X600177.SH,X002085.SZ,X000157.SZ,X002508.SZ,X600487.SH,X002008.SZ,X600809.SH,X600271.SH,X300136.SZ,X600522.SH,X002294.SZ,X000050.SZ,X600118.SH,X000981.SZ,X002074.SZ,X600699.SH,X600867.SH,X000559.SZ,X300115.SZ,X600372.SH,X600566.SH,X600498.SH,X000623.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0248314196630249,0,0.0504532349160415,0,0.0654637058267033,0,0,0,0,0.365961814988628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110899369201544,0,0.0385196891636045,-0.018874865702014,0,0.154108442847731,0,0,0,0,0,0,0,-0.102555732138039,0,0,0,0,0,0,-0.0500532140963091,0,0,0,-0.00392180787579208,-0.00226739644825223,0,0,0,0,0,0
X600104.SH,0,0,0,0.126386070224412,0,0,0,0,0,0.268611659760928,0,0,0.0524989912240549,0,0,0.341613332548383,0,0,0,0,0.081876868569526,0,0,0,0,0.139959940529064,0,0,0,0,0,0,0,-0.0758815341488546,0,0,0,0,0,0,0,0,0,-0.0574741167658857,0,0,0,-0.0901041436647667,0,-0.0366172090587758,-0.0409814502126684,0.0272407982726158,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0183659844924483,0,0,0,0,0,0.14812495378903,0,0.318647809867439,0,0.112377899088083,0,0.115413585265903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138983256365599,0,0.111823748525127,0,0,0,0,0,0,0,0,0,-0.0961822213043754,0,0,0,0,0,0,0,-0.0534548708559869,0,0,0.00681620567611572,0,0,0,0,0,0
X000651.SZ,0,0.0896953297576203,0,0,0.18997928836972,0,0.00653456169931385,0,0,0.0140792131156949,0,0,0,0.139961473363492,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243210769448348,0,-0.0693763458335482,0,0,-0.0252089153738445,0,0,0,0,0,0,0,0,0,0,0,0.0253635697277746,-3.46944695195361e-18,0,0,0,-0.00923290725306785,-0.031059213851695,0,0,0,0,0,0
X000858.SZ,0,0,0,0.213327395316758,0,0,0,0.0929946497815241,0,0,0,0.491071141158333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11015581326212,0,0,0,1.73472347597681e-18,0,0,0.00119241995132427,0,0,0,0.00573756378159782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418471376669825,0.0106535887529193,0,0,0,0,0,0
X600276.SH,0,0.0254813337446103,0.0696047721154552,0,0.365891800018344,0,0,0.0522280473992032,0,0,0,0,0,0,0,0,0,0,-0.0309075160968186,0,0,0,-0.121826185030273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032608350248511,0,0,0.0829433181719183,0,0,0,0,-0.0590784943969875,0,0,0,0,-0.186493689919806,0.017245035710662,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.129807537506344,0,0,0,0,0,0,0,0,0,0,0.129971864925015,0,0,0,0,0.376379691918434,0,0,0.316794185554691,0,0,0,0,0.0251459718472853,0.39725552145087,0,0,0,0.109489239549567,0,0,-0.0037363713168414,0,0.135661823160601,0,0,0,0,0,0,0,0,0,-0.0212512223860885,0,0,0,0,0,0
X002304.SZ,0,0.0119455367773587,0,0,0.460118003247744,0,0,0,0,0,0.105436476915501,0.0820579681353551,0,0,0,0.0317421604935207,0,-0.0607595115705011,0,-0.16770719561599,0.140880229779151,0,0,0,0,0,0,0,0,0,0,-0.0179729337745225,0,0,0,0,0,0.00118905652418584,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0103502566405252,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.263096799272563,0,0,0.138272910699049,0,0.0315135661033598,0,0.124272610890563,0,0,0,0,0,0,0,0.120824949368773,0,0,0,0,0,0.119545977807518,0,0,0,0,0,0,0,0,0,0,0,0.0779884000287486,0,0.111503321364479,0,0.0863099693568079,0,-0.00616254171810389,0,-0.0311315903919993,0,0,0,0,-0.160191926350539,0,0
X600690.SH,0,0.117282553358789,0,0.293343622943377,0,0,0,0,0,0,0,0,0,0.169208554425064,0,0.188154236491156,0,0,-0.0679678735059435,0,0,0,0,0,0,0,0,0.034557567192916,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.11195415023298,0,0,0,0,0.0181090269648992,-0.023722734332346,0,0,0,0,0,0
