,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X600487.SH,X300003.SZ,X002008.SZ,X600498.SH,X600809.SH,X000596.SZ,X000661.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X002456.SZ,X600089.SH,X600177.SH,X300146.SZ,X600066.SH,X002180.SZ,X600867.SH,X002506.SZ,X600522.SH,X600372.SH,X002508.SZ,X002241.SZ,X300136.SZ,X600183.SH,X000977.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.198037753200234,0,0.0876189639743147,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.123442073618739,0.00939956525082657,0,0,0,0.0472716797847037,0,0.00787750540595689,0,0,0,0,0,0,0,0.0423136708664792,0,0,0.0391606806916324,0,0,0,0,0,0,0,0,0,0,-0.0468608670644147,0.0461391057726717,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647478389605478,0,0,0,-6.93889390390723e-18,0,0.134230945969498,0.084321771435955,0,0,0.133005350603899,0,0,0,0.157323601490716,-0.091482398248799,0,0,0,0,0,-0.00406337834371136,0,0,0,0,0,0,0,0.019987489380024,0,0.0925496108566508,0,-0.0263622495041634,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.190151356829269,0,0,0,0,0,0,0,0,0,0,-0.050937874425238,0,0.750896067853906,0,0,0,1.73472347597681e-18,0,0,0,0,0.0136643776697612,-0.176422711569426,0,0,0,0,0,0,0,-0.0478250661487366,0,-0.0310547051619665,0,0,0,0,0,0.00716188465172253,0,0,0,0,0,-0.0102492118658206,0,0,0,0,0,0.0264289233066884,0
X000651.SZ,0,0.0867636643335272,0,0,0,0,0,0.125781084801206,0,0,0,0,0,0,0,0,0,0,0.0204886103888322,0.0782448183388961,0.0472084584390492,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.039211905349263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00381699005522622,0,0,0,0,0,0,0
X000858.SZ,0.172664102025114,0,0,0,0,0,0.205030810467758,0,0,0,0,0,0,0,0.175513751048518,0,0,0,0,0,0,0,0.104311653717762,0,0,0,0.150303501233306,0,0,0.00935931299260274,0,0,0,0,0,0,0,0,0,0,-0.0682696665440228,0,0,0,0,0,0.0432767857623712,0,0,0,0,-0.00621220928560119,0.00900820209632902,0,0,0,0,0,0
X600276.SH,0,0,0.034873617407572,0,0,0,0,0.0983839624617188,0,0,0,0,-0.208016263791779,0,0,0,0,0.0679518867803317,-0.0852462078144539,0,0,0,0,0.40725696573802,0.195762561654546,0,0,0,0,0,0,0,0,0.0624696014268212,0,0,0,0.040494861267983,0,0,0,0,0,0,0.29780982487612,0,0,0,0,0,0,0,0.081781560543534,0,0,0,-0.057256479877234,0,0
X002304.SZ,0.110614083841925,-3.46944695195361e-18,0,0,0.0779964815871249,0.0643534627546253,0,0.0565910171347818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156629348853577,0,0,0,0.497282483066905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0986542702492352,0,0,0,0,0,0,0,0,-0.00112869635463491,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186757303245119,0,0,0,0.00453472825069098,0,0,0.0739130364811918,0.0731100614479943,0,0,0.227776977139909,0,0.0434464991882511,0,0,0,0,0,0,0,0,0,0,0,0.224774428964906,0,0,0,0.0330404513660211,0,0,0.00454168940323588,-0.0320666211837004,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0552273236395253,0,0,0,0,0,0.0348887614159199,0,0,0,0.0882726823014328,0.0571045608982939,0.0144297766907552,0.0780106625565992,0,0,0,0,0,0,0.0292805950892493,0,0,0,0.0215282308287887,0.040800882315385,0,0,0,0,0,0,0,0,0.0277440868481231,0,0,0.0429032424800687,0,0,0,0,0,0.0243263060343287,0,0,0,0.0112843938654947,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530317290819829,0,0,0,0,0,0.0972025087065344,0,0,0.265773052300438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226719955682293,0,0.0423635152435297,0,0.0106261323852472,0,0,0,0,0.019036035307091,-0.0283126641742295,0,0,0,0.117045105981043,0,0
