,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600690.SH,X600703.SH,X000625.SZ,X600031.SH,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X600809.SH,X600089.SH,X600177.SH,X300003.SZ,X002508.SZ,X000157.SZ,X002008.SZ,X002085.SZ,X600487.SH,X300136.SZ,X600271.SH,X600522.SH,X002294.SZ,X600118.SH,X000050.SZ,X600867.SH,X000981.SZ,X600699.SH,X600372.SH,X300115.SZ,X002074.SZ,X000559.SZ,X600566.SH,X000596.SZ,X002007.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.105558380756397,0,0.0917413830847488,0.104455120603823,0,0.21347555478149,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.143185689336863,0,0,0.0602483309766794,0,0,-0.0205339899885819,0.00472913778261072,-0.0397147081956568,0,0,0,0,0,0,0,0,0,0,0,-0.101806361353942,0,0,0,0,-0.00646855818653128,0,-0.00445378063677169,-0.00758798581176323,0,0,0,0,0,0
X600104.SH,0,0,0,0.182766368174435,0,0,0,0,0,0,0.0164074830640728,0,0,0,0,0.299673854757598,0,0,0,0,0.193982643041169,0,0,0,0,0,0,0.253557451919824,0,0,0,0,0,-0.00907176659609874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901052937817474,0,-0.340638441137961,0,0.000555051858678429,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.042161232124323,0,0,0,0,0.0898783436368233,0.136949245265493,0,0,0,0.133992719094128,0.191846555826109,0,0,0,0,0,0,0,0,0,0,0,0,0.115824783524476,0,0.0186909805121442,0,0,0,0,0,0,0,0,0,0,-0.0481009639945056,0,0,0,0,0,0,0,0,0,0.00749590589393322,0,0,0,0,0,0,0
X000651.SZ,0,0.0939139716456448,0,0,0.21731588920286,0,0,0,0.127335760579259,0,0.289989128669699,0,0,0.0782154695166231,0.00983829759302491,0,0,0,0,0,0,0,0,0,-0.0683403349846797,-0.0674899769166326,0,0,-3.46944695195361e-18,0,0,-8.67361737988404e-19,0,-0.0462071337723419,0,0,0,0,-0.0108644547055973,0,0,0,0,0,0,0,0.0242034144193941,0,0,0,0.0489278528085971,-0.0105468963782434,0,0,0,0,0,0,0
X000858.SZ,0.149697541039509,0,0.172025565392906,0.135324443821125,0,0,0.0838334739143012,0,0,0.204515873059226,0.0213185011098236,0,0,0,0,0,0,0,0,0,0.0345875069880094,0,0,0,0.0489133746452842,0,0,0,0,0,-0.00569632064224515,0,0,-0.0510980090606923,0,0,0.0067340729304432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079296369708446,2.16840434497101e-19,0,0,0,0,0,0
X600276.SH,0,0.0297242774193058,0.076402985233295,0,0.410896358680789,0,0.0240048497949413,0,0,0,0,0,0,0,0.0193074225951612,0,0,0,0,0,0,0,-0.221063177859484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157547767492276,0,-0.0687490261167144,0,0,0,0.0643060840530571,0,0,0,0,0,-0.175393706711426,0.0269456514413947,0.00572763773262726,0,0,0,0,0,0
X002304.SZ,0,0.0262453494476849,0,0,0.250505725182516,0,0,0,0,0.22772144370367,0,0.126088040675976,0,0,0,0.0385021392515687,0,0,0,-0.180261034398594,0.0488927440220055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199524085234272,0,0,0,0,0,0,0,0,0.0819397970791489,0,-0.0661028529043926,-0.0489640277405277,-0.00681659314079195,0,0,0,0,0,0,0
X000725.SZ,0,0,0.102372776554161,0,0,0,0,0,0.0107701509318254,0,0,0,0,0,0,0,0,0,0.233251556821605,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.249112291850994,0,0,0,0,0.145599293486795,0,0.212888215023963,0,0,0.0121036178009238,0,-0.192738340847233,0,0.0828400584627387,0,0,0,0,0,0,-0.0222328927276339,0,0,0,0,0,0
X000063.SZ,0,0,0.0752181441824589,0,0,0,0,0,0,0,0,0,0,0,0.241622773171192,0.190848902444082,0,0.301447791398327,0,0,0,0,0,0,0,0,0,0.0246036465964102,0,0,0,0,0.19225796259025,0,0,0,0,0,0,0,0,0,0.0330442171919735,0,0,0,0,0,0,0,0,-0.0222031538792189,0.0153519472572915,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.495924948550323,0,0,0,0,0,0,0,0,0,0,0,0.0611141137050233,0.0542242152371241,0,0.00089587939084481,0,0,0,0,0,0,0,0,0.0606403238388361,0,0,0,0,0.0498260694862102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717470152032862,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.130559340370882,0.211913508227377,0.165168715099969,0,0,0,0,0,0,0,0,0,0,0.0716364949987873,0.040099242543207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642651295653678,0.0298391764115523,0,0.0761742288779845,0,0,0,0,0,0,0,0,0,0,0,0,0.112795744199789,0,0,0,0,0.0180319552555556,0.00511097697915988,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.151106493084708,0,0.237816942952994,0,1.73472347597681e-18,0,0,0.380279786905644,0,0.104320856494913,0,0.262595900950785,0,-0.0648164359786077,0,0,0,0.28370148034065,0,0,0,-0.172201883828272,0,0,0.0301967738810827,0,0,0,0,0,0,0,0,-0.051452311338848,0,0,0,0,0,0,0,0,-0.0268006282383738,0,0,0.0147739006784713,0.0313107683120298,0,0,0,0,0,0
X000625.SZ,0,0,0,0.104294223732993,0.038164950578332,0,0,0,0,0,0,0,0,0,0.0679906845361968,0,0,0,0,0,0,0,0,-0.0738656504460157,0,0.0682137375079723,0,0,0,0,0,0,0,-0.00590881811387693,0,0,0.0328869969775045,0,0.16431789019838,0,0,0,0.00678006144643038,0,0,0,0,0,0,0,0,-3.48863586565286e-05,0.00203289434397342,0,0,0,0,0,0
X600031.SH,0,0,-0.130438385624911,0,0.199608884799677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124304211298076,0.0256114515334167,0,0,0,0,-0.0677866523214651,0,0,0,0,0,0,0,0,0,0.152295006376022,0,0,0,0,0.288842408189918,0,0,0,0,0,0,0.12262574779163,0,0,0,0.0991881601439788,-0.0215447691835209,0.0219058776352845,0,0,0,-0.0665787054834593,0,0
X002236.SZ,0,0,0.0433086170743905,0,-0.140595747425487,0,0,-0.00216487302833267,0,0,0.237004715721403,0,0,0,0,0,0,0,0,0.0133242865229252,0,0,0,-0.13374498686946,0,0,0,0,0.13915015986542,0,0.135583014761832,0,0,0,0,0,0,0.0377672004252872,1.73472347597681e-18,0,0,0,0,0.404870201872121,0,0,0.0864977809531393,0,0,0,0,0.00718057863123866,-0.00727105469264278,0,0,0,0,0,0
X600741.SH,0,0.446756455399547,0.0834615923626146,0,0,0,0,0,0,0,0,0.0704377923842043,0,-0.0247260443889794,0,0,0,0,0,0,0,-0.216334684612383,0,0,0,0,0,0,0,0,0,0,0,0.1888788550745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611710505687988,0.0460683123327373,0,0,0,0,0,0
X002475.SZ,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0358737607351447,0,0,0.205447933266331,0.0285022612114011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236350202217025,0,0,0.108527714929736,0,0,0,0,0,0,0,0,0,0,0.136611037980283,0,0,0,0,0,0,0.0108322077395315,-0.0850906708461292,0,0,0,0,0,0
