,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600066.SH,X600741.SH,X002241.SZ,X002236.SZ,X600031.SH,X000568.SZ,X600271.SH,X000100.SZ,X002475.SZ,X600118.SH,X600177.SH,X002456.SZ,X002292.SZ,X000338.SZ,X002180.SZ,X000157.SZ,X000559.SZ,X002007.SZ,X600372.SH,X300003.SZ,X601877.SH,X600867.SH,X002506.SZ,X002085.SZ,X002074.SZ,X300124.SZ,X600522.SH,X600498.SH,X002294.SZ,X002426.SZ,X600089.SH,X002508.SZ,X000050.SZ,X600487.SH,X600418.SH,X000869.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0607070683175668,0,0,0,0.27392213360058,0,0,0.0350301934353721,0,0,0,0.00909546357597591,0,0,0,0,0,0,0,0,0.210409766070487,0,0,-1.73472347597681e-18,0,0,0,0.0907584268128572,0,0,0.0145501292490465,0,0,0,0.180368152288068,0,0,0,0,-0.0930829026641889,0,0,0,0,0,0,0,0,0.0912327258681448,0,0,0,0,0,0,0
X600104.SH,0.00688025086947812,0,0.0799082534335711,0,0,0,0,0,0.337027927445087,0.00726266346475675,0,0,0,0.224740847462845,0.0431731651365228,0,0,0,0,0,0,0,0.107432900229141,-0.136985442087741,0,0,0.0369311645469974,0,0,0,0,0,0.00517325032365815,0,0,0,0,0,0,0.0210356148211549,0,0,0,0,0,0,0,0,0,0,0,-0.0941648879650104,0,0,0,0,0,0
X002415.SZ,0.0209936271193728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0495474651193837,0,0,0,0,0,0.0588553476408252,0,0,0.136596676307688,-0.134345919709697,0,0.0162194699147481,0,0,0,0,0,4.33680868994202e-19,0.0915035670250733,0.340776646829089,0,0,0,0,-0.00818611099792567,0,0.0794388979029957,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.0352395211580076,0,-0.0338726014407622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819857260992984,0,0,0,0,0,5.42101086242752e-20,0,0,0.0831441239114775,0,0,0,0.0398818197562048,-0.0958780673130778,0.0314209116247358,0,0,0,0,0,0,0.0370829106505588,-0.0148486054424324,0,0,0,-0.107005141596198,0,0,0,0,0,0,0
X000858.SZ,0.0458250921258276,0,-1.73472347597681e-18,0,0,0.0180782125959519,0,0,0,0.130546549924315,0,0,0,0.096617800168681,0,0,0,0.531059030611143,0,0,0,0,0,0,0,0,0.041477278153235,0,0,0.0548162723609857,-0.0131885160002395,0,0,0,0,0,0,0,0,0,0,0,0,0.0385079678959979,0,0,0.112195273761864,0,0,0,0,0.00834774329814706,0,0,0,0,0,0
X600276.SH,0.139522862107246,0,0.116418998058811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588124332327651,0,0,0,-0.057482177574101,0,0.171235815710444,0,0,0,0,0,0,0,0,0,0,0,-0.105097043030814,0,0.0340834647237327,0,-0.0568191049502669,0,-0.0566664081991901,-0.0215787425505523,0,0,0,0,0,0
X002304.SZ,0.0987507426602638,0,0,0,0.132425529478431,0,0,0,0,0,0,0,0,0,0,0,0,0.255871850823732,0,0,0,0,0,0.0659151857354082,0,0,0.0343525025639689,0,0,0,0.167404848932452,0,0,0,0,0,-0.00304034945689731,0,0.0129854529646523,-0.0488595643990084,0,0,0,0,0,0,0,0.113141387341464,0,0,0.0189724707487507,0.00753026618093377,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.176412142212782,0,0,0,0,0.112088177208451,0.0425387931725204,0,0,0,0,0,0,0,0.039062569182265,0,0,0,-0.017266445316406,0.0927487051617905,0,0,0,0,0,0,0,0,0,0,0,0.0160993870791527,0,0,0,0,0,0,0,-0.0882300335679715,0,0,0,0,0,0,0
X000625.SZ,0,0.106959461453218,0,0,0,0,0,0,0,0.023467948880928,0,0,0.0260885766045984,0.128834256920339,-0.0203398698085265,0.0817028333093383,0,0.0278721029448722,0,0,0,0,0,-0.0453712386850953,0,0,0,0,0,0,0.105567541696151,0,0,0,0,0,0,0,0.0404279322523189,0,0,0.0661476678796514,0,0,0,0.0240874092743186,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.137290198903177,0,0,0,0,0,0,0,0,0,0.00430001482168343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173541164977952,0,0,0,0,0,0,0,0,0,0.0564414865441977,0,0,0,0,0,0,0,0,0,0,0,0.0541623942617461,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107618612648679,0,0,0,0,0,0,0,0,0.117442124325505,0,0,0,0,0.025899658659527,0,0,0,0,0,0,0,0,0,0.0694646129070368,0.144199782535986,0,0.0804096110933073,0,0,0.0422294833411774,0,0,0.105614127346188,0,0,0.00472321570718834,0.0475303523961211,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287511611893331,0.10818870835505,0,0,0,0,0,0,0,0,0,0.172080483732303,0,0,0.0847358960817658,0,0,0,0,0,0,-0.170739462327853,-0.0766795603034739,0,0,-0.0512941942228834,0,0,0,-0.0279630409089963,0.0138906380602888,0,0.109058910701628,-0.0825790418733864,-0.00727745169016816,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.177170387602039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134947398815016,0,0,0,0,0.144965845630204,0,0,0,0,0,0,0,0.0488182401252786,0,0,0,0,0,0
X600741.SH,0.0357093599271734,0.353692620348425,0,0,0.112628847243747,0,0,0,0,0,0,0,0.0814574475447971,0,0,-0.0398086662639232,0,0,0,0,0,0,0.242715116608636,0.0665130559415611,0,0,0.0617493421542596,0,0,0,0,0.0668871047941611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148103964069479,0,0,0,-0.00960266430741672,0.0196748547418248,0,0,0,0,0,0
X002241.SZ,0,0,0.0652319273170978,0,0,0,0,0,0,0,0,0.225348784972244,0,0,0,0,0,0,0,0,0,0,0,0,0.00168827086348652,0,0,0,0.314586649628382,0,0,0,-0.0410155845587931,0,0,0,0,0.212964759679207,0,0.188674076599256,0,0,0,0,0.252975260772886,0,-0.322855521927079,0,0,0,-4.33680868994202e-19,0.0234442555056944,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.0479977432651631,0,0,0,0,0.00576028445508141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743457451923775,0.0648668328002102,0,0,0,0.143073428629879,0.062440633182303,0,0,0,0,0,0,0,0,0.0897853729581696,0,0,0,0,0,0.09008867241235,0,0,0,0,0,-0.00550419589853911,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0845286771452343,0,0,0,0,0,0,0,0,0,0.0676147959083571,0,-0.00483693813904998,0,0,0.0642192229853336,0,0,0,0,0,0.0936082307297533,0,0,0,0,0,0,0,0,-0.0231803505988413,0,0,0.068513886704765,0,0,0,0,0,-0.0267338271971001,-0.045565467539145,0,0,0,0,0,0
X000568.SZ,0,0,0.070588086229986,0.132643736678022,0.428759313848588,0,0.0297342998973071,0,0,0,0,0,0,0.0488012146625531,0,0,0,0,0,0,0.0184272407874033,0,0,0.00270275860141001,0,0,0.0438202220907794,0,0,0.0159304010478709,0,0,-0.0374996082761839,0.172001321350897,0,0,0,0,0,0.0422292457347526,0,0,0,0,-0.0991382509675612,0,-0.0174695647568053,0,0,0,0.0436726827099019,0,0.0531062305266541,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174524621627161,0,0,0.0537407202370791,0,0,0,0.0764669880206389,-0.121528830696813,0.162053100770926,0,0,0,0.0747771212921003,0,0,-0.0882670087915168,0,0,0,0,0,-0.0748354549595612,0,0.0313984739961387,0,0,0.232473234175213,0,-0.0321223006461565,0.0188513871724237,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.100909266544994,0,0,0,0,0,0,0,0,0.00986438486089876,0,-0.041815030009767,0,0,0,0,-0.00268495468895812,0,0,0,0,0,0.0452629376399004,0,0.0231695381930107,0,0,0,0.042395443782429,0,0,-0.018230463677828,0,0,-0.0551605177981213,0,0,0,0,0,0.09111100448397,0,0.0358420152876428,0.0158045904130516,0,0,-0.0111742283326804,0.108509737163751,0.0172413435804903,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.591103082994878,0,0,0,0,0,0,0,0,0.135714850853548,0,0,0,0,-0.31933708156985,0,0,0,0.176253161357077,0,0,0,0,0,0.00132825091177562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144620030655783,-0.0201858045388005,0,0,0,0,0.0189093548733903,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606452125760168,0,0,0,0,0,0,0,0,0,0,0,0.362583108014372,0,0.0231171689444116,0,0,0,0,0,0,0,0,0,0,0,0.0654067815420223,0,0.000487061519169768,0,0.0951097769980901,0,0.0108699038181296,0.00863421034628358,0,0,0,0,0,0
