,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X600177.SH,X002456.SZ,X002475.SZ,X002292.SZ,X002007.SZ,X600372.SH,X000338.SZ,X000559.SZ,X300003.SZ,X002180.SZ,X000157.SZ,X002506.SZ,X600522.SH,X600867.SH,X002074.SZ,X300124.SZ,X002294.SZ,X002085.SZ,X600089.SH,X002426.SZ,X000981.SZ,X601877.SH,X002508.SZ,X600498.SH,X000869.SZ,X002465.SZ,X000050.SZ,X002249.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.424913672958283,0,0,0,0,0,0,0.229242701360658,0,0,0,0,0,0.00906020593698301,0,0,0,0,0,0,0,0,0,0.0400488396985023,0,0,0,0,0,0,0,0,0,0.10578154079849,0,0,0.189086709588089,0,-0.0792323354024326,0,0,-0.13557156396837,0,0,0,0,-0.00927187588219068,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.0312627832367977,0,0.256033811930041,0,0,0,0,0.0886057800601325,0.199333069170153,0,0,0,0,0,0,0,0,0,0,0,0,-0.128240498929542,0,0,0,0,0,0,0,0.0406180880191962,0,0,0,0,0,0,0,-0.0294369842414986,0,0,0.105956978378422,0,0,0,0,0,0,0,0,0,0.062100758214319,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0629294487482294,0,0,0,0,0,0,0,0,0,0,0.0253138272571538,0,0,0.11232913651489,0,0.0775148062186633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00400598541816943,0,0.0719231593969926,0.112693687362473,0.128645982707954,0,0,0,0,0,0.0242512331444484,0,0,0,0,0,0,0
X000858.SZ,0.165319286854777,0,0,0,0.128717722427164,0.13141444498513,0,0,0.1222396532381,0,0.102848649440558,0,0,0,0,0.38262174407629,0,0,0,0,0,0,0,0,0.0377090479690129,0,0,0,0,0.00697205605508938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00706018875400404,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.720663434733898,0,0,0,0,0,0,0,0,0,0.0403697488297988,0,0,0,0,0,0,0,0,0,0,0,0.0589827517785835,0,0,0,0.0445955048468703,0,0.0212152950906523,0.00400653592019504,0,0,0,0,0,0,-0.0239296926265126,0,0.0132557086083469,0,0,0,0,0,0,0,0,0.00309344163199129,0,0,0,0,0,0,0
X600276.SH,0.0666389472117754,0,0,0.093895473033878,0,0,0,0,0.0318780823631647,0.0196175658220575,0.048917105388774,0,0,0,0,0.010166129806799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819457954116378,0,0,0,0,0,-0.0464695268158735,0,0,0,0,0,0,0,0.0177351077009366,0,0,-0.0125976227762104,0,0,0,0,0,0
X000725.SZ,0,0,0.0371617391019306,0,0,0,0,0,0,0,0,0,0.0544887414852328,0,0,0.070598781721859,0,0,0,0,0,0,0,0,0,0,0.108813365505013,0,0,0.0107182840269461,0,0,-0.00426850977796358,0,0,0,0,0,0,0,0,0,0.0257819968578223,0,0,0,0.143342122089464,0,0.0119191603184895,0,-0.0431002027381998,0.0217825184341475,0,0,0,0,0,0
X000625.SZ,0,0.0937743875522553,0,0,0,0,0,0,0,0,0.0906195395483303,0.0745605930585824,0,0,0.0394690558017848,0,0,0.134642544426855,0,0,0,0,-0.0799975821962619,0,0,0,0,0,0,0,0,0,0.0480503079097652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514185361377202,0,-0.0154627421217265,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.139504767373658,0,0,0,0,0,0,0.0153380319242258,0,0,0,0,0,0,0,0,0,0,0,0,0.008088159259824,0.153149240811933,0,0,0.0142969266707115,0.0260055024758551,0,0,0,0.0714367370136558,0,0,0,0,0,0,0,0.0454890799254556,0,0,0,0,0,0.0121775320262285,0,0.00800273865104605,0,0,0.0735404345979338,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0947486346121362,0,0,0,0,0.00820744805842512,0,0,0,0,0.0799922550370834,0,0,0,0,0,0,0,0.142029780665929,0,0,0,0,0,0,0,0.0680624353684922,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0407082421424962,0,0.193463678673647,0,0,0.0410663598747565,0,0.00608700372057443,0,-0.00619945878848078,0,0,0,0,0,0,0
X600741.SH,0,0.239320879655589,0,0.1273300892676,0,0,0,0,0,0,0,0,0,0,-0.0507522583138891,0,0,0,0,0,0.194185147729207,0.0920021332783118,0,0,-0.0800516411884749,0,0,0.0282041868619601,0.00753289750686261,0.0971616190711227,0,0,0,0,0.0570433168294536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195984837367825,0,-0.0293883360591074,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0.0828699983215239,0,0,0,0,0,0,0.0790873361572824,0,0,0,0,0,0,0,-0.023323013749245,0,0,0,0,-0.0550536181798961,0.13703457658472,0,0,0,0.15247755331899,0,0,0,0,0,0,0.0957046537993287,0,0,0,0,0.106227084989811,0,0,0,-0.0238181808723814,0,0,0.118069392098712,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158356521491893,0,0,0.1662972154113,0,0,0,0,0,0,0.0361694286966924,0,0,0,0.129366556837556,0,0.0588839823396681,-0.154979780705417,0,0,0,0,0,0,-0.0407571002905605,-0.115772786854079,0,0,0,0,0,0.13818034830564,0,0,0,-0.0329271242367608,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060665379231315,0,0,0,0,0,0,0,0.20132619559941,0,0.0274086549090631,0,0.0173538860327175,0,0.126359442392712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246577457805565,0.0187668048284373,0.0476462686667886,0,0,0.00986414826794579,0,0,0,0,0,0
X002236.SZ,0,0,0.241046781581643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323997428609641,0.028734744502356,0.167698929139724,0,0.000817594934896991,0,0.0373910965022434,0,-0.0821983217799489,0.063936741355479,0,0,0,0,0.0231817115855068,0,0,0.0525729259606843,0,0,0,0,0,0.175415552590099,0,0.0353529617622008,0,0.0315644893310536,0.0446322322338447,0,0,0,0,0,0
X000568.SZ,0.0131898157623863,0,0.204693159361476,0.430197415020418,0.123617612056043,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0605229341363748,0.0328213576150101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119355764458088,0,0,0,0,0,0,0,0,0.0787961322801965,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0123092198341082,0,0,0,0.078935947929522,0,0,0,0,0,0,0,0,0,0,0,0,0.00610108443536684,0,0,0,0,0,0,0,0.000950228499752526,0,-0.0340832166963951,0,0,0,0,0,0,0,0,0,0,0,-0.0401364469172497,0.0183876805921931,0,0.161028342838634,0,0.0788015156072252,0,-0.0244541194290615,0.0966415816893588,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276873270422091,0,0.37857963101869,0,0,0,0.141773556650387,0,0.0562620322340208,0,0,-0.0044419264695099,0,0,0,0,0,0,-0.0552169261497411,0,0,0,0,0.146811904109235,0.0779891672371295,0,0,-0.0498435897556838,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0852464035313606,0,0,0,0,0,0,0.156949544593062,0,0,0,0,0.00975220486943819,0,0,0,0,0.0545910608206629,0,0.0169778255410179,0,0,0,0,0,0,0,0,0,0.0194946806029503,0,0,0,0,0.0651248518932059,0,0,0,-0.00131816719757054,-0.049813007857683,0,0,0,0,0,0
X600118.SH,0,0,0,0.00987545280243627,0,0,0,0,0,0,0,0,0,0.0150548042053531,0,0,0,0.0553561293483375,0,0,0,0,0,6.93889390390723e-18,0,0.405618495761951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049797391490125,0,0,0.0727165614062642,0,0,0,0.0214678708861868,0,0,0,0,0,0,0
