,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X300003.SZ,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600809.SH,X002456.SZ,X600867.SH,X000625.SZ,X600271.SH,X600066.SH,X600487.SH,X000100.SZ,X000981.SZ,X002294.SZ,X600566.SH,X002241.SZ,X300142.SZ,X000596.SZ,X002508.SZ,X000661.SZ,X002049.SZ,X000157.SZ,X000050.SZ,X002180.SZ,X300136.SZ,X000977.SZ,X002179.SZ,X600522.SH,X002038.SZ,X600089.SH,X600498.SH,X002129.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.534169035846478,0,0.0953458304990652,0,0,0.0169354270506799,0,0,0,0.00340031349745704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111768505601313,0.0196911483880981,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0634055523306318,0,0,0,0,0,3.46944695195361e-18,0.0980653145249175,0,0,-0.132424440400058,0,0,0,0,0.0228020112577281,0,0,0,0.0718697759022047,0,0,0,-0.0411780941908094,0,-0.166309596680658,0,0,0,0,0,0,0,0,0,0,-0.0301768222140948,0,0,-0.0125172455639721,-0.0103858964140153,0,0,0,0,0,0
X002415.SZ,0.220582272023981,0,0,0,0,0,0.0229461429927498,0,0,0,0,0,0,0,0.175817586715769,0,0.0457958280221694,0.0581832989012633,0,0,0,0,0,0,0,-0.0297754368371569,0,0.362036942046274,0,0,0,0.0711394458291,0.0922561253346033,0.00801827013730306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252603605212203,0,-0.0452012992899451,0,0,0,0,0
X000858.SZ,0.276264600534995,0,0,0,0.221076885026736,0,0,0,0,0,0.469347228740105,0,0,-0.0179517314156626,0.0374005667776953,0,0,0.0675081986718382,0,0,0,0,0,-0.0641439455547917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452873889872497,0,0,0,0,0,0,0,0,0,0.00554810993611284,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.242617051498889,0,0,0,0,0,0.548493478940956,0,0.000974061913384106,0,0,0.091245057412148,0,0,0,0,0,-0.0410632900427807,0,0.212270237690612,0,0,0,0.0905154563285385,0,0,0,0,0,-0.203920282159669,0,0,2.16840434497101e-19,0.00912821181006239,0,0,0.0793767781743937,0,0,-0.0784874194291769,0,0.178287062591713,0,0,0,0,0,0,0,0.0511708635470319,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.087408922244728,0,0.0693318420625716,0,0.0733379025256177,0,0,0,0.049665405005958,0.109992642089679,0.381051477559302,-0.0831966110637016,0.127595978705535,0,0,0,0,0,0,-0.0725424267647305,0,0,0,0,0,0,0,0,0,0,0.0954086480196385,0,0,0,0,0,0,0,0,0.138495116142826,0,0,0,0,0,-0.0495949061175155,0.0323239916167735,0,0,0,0,0,0
X002304.SZ,0,0.0192367214325677,0,0,0,0.153477625347013,0,0,0,0.189157727542428,0.294439496600877,0,0.158508882728321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347924832687913,0.305975449238987,0,0,0,0,0,0,0,0,0,0,0,-0.0757893336222576,-0.0121527935265366,0,0,0.0256149050710616,-0.0229455296817827,0,0,0,0,0,0
X000725.SZ,0,0,0.021613496764415,0,0,0,0,0,0.198725697321207,0,0,0,0.0102225849202053,0,0.133680679790201,0,0.050901012080471,0.110249148492987,0,0,0,0,0,0,0,0,0,0,0.512004015349761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479918928629555,0.0554428323314487,-0.0869477960090989,0,0,-0.00605437765088658,0.0762437086920027,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.332243764143176,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119622126262773,0,0,0,0,0,0.311402230907169,0.154979544528999,0,0,0.317146496278424,0,0,0.146111916782389,0,0,0,0,0,0,0,0,-0.0364055071129808,0,0,0,0,0.16591496549823,0,0,0.0330400499091763,0.065068771223361,0,0,0,0,0,0
X600690.SH,0,0,0.0293954285454432,0.277833703427279,0.266581984232177,0,0.124474801576417,0,0,0,0.0409059811246517,0,0.0401298764073518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165619730193059,0,-0.0274494468986295,0,0.0357132675288743,0,0,0,0.00590545181271027,-0.00954966689881409,0,0,0,0,0,0
X000568.SZ,0.372787905855516,0,0,0.250060224294976,0,0,0.0185279115526707,0,0,0,0,0,-0.123114351557898,0,0,0,0,0,0,0,0.194790564325754,0.0524412400080792,0,0,0,-0.0852274095567672,0,0,0,0,0,0,0,0,0.0988106411299657,0,0.0315747094659425,0,0,0,0,0,0,0.0182895248558326,0,0,0,0,0,0,0,0.0199693656269881,0.0237790156347005,0,0,0,0,0,0
X600703.SH,0,0,0.199077463541457,0,0,0,3.46944695195361e-18,0,0,0,-0.129547498828951,0,0,0,0.395069832686142,0,0,0,0.295658299434877,0,0,0,0.0100087650575435,0,0,0,0,0.213538781703953,0,-0.118443250192662,0,0,0,0,0,0,0,0.102331244390658,0,0,-0.295403358789904,0,0.092119267877912,0.0352099678527497,-1.73472347597681e-18,0,0,0,-0.0368850985847229,0,0,-0.0220533899601671,0.0195627601804524,0,0,0,0,0,0
X600741.SH,0,0.410669201596766,0.0200629111493497,0.214053502079129,0.157504251041046,0,0,0,0,0,0,0,0,0,0,0,0.0201869589947094,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.037955571294686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000315166927770639,-0.0355343565320343,0,0,0,0,0,0
