,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000725.SZ,X000063.SZ,X600809.SH,X000661.SZ,X003816.SZ,X600690.SH,X002241.SZ,X600703.SH,X000596.SZ,X000338.SZ,X002007.SZ,X000100.SZ,X300124.SZ,X300142.SZ,X300014.SZ,X002371.SZ,X600741.SH,X002049.SZ,X000800.SZ,X300003.SZ,X002414.SZ,X002129.SZ,X002236.SZ,X000157.SZ,X601877.SH,X000625.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002294.SZ,X002185.SZ,X300146.SZ,X000050.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0728715390754738,0,0,0,0,0,0.284529174058663,0,0,0,0,0,0,0,0,0,0,0.0475626001590866,0,0,0,0,0,0,0,0,0.0438307758227105,0,0,0,0.022625402010873,0,0,0,0,0.00655705805634641,0,0,0,0,0,0,0,0,0.116550517095308,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.146631734533034,0,0,0,0.425085709131835,0,0,0,0.0299923817840398,0,0.0510350209552618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20787932965907,0,0,0.0541985435934974,0,0,0,0.0123868493835279,0.00554401158880156,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0351318445894189,0.162634961661733,0,0,0,0,0.0582104009487205,0,0,0,0,0,0,0,0,0,0,0,0.0379569288956851,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0664473858151859,0,0,0.166555830958592,0,0,0,0,0,-0.0103907292818032,0.00505800942251808,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342863422507638,0,0,0,0.0583549857822005,0.0540378632561258,0,0,0,0,0,0,0,0,0,0.0150164627805417,0,0,0,0,0,0,0,0,0,0,0.0214744988872454,0.0275090376620444,0,0.115675213537599,0.11605022157501,0,0,0,0,0.026022900248394,-0.0142351741400957,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0788159060587942,0,0,0,0,0,0,0,0,0,0,0,0.117267851030721,3.46944695195361e-18,0,0,0,0,-3.46944695195361e-18,0,0,0.0248721949820124,0,0,0.103194695085224,0,0,0,0,0.094935505171116,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512061253345042,0.112309025933822,0,0,0,0.0127700161835163,-0.000560244252214446,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0484534198634558,0,0,0.139408665565081,0,0,0,0,0,0,0,0.0147206684846943,0.0371060338625424,0,0,0.134128656798108,0,0,0,0,0,0,0,0.0395125024533721,0.0452093013028186,0,0,-0.00288796017445462,0,0.00600731921120752,0,0,0,0,0,0,0,0,0,0,0.0630372898206162,0,0,-0.0378125791284825,0,0.0525763613014813,0,-0.0314213249968073,-0.00884007823437639,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0301897754396851,0,0.0267944170859343,0,0.0248166800501129,0,0.126095442748869,0,0,0,-0.0067472355835366,0,0,0,0,0.107590800024979,0,0,0,0,0,0,0,0,0,0.0394181498116676,0,0,0,0,0,0.134640746774925,0,0.0510191429042022,0,0,0,0,-0.0341984944151281,0,0,0,0,0,0,0
X000568.SZ,0,0.44889500665026,0,0,0,0,0,0,0.190898959500151,0,0,0,0.0913569456456385,0,0,0,0.0349642646101391,0,0,0,0,0,0,0.0226950657212066,0,0,0,0,0,0,0,-0.0351919025798578,-0.00100406309505919,0,0,0,0.133516396997554,0,0,0,0,0,0,0,0,0,0,-0.0249048779473059,0,0,0,-0.0169190063671818,0.00418039091536515,0,0,0,0,0,0
X002304.SZ,0,0.301284625272246,0,0,0,0,0,0.402941034131911,0,0,0.0204744680048045,0,0,0,0,0,0,0,0,0,0,0,0,0.061520100444947,0,0,0,0,0,0,0,0.0447672291288318,0,0,0,0,0,0,0,0.0243878822427728,0,0,0,-0.0363961440003067,0,0,0,0,0,0,0,0.0183514758626584,-8.67361737988404e-19,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0885087521031735,0,0,0,0,0,0,0,0,0,0.0437899322420657,0.371980618988276,0,0,0,0,0,0,0,0.0776660838108388,0,0,-0.134547255894495,0,0,0.328939988384033,0,0,0,0.0291544855509059,0,0,-0.0103845841718325,0,0,0,0,0,0,0,0,-0.00875436047994243,0,-0.025132379319123,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.239086999945046,0,0,0,0,0,0,0,0,0,0,0,0,0.490806387247334,0,0,0,0.0629689241820544,0,0,0,-0.0873751011126257,0,0.129667246066804,0,0,0,0,0.0128654884971458,0,0.144420109715862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00463909772995776,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260681326181918,0,0.179688055627427,0,0,0,0.112396642609533,0,-0.0292857131779775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157414950141535,0,0.0277320975431594,0,0,0,0,0,0,0,0,0,0,-0.0142424060532161,2.16840434497101e-19,0,0,0,0,0,0
X600809.SH,0,0.694961426919385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114656305324326,0,0.132285342284642,0,0,0.00678633692684305,0,0,0,0,0,0,0,0.0327646538313951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546111194238999,-0.00291305914341969,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,-0.0174922507135968,0,0.0602308627944833,0,0,0,0.288903363657168,-0.0131668193173153,0,-0.0244452642621322,0,0,0,0,0,0.167254376311562,0,0,0,0,-0.0539334326051454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594997945872255,0,0,0,0,0,0.0049480592821977,-0.0613871104430246,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0290007957088436,0.00238925005319497,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,-1.73472347597681e-18,0.00613095785613378,0,0,0,0,0,0.0386596154419588,0,0,0,0,0,0,0.00617035438445767,0,0,0,0,0.131723129528731,0,0,0.0685387196197864,0,0,0,0,0,0,0,-0.00735497612099093,-0.00131831577091876,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.111619184676681,0,0,0,0,0,0,0,0,0,0.0299402186976475,0,0.15956654844193,0,0,0,0.052738510449157,0,0.065519106565077,0,0.0395399593336463,0,0,0,0,0.0578304680436872,0.0745408380558261,0,0,0,0,0,0.0691367023464726,0,0,0,0,0.0718448761273855,0,0,0,0,0,0,0,0,0.0132827308842263,0,0,0,0,0,0
X002241.SZ,0,0,0,0.492559264539777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158319155201343,0.133981597902806,0,0.127073800909785,0,0.0134061970648232,0,0,0,0,0,0,0,0,0.00194228731155484,0,0,0,0,0,0,0,0,0,0,0,0,0.0103930803277022,0,0,-0.000486820008900622,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0668471796592961,0,0,0,0,0,0,0,0.0614669307049892,0,0.0149367864421572,0,0,0.157839771932658,0,0,0,0,0.0402311796787088,0.000612475149515703,0,0,0,0,0,0,0,0,0.308950355954895,0,0.0369419936433659,0,0,0,0,0,0.0295007583005973,0,0,0,0,0,0,0,0.0131204400209741,0,0,0,0,0,0
X000596.SZ,0,0.587729876728727,0,0,0,0,0,0,0,0,0,0,0.0683817970533886,0,0,0.124640822071864,0,0,0,0,0,0,0.165500565317434,0.0876315606373835,0,0,0,-0.0140490925437747,-0.146692194398313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027532285580562,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.158389148058905,0,0,0,0,0,0,0.0333882263729471,0.00575368656936563,0,0,0,0.00130130540841677,0.0547389793122455,0,0,0,0,0.0572668535179407,0.0325167399574758,0,0,0,0,0,0,0,0,0.0540424604392765,0,0,0.00235876079192812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.108901254395766,0,0,0,0,-0.104420993875864,0,0,0,0,0,0.307327314935113,0,0,0,0,0,0.197290851551434,0,0,0,0,0.204178992192769,0,0,0,0,0,0,0.120625433151123,0,0.085220814051719,0,0.145768042006222,0,0,0,0,0,-0.00744459050186181,-0.0224471835157315,0,0,0,0,0,0
