,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000661.SZ,X002304.SZ,X600031.SH,X000063.SZ,X000725.SZ,X000568.SZ,X003816.SZ,X600690.SH,X600809.SH,X000338.SZ,X600703.SH,X002241.SZ,X300142.SZ,X002007.SZ,X002371.SZ,X000596.SZ,X300014.SZ,X300124.SZ,X002049.SZ,X000100.SZ,X600741.SH,X300003.SZ,X002129.SZ,X600584.SH,X002236.SZ,X601877.SH,X000157.SZ,X000800.SZ,X002414.SZ,X600183.SH,X000066.SZ,X000977.SZ,X000625.SZ,X300136.SZ,X002179.SZ,X002456.SZ,X600118.SH,X002185.SZ,X002008.SZ,X002180.SZ,X002463.SZ,X300146.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.147649859224201,0,0,0,0,0,0,0,0,0,0,0.122659494172148,0,0,0,0,0,0,0.0684766231895342,0,0,0.147383074215087,0,0,0.0306880017536643,0,0,0,-4.33680868994202e-19,0.0324800811452926,0,0,0,0,0,0,0,0,0,0,0,0.0271612182423919,0,0,0,0,0,0,0,0,0.0084161233113329,-0.00447596250650265,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0918155013462555,0,0,0,0.236106095825703,0,0,0.420368963539464,0,0.050419581612721,0.0481597170343375,0,0,0.024572019436384,0,0,0,0,0,0,0,0.0239150153328353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402409998023174,0,0,-0.00510350698649608,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.234336848716043,0.187073002632293,0,0,0,0,0,0,-1.38777878078145e-17,0,0.00786076362066554,0.0678723914566988,0.0199001712551669,4.33680868994202e-19,0.00202664631396148,0,0,0,0,0,0,0,0.0255220082997793,0,0,0,0,0,0.064615967288195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00494036933572241,0.00491960865323815,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308656858625609,0,0.0746548037130713,0.000999307185435257,0.031269832412281,0,0,0.0177797752260187,0,0,0,0.0363641757075536,0.0613011345472288,0,0,0,0,0,0,0,0,0,0.0515698735438755,0,0.080072470416515,0,0.0406441269587238,0.0174061125056123,0,0,0,0,0,-0.000392749536274116,-0.0240098609400278,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0740491082142698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877312301312721,0,0,0,-0.0204833140289887,0,0.250790014215585,0,0,0,0,0,0,0.0621534125610197,0,0,0,0,0.0310463534034406,0,0.0658288637628369,0.0983722079742331,0,0,0,0,-0.00816352111558527,-0.0144257850047592,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0482008259044261,0,0,0.0374198712109374,0,0.145182279038987,0,0.140466525164159,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0695963869507659,0,0,0,0,0,0,0,0.057383234960676,0,0,0.0463057502698307,0,0,0,0,0,0.0148520337573046,-0.0116583323150085,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.0390307406119819,0,0,0,0,0,0,0.00215652238896162,0,0,0,0,0,0,0.0994010048040529,0,-0.135934161859203,0,0,0,0,0,0,0,0.0665095443499245,0.0771344302348271,0,0.0404980543288565,0,0,0.131721733940599,0,0.0588129435167278,0,0,0.0175153745583344,0,8.67361737988404e-19,0,0,0,0,0,-0.0530236962242969,-0.0131733006801838,0.00339446146319818,0,0,0,0,0,0
X000661.SZ,0,0,0,0.245323977486878,0,0,0,0,-0.107966866317141,0,0,0,0,0,0.0163028770073998,0.0205912712492065,-0.0395538990513271,0,0,0,0.280928210610363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297750223406142,0,0,0,0,0,0,0,0,0,0.0231399310591168,0,0,0.0101616553484566,-0.0286151398895734,0,0,0,0,0,0
X002304.SZ,0,0.139222829942244,0,0,0,0,0,0,0,0,0,0,0.513503306930212,0,0,0,0,0,0,0,0,0,0.148748259545328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172471026235651,0,0,0,0,-0.0150303587851375,-0.0012039259190037,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0752212440809695,0,-0.0822126012146621,0.019788667024193,0,0,0,0,0,0,0,0.152910559794174,0,0,0.0317411793633067,0,0,0.101487078463158,0,0,0.170783505224541,0,0,0,-8.67361737988404e-19,-0.0804508589282623,0,0,0.079739310228452,0,0,0,0,0,0,0.0542126193388473,0,0,0,0,0,-0.0136227905270798,0,0,0,0,-0.00969340550288456,-0.0273507678118401,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.032610442263376,0,0,0.19211569189842,0,0,0.0443513406205852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151046242017095,0,0,0,-0.0564376266005822,0,0.12596718405797,0,0,0,0,0,0,0,0.162159437320728,0.150116341187729,0,0,0,-0.0113124272495287,0.00635338679868932,-0.0145184789995956,0,0,0,0,0,0
