,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002463.SZ,X002241.SZ,X600372.SH,X000921.SZ,X002028.SZ,X002236.SZ,X600066.SH,X000977.SZ,X600522.SH,X600741.SH,X002049.SZ,X600183.SH,X600584.SH,X601877.SH,X002129.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600487.SH,X600177.SH,X002074.SZ,X600060.SH,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.255025322175713,0,0,0,0,0,0,0,0.0334182137005846,0,0,0,0.0506326581292788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00715364178712651,0,0,0,0,0.0144374864532429,0,0.0423949060903953,0,0,0,-0.00190928057392701,0,0,0,0,0,0,0,0,-0.00536539734316171,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.454043318378033,0,0,0,0,0,0,0,0.181205872445982,0,0,0,0,0,0,0.0390175205322702,0,0,-0.027309511017603,0,0,0,0,0,0,0,0,0,0,0,0.0199019060085261,0.0219168867187424,0,0,0,0.0160069956425822,0,0,0,0,0,0,0,0,0,0,-0.0114810891363361,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0857759715278001,0,0,0,-0.0287054451887827,0,0.225677823835328,0,0,-0.00687141839143431,0,0,0,0,-0.00181837237414827,0,0,0,0,0,0,0,0,0.142554143060826,0,0,-0.0513107481380829,0,0.111191993877297,0,0.00298953731260406,0,0,0,0.1395538737445,0,0,0,0,0,0,0.00394877293352961,0,0.03770039532304,-0.0282561154448798,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.103069718832291,0,0,0,0,0.00950641874265294,0.0737219037283666,0,0,0,0,0,0.231444165548023,-0.15038931854918,-0.0183432564214318,0.0305472281400685,0,0,-0.144278072105601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14855741973899,0,0,0,0,0,0,0,0.0115337573530472,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.162907143631224,0,0,0,0,0,0.0293614741274403,0.0778070378815508,0,0,0,0,0,0,0,0,0,-0.0117014427212289,0,-0.0780878628157411,0,0,0.388134772542104,0,0,-0.0345376339805163,0,0.0388851228832921,0,0,0,0.0274988538956171,0,0,0,0,0,-0.072674200481709,0,0,0,0,0,0,0,0,-0.0420354896934999,0,0,0.125935945661391,0,0
X600276.SH,0,0,0,0,-0.0469237428680818,0,0,0,0,0,0,0.0473535446099104,0,0,0,0,0,0,0,0,0.00904184288461436,0.0912709252908356,0,0.281635186152751,0,0,0,-6.93889390390723e-18,0,0,0.088851161488757,0,0,0,0.165977962842401,0,0,0,0.099576511364385,0,0,0,0,0,0,0,0,0,0,0,0,0.116249055853323,0,-0.0875196680862185,0,0,0,0,0
X000568.SZ,0,0.913979556171009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975768822703871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1702731537066,0,0.141159068730393,0,-0.054999276765538,0,-0.0038812760102199,-0.0151136750636331,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.245877814851981,0,0.0667666541945758,0,0,0,0,0,0.182718538203685,0,0,0,0,-0.140500219808375,0,0,0.122588590506693,0,0.216413333447193,0,0.191808732282922,0,0,0,0,0.034597744402596,0,0,0.0178394251988459,0,0,0,0,0,0,-0.0112038833354442,-0.099695386293775,0,0,0,0,0,0,0,0.0244380109400706,0,0,0,-0.0310267990599203,0.0256139565923642,0,0,-0.0274168761034927,0,0
X002475.SZ,0,0,0.0630028953786568,0,0,0,0,0,0,0,0,0.0254197850209564,0,0,0.0779125323747557,-0.0189528985832451,0,0,0,0,0,0.0672227613237743,0,0,0,0,0.164929502993477,0.251036267508862,0,-0.0558313197475029,0,0.0892018269183571,0,0,0,0,0,0.117622711031278,0,0,0,0,0,0,0,0,0,0,0,0.0235114605737064,0,0.102896826409139,0.0286692547863984,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.290784714204264,0,0,-0.0469986988571948,0,0,0,0,0,0,0,-0.436123554902076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000874747714951121,0,0,0,0,0,0,0,-0.0153311631234332,0,0,0,0.0632591380011937,0,0,0,0,0.0458759884660266,0,0.000710111603817457,0,0,-0.0231382104206677,-0.0714744046958305,0,0,-0.0308283408958943,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245786251168758,0,0.0919932516141957,0,0,0.0304678425142881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280652129732809,0,0,0.0181128576173588,0,0,0,0,0,0,0,0,0.0569685633326459,0,-0.0646064234210133,0.0139240377521507,-0.0131817649832356,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.161223233835229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272083929576793,0,0,0.280112422044681,0,0,0.103781719775313,0,0.034257532817151,0,0.00513550476957007,0,0,0,0,0,0,0.0605788312835879,0,0,0,-0.117631897663274,0,0,0,-0.00733672693230719,0,0,0,0.116633818434344,-0.0893514235250994,0,0,-0.0180729689793727,0,0
X300124.SZ,0,0,0,0.0752647701618193,0,-0.0579514998329829,0.0354923658855198,0.266365818903776,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00535803055093919,0,0,0,0,0,0,0,0,0,0,0.0466317087649393,0.0328788003662582,0,0,0.142643610619969,0.0103639240165274,0.0948654903084373,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.0969093306848001,0.0580725824613607,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0121011465407398,0,0,0,0,0,0,0,0,0,0,0,0.0306086760373384,0,0,0.258775140263351,0,0,0,0,0,0,0.0547797204118012,0,0,0,0,0,0.0453341077638202,0,0,0,0.0129245654768048,0,0,0,0,0,0,0.0604841075760561,0,0,0.138791202726334,0,0,0,0,0.0390568251522169,0,0,0,0.144396887610964,0,0
X002304.SZ,0,0.13437046568656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166400200005086,-0.0400374599721119,0.263411706978436,0,0,0.0669488893978348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386517608118566,0,-0.00580505849633412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180113578983285,-0.25801955749188,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.0992373837005176,0,0,0,0,0,0,0,0,0,0,0,0.0778793093509748,0,0,0,0,0,0,0,0,0,0,0,0,0.00463206238399608,0,0.187828199953212,0,0,0,0,0,0,0,0,0,0.00192464491618279,0,-0.157259781208586,0.249183403091851,0,0,0,0,0,0,0.021569214610723,-0.197301266339048,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142137341774356,0,0,0.0531802247189455,0.0302019808586999,0,0.0408473715466855,0.357476550782372,0,0,0.0314046757251061,-0.116118961906443,0,0.115377713633712,0,0,0,0,0,0,0,0,0,0.121632438962336,0,0,0,0,0,0,0.029276247605205,0,0,0,-0.0759659150415166,0.0166283670493411,0.140755964906311,0,0,0.0279793654010327,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0558156580658405,0,0,0,0,0,0,0.159642098155485,0,0,0,0,0,0,0,-0.419707316041814,0,0,0,0,0.206858443811236,0,0,0,0,-0.217515098813323,0,0,-1.73472347597681e-18,0,0.00761116702410593,0,0.123159539706371,0,0,0,0,0,0,0,0,0.72980012443153,0,-0.144332933919105,0.0824164758421141,-0.0631764736435714,0,0,0,0,0
X000596.SZ,0,0.0202972145133924,-0.0733792411639359,0.0318219156363452,0,0,0.446997437353221,0,0,0,0,0,0,0,0,0,0.0442181746308829,0.000601136694576071,0,0,0,0.0770048518035222,0,0,0,0.0348826093054548,0,0,0.108883783970559,0,0,0,0,-0.00414692780848278,0,0,0,0,0.109309511763738,0,0,0,0,0,-0.143448144949766,0,0,0.0639611577700517,0,0,0,0,0.0259566243781389,0.0527797771308855,0,0,-0.0212105270505429,0,0
