,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600066.SH,X000100.SZ,X600271.SH,X000550.SZ,X000581.SZ,X600118.SH,X002236.SZ,X601877.SH,X000623.SZ,X000800.SZ,X002475.SZ,X300124.SZ,X000568.SZ,X600177.SH,X002294.SZ,X002129.SZ,X000869.SZ,X000559.SZ,X600582.SH,X000400.SZ,X000050.SZ,X600839.SH,X002456.SZ,X002465.SZ,X002007.SZ,X002292.SZ,X600809.SH,X000977.SZ,X600252.SH,X300003.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.178260410325511,0,0,0.15582622873128,0,0,0,0,0,0,0.584893448777308,0,0,0,0,0,-0.0154906651168408,0.0627456239339909,0,0,0,0,0,0,0,0,0,0,0,-0.0804268399003668,0,0,0,0,0,0.0314772782363162,0,0.130021966117848,0,0,0,0,0,0,0,0,-0.0129936801463295,0,-0.117459535822155,0,0,0,0,0
X600519.SH,0,0,0,0.0208731343772218,0,0,0.194207050961248,0.186052599326443,0,0,0.178425381838167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277612292770776,0,0,0,0,0,0.0689088819179966,0,0,0,0,0,0,0,0,-0.0409339703951057,0,0,0,0,0,0,-0.115370496031332,0,0,0,0,-0.00818734339234032,-0.119879797239956,0,0,0,0,0
X000651.SZ,0.138166654173471,0,0,0.161364598128837,0.0452270473394522,0,0,0,-0.0677132026610033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336385044691188,0,0,0,0.0719110946035453,0,0,0,0,0,0,0.0242108355015661,0,0,0.0723075539198924,0,0,1.73472347597681e-18,0,0,0.016789785539686,0,0,0,0,-0.0809118800281863,-0.0177911262898129,0,0,0,0,0,0
X000725.SZ,0,0.0854004949113707,0,0,0,0.0313353528286479,0,0,0.0887070194543752,0,0,0,0,0,0,0,0,0,0,0,0.290935218072551,0.0250214681003631,0,0,0.0535881444272791,0,0,0.180201024472031,0,0,0,0.194985463550568,0,0,0,0,0,0,0,0,0,0,0,0.165990391260537,0,0,0,0,0,0,0,-0.0644013569653309,0,0,0,0,0,0,0
X002415.SZ,0,0,0.167184481062028,0,0,0.0985273396447037,0,0,0,0,0,0,0,-0.0118283190802595,-0.0370589533840821,0,0,0,0,0,0,0,0.0148605362725245,0,0,0.165262387744405,0,-0.0261119435824598,0,0,0,0,0,0,0,0,0,0,0.266383548239874,0.0950789336711695,0,0,0,0,0,0,0,0,0,0,0,-0.0308165151057657,0.00266706878662164,0,0,0,0,0,0
X000625.SZ,0.360065113795343,0,0,0.0328679259005211,0,0,0.0255653447666227,0,0,0.212920579620018,0,0,0,0,0.000212777171964836,0,0,0.146080988789885,0,0,0,0,0.0131354551494692,0,0.011045100251617,0,0,0.0684607787434763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731787579383352,0,0,0,0,0,0,0,-0.0190975166534422,-0.0230931860550871,0,0,0,0,0,0
X002304.SZ,0,0.0277414220025663,0,0,0,0,0,0,0.0725603653350874,-0.0216295210482425,0,0,0,0,0,0,0,0,-0.0278004904786233,0,0,0,0,0,0,0,0,-0.00364149297951845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23797465325153,0,0,0,0.44074643266962,0,0,0.0130567195490045,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6038975738182e-05,0,0.106356116429685,0,0.0651870732543168,0,0,0.0860003248214332,-0.0860150913114315,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.107640711938473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00784514649695777,0,0,0,0,0,-0.0284473740697202,-0.00712359758485287,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0532957010579641,0,0,0,0,0,0,1.0538801090053,0,0,0,0,0.046573873157723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00193897903793749,5.55287632254126e-05,0,0,0,0,0,0
X000063.SZ,0.0389018866204687,0,0,0,0,0,0,0,0.0553482522556146,0,0,0,0,0.0831073607554702,0,0.025469073538269,0,0,0,0,0,0,0,0,0.0313563978938992,0,0,0,0,0,0,0,0.053581113275966,0,0,0,0.0538534959308224,0,0,0,0.0269099505834993,0,0,0,0,0,0,0,0.0226185638642811,0,0,0,-0.00420082084199826,0,0,0,0,0,0
X600690.SH,0.0242588561506392,0.0966322446843454,0,0,0,0,0,0.0611927956979881,0,0,0,0,0.0693542912866875,0,0,0.223063759651985,0,0,0,0,0,0,0.0771933282491582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101265591610627,0.00184605466857353,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0389372343030354,0,0,0,0,0,0,0,0,0,0,0,0.0292469210976565,0,0,0,0,0,0,0,0,-0.0347643249234718,0,0,0,0,0,0,0,0,0.174276397195251,0,0,0,0,0,0,0.0248099818664321,0.134658260769854,0,0,0,0,0,0,-0.0567109550139076,0.0155672839680704,0,0,0,0,0,0
X000338.SZ,0,0,0.013194571811997,0,0,0,-0.0271622229903631,0,0,0,0,0,0,0.402642235524365,-0.135728122675816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261776819411473,0,0,0.104156267939874,0.0196447741720888,0,0,0,0,0.078498810657619,0.312523835121883,0,-0.0611649406976306,0,0,-8.67361737988404e-19,-0.0103554352474009,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,-0.0508273069802648,0,0,0.346165246670729,0,0,0,0.314003900515477,0,0,0,0,0.0894969567159159,0,0,0,0,0,0,0,0,0,0,0,0,0.0525346651730429,0.00695538486595684,0.0164249223864225,0,0,0,0,0.185555595166081,0,0,0,0,0,0.0270461023861671,0,0.0110758652743011,0,0,0,0,0,-0.0293690384832259,-0.025217081458492,0,0,0,0,0,0
X600372.SH,0,0,0.0806869443932638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123561096443835,0,0,0,0,0.0337760466705008,0,0,0.0432929211273622,0,0,0.226388783530512,0,0,0,0,0,0,0.145155629273666,-0.0546156622303035,0,0,0,0,0.0582545108469157,0,0.0496418748081627,-0.0589240417011679,0,0,0.072445321309539,0,0,0,0,-0.0819878480836254,0.00236216230301216,0,0,0,0,0,0
X600741.SH,0.196743051373198,0,0.041995628097489,0,0,0,0,0,0,0,0.0765097084947327,0,0,0,0,0,0,0.162062811935708,0,0,0,0,0.0466121630966923,0,-0.0377764337525525,0,0,0.19666105276722,0,0,0,0,0,0,0,0,0,0,0,0.0131648366156371,0.0418828937764458,0,0,0,0,0,0.0885501553224089,0,0.0228400338679926,0,0,-0.0611698431308,-0.0255766692687331,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.0854266222555264,0,0,0,0,0,0,-0.0176583458396147,0,0,0,0,0,0,0,0,0,0.100266139105351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502307431003063,0,0,0.183877972334509,0.164824078838801,0,0,0.00948054691260368,-0.0681831728297202,0.0299702247396358,0,0,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200765522400569,0,0.202502489082051,0.244742089396073,0,0,0,0,0,0,0.0165234363267893,0,0.0317832343920082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140304553617461,-0.0344528027351779,0,0,0.111551904651461,0,0,0,0,0,0,-0.0163294908766581,0.0420555461920317,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404643463070729,0,0,0,0,0,0,0.160945973784914,0,0,0,0,0,0,0.0197619693530111,0.0623078403598192,0,0,0.0879611666957484,0,0,0.0810868137312934,0,0,0,0.0503888759783464,0,0,0.0683770986599505,0.0370395999184115,0,0,0,0,0,0,-0.0237646185342287,0.00445134963068536,0,0,0,0,0,0
X600066.SH,0.184425296767353,0,0,0,0,0,0,0,0.104025371979484,0.0221653423390544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145731963203536,0.0559745664852653,0,-0.0801411845526147,0,0,0,0,0,0,0,0,0,0.131787954633499,-0.0492767424835967,0,0.0420936720383972,0,0,-0.0352691018849981,0,0,0,0,0,0,0.00570790205611465,0,-0.0832906986983612,0,0,0,0
X000100.SZ,0,0,0,0.14849298202994,0,0,0,0,0.0557442709818349,0,0.110383694297391,0,0,0,0,0.0611985656445742,0,0.014529953202975,0,0,0,0,0.0581289231088822,0,0,0,0,0.0386589658127412,0,0,0.0567933553933338,0,0,0,0,0,0.0996667739479411,0,0,0,0,0,0,0,0.0148748572525776,0,0,0,0,0,0,0.058656084839481,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103643336273807,0,0,0,0,0,0,0,0.11001876912631,0,0,0,0,0,0.155474011960376,0,0.00911248304255693,0,0,0,0,0,0,0.182435940971396,0,0,0.0447478428073067,0.0944233708284262,0.172914145657682,0,0,0,0.238635803583692,0,0.00385762766390181,0,0,-0.0708507960273929,-0.0227975436570561,0,0,0,0,0,0
