,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X600031.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X002236.SZ,X000100.SZ,X601877.SH,X600271.SH,X300124.SZ,X002508.SZ,X600089.SH,X600118.SH,X002456.SZ,X002085.SZ,X000157.SZ,X600177.SH,X600522.SH,X600372.SH,X002007.SZ,X300003.SZ,X300136.SZ,X000981.SZ,X600487.SH,X002294.SZ,X600867.SH,X002074.SZ,X600699.SH,X000066.SZ,X002008.SZ,X002180.SZ,X000559.SZ,X002426.SZ,X002292.SZ,X600566.SH,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.19433814576235,-0.0519870438115817,-0.0598988875002475,0,0,-0.0494226867752335,0,0,0,0,0,0.0806725169619235,0,0,0,0,0,0,0,0,0,0.107689500170902,0,0.0476536583713458,0,0.0188351644573529,0,0,0,0,0,0,0,0,0,0,0,0.143401482869433,0,-0.00484372429882384,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108577819099414,0,0,0,0,0,0,0,0,0,0,0.067558054399196,0,0,0,0,0,0,0,0,0,0,-0.0168705425676236,0,0.0532685448640803,0,0,0,0,0,0,0,0,0,0,0.075250956969298,0,0.00632337901255392,-0.000527482188327038,-0.0149895934665818,0,0,0,0,0,0
X002415.SZ,0,0,0,0.263184491461631,0,0.0242068265107972,0,0,0,0,0,0,0,0,0,0,0,0.10370483118099,0,0.285786369751827,0,0,0,0,0.0454617194116106,0,0,0,0,0,0,0,-0.0790334553005052,-0.097917142765568,0,0.0385871968277453,-0.0809055821612635,0,0,0.14262328711021,0,0,0,-0.141517720850421,0,0,0,0,0,0,0,-0.0152971970618119,-0.00228236995691079,0,0,0,0,0,0
X000651.SZ,0.0851323848513545,0,0,0,0.00145726818442257,0.0207582885359681,0,0,0,0,0,0.0277000624000943,0.271760791836089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231665880856984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363611374909732,0.00618165946740367,0,0.0164173216841916,-0.00430942290797626,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0366817203977464,0,0,0.0190064890682364,0.193922654594365,0,0,0,0.0065867888387776,0.234717301057751,0,0,0,0,0,0,0.125714316742253,0.0594314781529576,0,0,0,0,0,0,0.0184962938925071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14322943890707,0,0,0,0,0.0116666949266131,0,0.00933231379500351,0,0.00262924306594002,0.00423479760983884,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0968930225988485,0,0,0,0,0.0396731774090328,0,0.0172910646170707,0.182900770006932,0.104920703591577,0,0.03497708339905,-0.260030007164448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21249139433945,0,0,0,0,0.0893986377977989,0,0,0.29587221836128,0,0,0.190217278528887,-0.0485023295430616,0.0307995448743068,0,0,0,0,0,0
X600276.SH,0,0,0,0.0117267913611532,0,0,0,0,0,0,0,0.260911825664273,0,0,0,0,0,0,0,-0.0718685250277588,0,0,0,0,0,0,0,0.0422366064785518,0,-0.0355000618106569,0,0,0,0,0,0,0,0.00777597527110911,0,0,0,0,0,0,0.0557115671549751,0,0,0,0,0.040947324987524,0,0.00399438357658855,0.0121161515041504,-0.221715254065182,0,0,0,0,0
X002304.SZ,0,0,0,0.0101559527162306,0.122739606532271,0,0,0,0,0,0,0,0.340268533682424,0,0,0,0,0,0,0,0.0222356919086688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141648037209981,-0.109864825880565,0,-0.0588753542450223,0,0.116256284613818,0,0,0,0,0,0,0.0888009974511712,0,0.0245431108417745,-0.00692694593088633,0,0,0,0,0,0
X000625.SZ,0,0,0,0,-8.67361737988404e-19,0.0185142034946277,0,0,0,0,0,0,0,0.0611975273041662,0,0,0,0,0.088224803473348,0.194426639436023,0,0,0,0,0,0,0,0,0,0.013506913397989,0,0,0,0,0.0247347435550308,-0.134540204537376,0,0.0975907077021377,0,0,0,0,-0.0820070132734677,0,-0.109626161618531,0,0,0.199102231378039,0,0,0,-0.0150133825735,0.0106564084606032,0,0,0,0,0,0
X600690.SH,0,0,0,0,-1.38777878078145e-17,0,0,0.177639933192176,0,0,0,0,0,0.0453571515946544,0,0,0,0.0538458980786726,0,0,0,0,0,0,0,0,0,0,-0.0599385017545914,0,0,0,0,0,0,0.00739756309422872,0,0.0439391808486325,0,0,0,0,-0.0541281870205186,0,0,0,0,-0.0338596798450747,0,0.111297424464939,0,0,-0.00638791874490863,0,0,0,0,0,0
