,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X002371.SZ,X000568.SZ,X000725.SZ,X600104.SH,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X002241.SZ,X000100.SZ,X600418.SH,X600089.SH,X600584.SH,X600703.SH,X000977.SZ,X600372.SH,X000157.SZ,X002049.SZ,X002028.SZ,X600522.SH,X600066.SH,X002236.SZ,X600839.SH,X600741.SH,X600183.SH,X600460.SH,X601877.SH,X600487.SH,X002129.SZ,X601799.SH,X002456.SZ,X000800.SZ,X000661.SZ,X000921.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.483633853797693,0,0,0,0,0,0.0423408769831201,0,0,0,0,0,-0.0186854713781472,0,0,0,0.115520505391336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363292546834691,-0.13703397015456,-0.0479595916998864,0,0,0,0,0
X000858.SZ,0.363494956477122,0,0,0,0,0,0,0.449472250220303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369026332998667,0,0,-0.0609375288578102,0,0,0,0,0,0.0369535465150421,0,0.0308380216845266,0,0,0,0,0,0,0,0,0,0,0,0.0874488745018443,0,0,0.0700541216983914,0,0,0.0234348400768838,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0553345882630446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341148889829418,0.235854543335896,0.738915712284501,0.00649814301297062,0.00290992048408117,0,0,0,0,0,0,0,0,0,0.0460610362467412,0,0,0,0,-0.0629624972506882,0,0,0,0,0.00904571591169732,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.22723188986879,0,0,0,0,0,0,0,0,0,0,0,0.208808104045393,-0.218607162625409,0,0,0,0,0.00447091411886313,0,0.0184917701562077,0,0,0,0,0,0,0,0,0,0,0,0,0.10762136290333,0,0,-0.00629619917065273,0,-0.170353072286845,0,0,0,0.232567005096311,0,0,0,0.155039821788723,0,0,0,0.0826630125546,-0.14525812445402,0,0,0,0.0023284936351142,0,0
X600690.SH,0,0,0,0,0,0,0.383563627898649,0,0,0,0,0,0,0,0,0,0,0,0.130714340883432,0.0291250586808055,0,0,0,0.0586343136413226,0,0.0544350396857407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635562298344037,0,0,0.173031867499638,0,0,0,5.38579291928579e-05,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0564346618572583,0,0,0,0,0,0,0,0,0,0,0.0494301893931653,0,0,0,0,0,0.0966460517342355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350026300530611,0,0,0.0967605524411239,0,0,0.197822725543759,0.0704506329517713,0.147011253838135,0,0.0383111095968981,0,0,0,0,0,0.0118612335867117,0,0,0,0,0
X000651.SZ,0,0,0,0,0.389443807790176,0,0,0,0,-0.0227152278283749,0,0,0.118056536365005,0,0,0,0,0,0,0,0,0,0,0,0.0824407445257848,0,0,0,0,0,0,0,-0.0444756918700925,0,0,0.0396499654464611,0,0,0,0,-0.0350691628469555,0,0,0.0628838697902959,0,0.0360606303952756,0,0,0,0,0,0,-0.0203698869566745,0,0,0,0,0,0
X600809.SH,0,0.250040287964535,0,0,0,0,0,0,0.145241508645577,0,0.354052396089013,0,0,0,0,0,0,0,0,0.261166672787365,-0.017573138691211,0.078785488207247,0,0,0,0.0980466275889013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438516483451704,0,-0.096607525515669,0,0,-0.0450907720326213,0,0,0,0,0,-0.00695880910283869,-0.0155754837408367,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0306239991201704,-0.0440670546665078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393893514531386,0,0,0,0,0.0181453467204511,0,0,0,0,0,0,0.125932596201682,0.352617228141156,0,-0.511500443263485,0,0,0,0,0,0,0.0383717363169154,0,3.46944695195361e-18,-0.0598050880836569,0,0,0,0,-0.320111792068736,0,0,0,-0.0514392396598891,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,-0.0788983615634802,0,0,0,0,0.280907161193757,0,0,0,0,0,0,0,0.0748877502382947,0.0185607080818393,0,0,0.0176250463569628,0,0.262371321845276,0,0,0,0,0,0,0,0,0,0,0,0,0.127054231816659,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0012878130880275,0,0,0.0427693595098466,0,0,0,0
X000568.SZ,0.22224439982016,0,0,0,0,0,0,0.56944504748007,0,0,0,0,0,0,0,0,0,0,0,0.0962817619196681,0,0,0,0,0,0,0,0,0,0.04066323050541,0,0,0,0,0,0.0230611821108652,0,0,0,0,0,0,-0.0373168484085617,0,0,0,0,0,0,0,0,-0.0705926931490019,0,-0.048547133166703,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888992858559716,0,0,0,0,0,0.041529288660954,0,0.00708882259115676,0,0,0.48868901844759,0,0,0,0.0206938544402392,0,0,0,0,0,0,0,0,0.0782029887410442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581684280432543,0.0134143403688764,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.14265978995573,0,0.188862384520097,0,0,0,0,0,0,0,0,0,0,0.120024876765524,-0.161896724075018,0,0,0,0.0883494311791431,0,0,0,0,0,0,0,0.0734855099842595,0.132921288193933,0,0,0,0,0.0033385852432221,0,0.0161750005182777,0,0,0.0541182932518328,0,0,0,0,0,0,0,0,0,0,0,0,0
