,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X000568.SZ,X600690.SH,X002304.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X600703.SH,X000063.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X300142.SZ,X002049.SZ,X601877.SH,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X000157.SZ,X000799.SZ,X600702.SH,X002414.SZ,X600741.SH,X002074.SZ,X002007.SZ,X002236.SZ,X600183.SH,X600584.SH,X600089.SH,X600779.SH,X601799.SH,X000800.SZ,X300146.SZ,X300003.SZ,X600884.SH,X000066.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.233924655350973,0,0.0752319225951515,0,0,0,0.15047668557582,0,0.00272996702117626,0,0,0,6.93889390390723e-18,0.0398223970672572,0,0,0,0,0,0.0709006587329301,0,0,0,0,0,0,0,0,0,0,0,0,0.0653807976635292,0,0,0,0,0,0,0,0,0,0,0,0.0394089168717542,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.167464604744065,0,0,0.317940359348287,0,0,0,0,0,0,0,0,0,0,0,0,0.110843275750211,0,0,0,0,0,0,0,0.0604616248657845,0,0.0162796257570275,-0.037222330815554,0,0,0,0,0,0,0,0.219473746465954,0,0,0,0,-0.0773013539910204,0,0,0,0,-0.0404411017786236,0,0,0,0,0,0
X002415.SZ,0,0.0658915615574105,0,0,0.0734484937438127,0,0.148373721677338,0.00465845186198355,0,-8.67361737988404e-19,0.119846386308519,0,0,0.120166132191237,0,0,0,0,0,0,0.101037195366158,0,0,0,0.0172044974418021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.0315865533178585,0,0,0,0,-0.0510948039593115,0.185245190705512,0,0.143530625158225,0,0,0,-0.10926500606515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383288802831129,0,0,0,0,0.430480104421968,0.131821770160707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111343807959526,0,0,-0.0516572382995358,0.0737282695239077,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.201892624226474,0,0.0597185620100917,0,0,0,0,0,0.0807060654510608,0,0,0,0,0,0,0,0,0.144085282594113,0.041269014223116,0,0,0,0,0,0,0.189671955134421,0,0,0.145241029708666,0,0,0,0,-0.162884027536344,0,0,0,0,0,0.00943412292109111,0,0.0964208360718081,0,0,0,-0.0175827857362778,-0.0954522484936881,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188283181892367,0,0,0,0.114902356400167,0,-0.0424034166609869,0,0,0,0.0580233024870638,0,0,0.0130028014223591,-0.000123536849745642,0,0,-0.0614412253067737,0,-6.93889390390723e-18,0,0,0.0198749324732417,0,0,0,0,0,0,0.0749351995112393,-0.112268698579568,0,0,0,0,-0.0336500986085089,0,0,-0.0574188403043686,0.146522729788085,0,0,0,-0.0312097724218319,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.129095187064554,0.0541528037510792,0,0,0,0,0,0,0,0,0,0.0427977925842071,0,0.309736101431773,0,0,0.0447058087279438,0.0976456903787834,-0.0490146061128606,-0.0397281297859615,0,0.0613619967885998,0.0499390664441391,0,0,-0.0145908552669533,0,0,0,0,0,0,0,-0.150125994938883,0,0.258415787743795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.296550132312106,0,0.123375191204811,0,0,0,0,0,0.0997255320746327,0,-0.150857064653883,0,0,0,0,0,0,0,-0.0539592844351047,0,0,0,0,0,0,0,0.136247884204587,0,0,0,0,0,0,0,0,0.00577702556807172,0,0,0,0,0,0.0873888180082971,0,0,0,0,0,0,0,0,-0.00999263369847404,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.164061278272622,0,0,0.140886021237952,0,0.125566248438667,0.0584312524400756,0,0,0.0404784612637195,0,0,0,0,0,-0.0260218337166494,-0.0137449414908365,0,0,0.0171085873058649,0,0,0,0.0352818132742681,0,0,0,0.0259171515296681,0,0,0,0,0,0,0,0,0,0,0.0683076718077902,0,0,0,0,0,0,0,0,-0.0589696322581819,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.343483132605808,0,0,0,0.344329726031367,0,0,0,0,0,-0.128079112898088,0,0,0.17113409173407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00620462775926749,0,0,0.081872463765953,0,0,0,0.099988894535692,0,0,0,0,0,0,0,0.122736869561373,0.0473180909764583,0,-0.079693574336803,0.00744947495580094,0,0,0,0,0,0
