,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600741.SH,X002506.SZ,X600066.SH,X600031.SH,X600118.SH,X002236.SZ,X002049.SZ,X002475.SZ,X600372.SH,X000559.SZ,X000157.SZ,X002465.SZ,X300124.SZ,X000568.SZ,X000338.SZ,X600089.SH,X002294.SZ,X600867.SH,X601877.SH,X002007.SZ,X600177.SH,X300003.SZ,X002074.SZ,X002456.SZ,X002180.SZ,X002085.SZ,X600498.SH,X000050.SZ,X600582.SH,X002008.SZ,X002426.SZ,X300146.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0898762633737508,0,0,0,0,0,0,0.0289663015643712,-0.0117226536573817,0.532031769434012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281482431520201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122230953992364,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.197838064698173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235825701400448,0.0397861887982642,0,0,0,0,0.00745749918421053,0,0,0,0,0,0.0207627489156826,0,0,0,0,0,-0.0174995018620543,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301538085589105,0,0,0.246401153103865,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.125371894307313,0,0,0,0,0,0,0,0,0,0,0.34409567013116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115625254135094,0,0,0,0,0,0.0940293961079532,0,0.044934247500779,0,0,0,0.0692555109454236,0,0.148504021937803,0,0,0,-0.00815078305853594,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456001359634274,0,0,0,0.130914731717062,0,0,0,0,0,0,0.0602801281691421,0,0,0,0,0,0,0,0.0733837927619903,0,0,0.039714529063699,0,0,0.0303892248810621,0,0,0,0,0.135091209657357,0.164330430156289,0,0,-0.0298398848166688,0,0,0,0,0,0
X600276.SH,0,0,0.0336454784557057,0,0,0,0,0,0,0,0,0.0683270290857004,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418786515237458,0,0,0,0.0353014713415405,0.0458390136780276,0,0,0.0081647341129218,0,0.0513819814194597,0,0,0,0.0562949627652153,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552328546626716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828254132068908,0,0,0,0.409486484435783,0.0497380786308835,0,0.111180283462102,0,0,0,0.0260382459393623,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0402294471417503,0,0,0,0,0,0
X000858.SZ,0,0,0.00681419787891169,0,0,0,0,0,0.059924411342417,0,0,-3.46944695195361e-18,0,0,0.0647819227561208,0,0.0388139605067379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210103373012845,0,0,0,0,0,0,0.0215814541162714,0.0703667596464006,0,0,0.0843068017322286,0,0,0.190757386753235,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0414489171574498,0,0,0,0,0,0,0.0601928311220804,0,0,0,0,0.0344674780405022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039576028043325,0,0,0,0.0738695747870643,0.013396885283944,0,0.00173833781003943,0,0.227750310955133,0,0,0.107696355465369,0,0,-0.0257974879004754,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165022875222028,0,0,0,0,0,0,0,0,0,0.292180580378458,0,0,0,0,0,0,0,0,0,0,0.103226435621787,0,0.111702713739896,0,0.067113015324255,0.0343987440199119,0,0.0722878509358721,0.0756007655516521,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.0505510638639395,0,0,-0.00748117751673238,0,0.0369331348089335,0,0.271295718926243,0,0,0,0,0,0,0,0,-0.131170115506138,0,0,0,0,0,-0.175100431367126,-0.536577383904995,0,0,0,0,0.163243908135057,0,0,0,0,0,0.0125934947334616,0,0,0,-0.0380375119583881,-0.128032176845574,0,0,0,0,0,0
X600703.SH,0,0,0,0.0286608786297484,0,0,0,0,0,0,0,0,0,0,0.0423941801869377,0,0,0,0,0.0995795116901843,0,0,0,0,0.195000213045713,0,0,0,0,0,0,0,0,0.0131862345259511,0,0.00225197151140717,0,0.062455154393029,0,0,0.136722140550637,0.0352886586157117,0.0946566226904123,0.0424356019713708,0.0308343928733918,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0311801417071383,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0248097680779822,0,0.0545398860133608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199719623852987,0,0,0,0,0,0.0101405925722298,0,0,0,0,0.0157870519618919,0.105382612062892,0,0,0.219238323024051,0,0,-0.0340913582552098,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.193323429807675,0,0,0,0,0,0,0,0.0584051885575427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127276182279445,0,0,0,0.0995186177766566,0.0976421670721902,0,0.281122367520264,0,0,0,0,-0.0258432232696237,0.0458952698208446,0,0,0,0,0,0
