,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002241.SZ,X000625.SZ,X002475.SZ,X600741.SH,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X300124.SZ,X000100.SZ,X601877.SH,X002008.SZ,X600809.SH,X002085.SZ,X300136.SZ,X600487.SH,X300003.SZ,X600089.SH,X002508.SZ,X600271.SH,X600522.SH,X600177.SH,X000157.SZ,X000050.SZ,X600699.SH,X600118.SH,X300115.SZ,X600867.SH,X002294.SZ,X000559.SZ,X000981.SZ,X600372.SH,X002074.SZ,X600498.SH,X600566.SH,X600884.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0727359375439547,0,0.0354776767896066,0.0653597477715332,0,0,0.0467144481141496,0,0,0.229258672208418,0,0,0,0,0,0,0,0,0,0.00564669805622736,0,0,0,0.0109404548238449,0,0,0,0,0,0.0221573078358103,0,0,0,0,0,0,0,0,0,0.05044971445342,0,0,0,0,0,0,-0.0107501561842271,0,0,0.0047137787746886,-0.0150606944973713,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0937120449894802,0,0,0.199650067545144,0.379863231893636,-0.123219319029878,0,0,0,0,0,0,0,0,0.0381983025677945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00639131198420119,0,0.023003407684461,0,0,0.0412678241013785,-0.00246546375849691,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0673974031833391,0,0.078485019851327,0.0134916397000456,0.213601556937534,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.109752397666467,0.0566683267615587,0,0,0.112289018102708,0,0.0876131928634129,0,0,0,0,0.00312559126113447,0,0,0,0,0,0.0195843281878016,0,0,0.0322418696116969,0,0,0,0,0,0.0151171616975543,0.0126189979115896,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.194142305751708,0,0,0,0,0,0.190046023719625,0,0.0603659576460946,0,0,0,0.0663618456249509,0,-0.023308823395558,0.153185750471507,-3.46944695195361e-18,0,0,0,0,0,-0.0481948368856492,0,0,0,0,0.036280993262011,-0.0765246034701371,0,0,0,-0.0762606090455518,0,0,0,0,0,0,0,-0.00590591657153338,0,0,0,0,0,0,-0.00311754343928765,0.0215192644611191,0,0,0,0,0,0
X000858.SZ,0,0,0,0.15166744227936,0,0,0,0,0,0,0,0.492094305709664,0.0297196932286394,0,0,0,0,0,0,0,0,0,0,0,-0.0278038060483707,0.0767810520466617,0,0,0,0.0345467390314072,0,0.00509733684324071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021544889500282,0,0,-0.0110023533421142,0.00505707650961309,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0494142484936636,0,0.114237033587261,0,0,0,0,0,0,0,0,0,-0.118243552184441,0,0,-0.00745933865714301,0,0,0,0,0,0,0,0,0,0,0,0.0344012704081451,0,0,0.0513265234227336,0,0,0,0,0,0,0.132537737876457,0,-0.0361189688656654,0,0,0.016632612415809,-0.0123652822146473,0,0,0,0,0,0
X000725.SZ,0,0,0.16915913182292,0,0,0,0,-0.0604105628580582,0,0.0265738687935492,0,0.124476001489926,0,0,0,0,0,0,0,0,-0.00468206375677092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145793396191596,0,0,0,0,0,0.0422751384668929,0,0.0174165012559094,0,0.243360916274534,0,0.115388086596291,0.158333188378504,0,-0.0199261908238439,0.0300987923076311,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.278307020833368,0,0,0,0,0,0,0,0,0,0,-0.0575359134554138,0.143011103280876,-0.116134424888297,0,0.219484055885597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131798032501052,-0.0674895088914825,0,0,0,0,0,0,0,-0.0394107250810282,0,0,-0.00594851852855483,0.00824813612745363,0,0,0,0,0,0
X000063.SZ,0,0,0.156492788311887,0,0,0,0,0,0,0.206070883717176,0,0,0.247447930174014,0,0,0,0,0,0,0,0,0.106210794802584,0,0,0,0.0559154072635889,0,0,0.209953932004416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179227824323338,0,0,0,0,0,0,-0.027513615083588,0.0240568063643773,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0503074552450231,0,0,0,0,0.0520324130730256,0.0121479968492915,0,0,0.299679109830084,0.0179294060424452,0,0,0,0.374883047086132,0,0,0,0,0.0746053423284756,0,0,-0.337073998587081,0,0,0,0,0,0,0,0,0,0,0,0.025380175574605,0,0,0,0,0,0,-0.160425212092363,0,-0.163010610517564,0.0203032935921236,0,0,0,0,0,0,0
