,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600066.SH,X600741.SH,X002241.SZ,X002292.SZ,X000100.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002506.SZ,X002475.SZ,X000559.SZ,X000568.SZ,X600372.SH,X000157.SZ,X000338.SZ,X002085.SZ,X300003.SZ,X300124.SZ,X002007.SZ,X002074.SZ,X600867.SH,X002180.SZ,X002294.SZ,X600089.SH,X000869.SZ,X002456.SZ,X000050.SZ,X002426.SZ,X002508.SZ,X600498.SH,X002465.SZ,X601877.SH,X000981.SZ,X600699.SH,X002008.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.257273309128723,0.170911065672893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037931132742539,0,0,0,-0.0909050031420224,0,0.0116296378543207,0.104222066899725,0,0,0,0,0,0,-0.0438853033806776,-0.0648719276782685,0,0,0,0,0,0,0,0,0,-0.0444936981398238,0,0.0164997421599735,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0751022501506089,0,0.136569395876167,0,0,0,0.193712828865641,0,0,0,0,0,0.066255623652127,0,-0.0221300334847931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00768908257224072,0,0,0,0.000854265356698453,-0.042554816342083,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.142185279613282,0,0,0,0,0.11247376619125,0.0298045650690411,0,0,0,0,0,0.0235307575120682,0,0,0,0,0,0,0,0.0656995901898294,0,0,0.0195157873559886,0,0,0,0,0,0.153430618586929,0.0172304301333908,-0.119047000548819,0.0599723815583344,0.0861870917630275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.0143163396597337,0,0,0,0,0,0,0,0,0,0,0,-0.00182549952278343,0,0,0,0.0135220127706016,0,0,0,0,-0.0134466236363105,0.00322032360956627,0,0.0132521118594989,0,0,0.00752539996449452,0,0.017075480314424,0,0,0,0,0,0,0,0,0.0158406029920629,0,-0.00398237288854271,0,0,-0.0135153272650107,0,0,0,0,-0.00882193137172191,0,0,0.0261892132244539,-0.0276906031596107,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.134578549876826,0,0,0,0.0108648391700158,0,0,0.0165667023341017,0,0,0,0.0801854397218243,0,0,0,0,0,0,0,0.0193508275029481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085247642630788,0.021194069552084,0.105430340096711,0,0,0,0,0.000659362539077481,0,0,0,0,0,0.00996415447749751,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.489452195325467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114842510487256,0,0,0,0,0,0,0.0608767409225506,0,0,0,0,0,0,0.0168513408798017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249026911160231,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102549393216832,0,0,0,0,0,0,0,-0.0645754816223098,0,0,0,0,0,0,0,0,0,0,0.0943966537158861,0,0,0,0,0,0,0,0.0577696940350635,0,0.114958704374311,0,0,0,0.0448810507563562,-1.73472347597681e-18,0,0,-0.00451289870961447,-0.0559488575208983,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685213340554376,0,0,0,0,0,0,0.125343158092291,0,0.164353289246115,0,0.033971104624909,0,0.0264651547619102,0,0,0,0,0,0,0,0,0,0,0.127455998767465,0.0669904909632844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.189961891278999,0,0,0,0.0758648766763875,0.0172332047145616,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0301670698485072,0,0.246076500778813,0.08999866611032,0,0,-0.0397746565898747,0,0,0,0,0,0,-0.0223204650822714,0,0,0,0,0,0,0.0986135075606438,0.0994683205967069,0,0,0,0,0,-0.139555846358996,0,0,0,0.0166812539990286,0.0253338920667353,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0317605391143684,0,0,0.179324678735481,0,0,0,0,0,0,0,0,0,0,0.0545833042351517,0.225929183207768,0.0870382318070041,0,0,0.0527803663285372,0,0,0,0,0,0,0,0.150500692138098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093337336253525,0,0,0,0,0,0,0,0,0,0,0,0.355754399156845,0,0,0,0,0.0454545582767381,0,0,0.0220355239184806,0,0,0,0,0,0,0,0,0,0,0.0121171041569763,0,0,0,0,0,0,0
