,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X002304.SZ,X600104.SH,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X000063.SZ,X600690.SH,X000661.SZ,X003816.SZ,X002241.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X600703.SH,X300014.SZ,X002007.SZ,X600741.SH,X000625.SZ,X000100.SZ,X300142.SZ,X002371.SZ,X002129.SZ,X002049.SZ,X000157.SZ,X601877.SH,X002236.SZ,X600584.SH,X002179.SZ,X300003.SZ,X000800.SZ,X600183.SH,X002414.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X002185.SZ,X600118.SH,X600066.SH,X002008.SZ,X300146.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00526693696664755,0.055198016109543,0,0.0419860939931963,0,0,0,0.282289146325245,0,0.172189465420975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765035067921765,0,0,0,0,0,0,0.0339109475520998,0,0,0,0,0,0.0159226499896678,0,0,0,0.0560181055709247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.179928113669216,0,0,0,0.347294295957599,0,0,0,0,0,0.0768830052501415,0,0.0571539565468807,0.0754112668997512,0,0,0,0,0,0,-0.0115434466770514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295685562411216,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0588858328900713,0,0,0,0,0,0.165138017014389,0,0,0,0,0,0,-0.0259498755934847,0,0,0.0619329550319124,0,0.0113440476646753,0,0,0,0,0,0,0,0,0,0.161808890193563,0,0,0,0,0,0,0.0571340568729158,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256327898389923,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0108759986109258,0,0,0,0,-0.0240641900603728,0,0,0.325618742467163,0,0,0,0,0,0,0,0,0.129022297446895,0,0,0.0211593460679882,0,0,0,0,0.0642165400745634,0,0,0,0,0,0.0308881499861015,0,0,0.040995983253505,0,0,0,0,0.10205914945493,0,0.13046990908821,0,0,-0.00900594169620826,0,0,0,0,0,0
X002415.SZ,0,0,0,0.168370973717874,0,0,0.136363559626597,0,0,0,0,0,0,0.214375477531745,0,0,0,-0.0138083848857197,-0.129375411355707,0,0,0,0,-0.0475725645145719,0,0.0109205964764064,0,0,0,0.114074937576448,0,0,0.0875851116778762,0,0.0719439928017501,0,0,0,0,0.0439710447185507,0,0,0,0,-0.0383955393676129,0,0,0,0,0,0,0,-0.0111701144890187,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027333455490595,0,0,0,0,0,0,0.118111497210411,0,0,0,0.0366824952389563,0,0,0,0.04485519246055,0,0.0599039577598883,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0389992746620773,-0.0170106253491971,0,0,-0.0143751732199506,-0.0520176871497735,0,0,0,0,0,0
X002304.SZ,0,0.140672808807194,0,0,0.057056005985059,0,0,0,0.329134761490915,0,0.00849466133131203,0,0,0,0,0,0,0,0,0,-0.00304052542095274,0.128837032312835,-0.0785957347421039,0,0,0,0,0,0,0,0,0,0,0,0.103373244376614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737611956524817,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.164240070759531,0,0,0,0,0,0,-0.0220356488937185,0.0669492023255546,0,0,0.0472986951718634,0,0,0.108202468668755,0,0,0,0,0,0,0.0100929045983842,0,0,0,0,0,0,0,0,0,0.11704430701674,0,0,0,0,0,0.101227198608055,0,0.0110082642328153,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.0885620352160715,0,0,0,0,0.233036427936346,0,0,0,0.123425964109252,0,0,0,0,0,0.121811380576263,0,0,0.147110225803598,0,0,0.0466733635048071,0,0,0,0,0,0,-0.0211911437632994,0,0,-0.0524549863759382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337428958327957,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.0211627389545678,0,0,0.0360805350393703,0,0,0.377894448391453,0,0.069798145973433,-0.00938042217191422,0,0,0.0548591191862976,0,0,0,0,0,0,0.176825227146989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846655310649597,0.108643370492957,0,0,-0.00187608310867061,0,0,0,0,0,0,0
