,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X000559.SZ,X600118.SH,X600066.SH,X000157.SZ,X600372.SH,X002236.SZ,X002475.SZ,X600089.SH,X600741.SH,X000338.SZ,X002241.SZ,X002292.SZ,X300124.SZ,X000568.SZ,X002465.SZ,X600839.SH,X600177.SH,X000977.SZ,X002294.SZ,X600867.SH,X002074.SZ,X000869.SZ,X300003.SZ,X600582.SH,X600498.SH,X002129.SZ,X000800.SZ,X000581.SZ,X600525.SH,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0961865383088253,0,0,0,0,0.114400005938009,0,0,0,0,0,0,0,0,0,0,0.230059178729047,0,0,0,1.73472347597681e-18,0.108712573248216,0,0,0,0.0606326929020482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977732717940248,0,0,0,0,0.0314380282747075,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.215622011322281,0,0,0,0,0,0,-0.116821333360477,0,-0.0326471304819828,0.188978175048227,0,0,0,0.15527006764227,0,0,0,0.233807992869522,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.174132956767597,-0.0213493858375251,0,0,-0.0414373284766181,0,0.0474284585705533,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.348595841442984,0,0,0,0,0,0,-0.122854557473107,0,0,0,0.0224028239067386,0,0,0,0,0,0,0,0,0.0543435042802202,0.141581911592439,0,0,0,0.00147668867846703,0,0,0,0,0,0.199953745540826,0,0,0,0.00736456031266718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.161356330903946,0,0,0.0680622981187995,0,0,0.0376616538737731,0,0.209484837662692,0,0,0,0.1424818773014,0,0,0,0,-0.0352586397662053,0.0605241212351634,0,0,0,0,0,0,0,0,0,0,0,0.199828218333997,0,0,0,0,-0.0445429776160172,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0939442768568422,0,0,0,0,0,0,0,0.0764463048873102,0,0,0,0,-3.46944695195361e-18,0,0,0.0151932533166482,0,0,0,0,0,0,0.345490810411421,0,0.204475554888798,0,0,0,0,0.0253877989189875,0,0,0,0.0338638682525238,0,1.38777878078145e-17,0,0,0.0181307072522709,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0570937053059361,0.178706799310788,-0.0496000386797508,0,0,0,0,0,-0.067915776521699,0,0,0,0.108448431881639,0,-0.0532875934302119,0,0,0,0,0,0,0,0.407789842471869,0,0.0181159446502392,0,0,0,0,-0.0933914589037119,0,0,0,0,0,0,0,0,0,0,0,-0.0110410138520405,-0.0637171352539162,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0999352548746254,0.0547569927360571,0,0,6.93889390390723e-18,0,0,0.00871452655732899,0,0,0,0,0.0439518548124792,0.135563266031362,0,0,0,0,0.117092320938362,0.198733984797487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111204925923167,0.111499645931562,0,0,0.0110736672751861,0,0,0,0,0,0,0
X002304.SZ,0,0.294211842137011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310015092135922,0,0,0,0.276605037563669,0.177708917867867,0,0,0,-0.0487497615345789,0,0,0.00207341499819193,0,0,0,0,0,0,0,0,0,0,-0.153043621702036,0,0.0189348174975136,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956899646133689,0.256093551885557,0,0.031179245595746,0,0,0,0,0.347140233576178,0,0,0,0.0421457318124434,0,0,0.0607301104282986,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.012289527470248,0,0,0.0400156849191578,0,0,-0.0121857841524254,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0138455497803771,0,0.0287497167776892,0,0,0,0,0.00580429124645502,0,0,0,-2.16840434497101e-19,0,0,0.0823199770206997,0.0438310803416949,0,0,0,0.279962102505687,0.121059734618433,0,0,0,0.00716904038731017,0,0,0.00747544043721329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166873920342785,0,0.0132985402524374,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.106105518303041,0,0.421220145361934,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,1.73472347597681e-18,0,0,0.109057284978286,0,0,0.10703390291192,0,0,0,0,0,0,0,0.00046131169659511,0,0,0,0,0,0.0747160144706602,0.024846998880854,0,0,0,0,-0.0380380436074032,0.0306570523008724,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134982366825018,0.262477807811486,0,0.126503689561039,0,0.0355109534446154,0,0,0,0,0,0,0,0,0,0.0216329168069271,0,0,0,0,0,0,0,0,0,0.0395708236911891,0.110517981643308,0,0,0,0,0,-0.0211901986780784,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.17402960767304,0,0.0138473451931351,0,0.0616155209373371,0,0,0,0,0.269909224165732,0,0,0.0571643622710301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805920318844729,0,0.00229389405874225,0.129374993127902,0,0,0,0,0,0,-0.0360234542411173,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.103885002275108,0,0,0,0,0,0,0.109012241643535,0,0,0,0,0.108027250105264,0,0,0,0,0,0,0,0.00834092174163456,0,0,0,0,0,0,0,0,0,0.0899592839636035,0,0,0.226889702958788,0.144442267617546,0,-0.0281462302055006,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.264411098206472,0,0,0,0,0,0,0.0638830614287146,0.0617769949011859,0,0,0.186827476673573,0,-0.0287581948353702,0.0624452471492657,0,0.0109938442855904,0.0568536597823375,0,0,0,0.128770623019127,0.0330956146717636,0,0.120112267083476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174070188024834,0,0,0.0266967543331753,0,0,0,0,0,0,0,0.00869344241461388,0,0,0,0,0.0232845758734984,0,0,0.0067619809620046,0,0,0,0.00156547333052173,0,0.0289147620157303,0,0,0,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0888038951975509,0,0,0,0.0210134208548652,0,0,0,0,0,0.332300013168966,0.251627727360414,0,0,0,0,0,0,0,0,0,0,0.179328894897849,0,0,0,0,0,0.00405095096292103,0,0,0,0,0,0,0
X600066.SH,0,0.0219742118542971,0,0,0,0,0.0833588004083466,0,0.0966225687954366,0.211232473934883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792795009588312,0,0,0,0,0,0,0,0,0,0,0,0.00114164232374603,0,0,0,0,0,0.110938641891658,0,0,0,0,0,-0.0310466003750674,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.243832679563395,0,0,0,0,0,0,0.217265440784404,-0.0189333704376862,0.146764211589731,0,0,0,0,0,0,0,0.128682451331968,0,0.0115495843175372,0,0,0,0,0.046817038289639,0,0.10009510214633,0,0,0,0,0.00649434766350385,0,0,0,0,0,0.206941987040702,0,0,0,0,0,0,0.0271559213610572,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,-0.0311795509824433,0,0,0,0,0,0,0,0,0.278608186541264,0.315577593554825,0,0,0,0,0,0,0,0,0,0.166992236881272,0.0758628280287007,0,0,0,0,0,0,0,0,0,0,0,0,0.0560560651985091,0.109769913688874,0,0,0,0,0,0.0224013106790314,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0.0179919581272661,0,0,0,0,0,0,0,0,0.139263144579592,0,0.0624863724416509,0,0,0,0,0,0,0.220102140507902,0,0,0,0,0,0.112173759985785,-0.0408901136184784,0,0,0,0,0,0,0,0,0,0,0.0899492444471563,0,0,0,0,0.10696420765598,0,0,-0.0329385372333623,0,0,-0.0316717833077589,0,0,0,0
X002475.SZ,0,0,0.00747993942975176,0,0,0,0,0,0,0,0,0,0,0,0,0.168625904119941,0,0,0,0,0,0,-0.022441425081052,0,0,0,0.121842882768734,0.0288124813935852,0,0,0,0,0,0.571664761745296,-0.154893906852688,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.468062854419923,0,0,0,0,0,0.119027535903232,0.0392572526497534,0.0195746370682091,0,0,0,0,0,0,0,0,0,0,0,0,0.00121587495742244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101764966027569,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.352236408976015,0,0.132318244293646,0,0,0,0.212801926419808,0,0,0,0.0748539687980909,0,0.05219111494698,0,0,0,0,0.209113660405777,0,0,0,0.00788467656348661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00245418832579919,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0147495791487021,0,0,0,0,0,0,0,0.0552044971243036,0,0.076114213565216,0,0,0.39390052216218,0.191083355252394,0,0,0,0,0,0,0,0,0.033298450112564,0.0539124945985201,0,0,0,0,0,0,0,0,0,0,0,0.0115283841447723,0,0,0,0,0,0,0.0163300211996484,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187772867505936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253404389848847,0,0.110377292304641,0,0,0,0,0,0,0,0.0544307293699547,0,0,0,0,0,0,0.0209464201992887,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,-0.0947998328710112,0,-0.218064987844573,0,0,0,0,0,0.144788554975919,0,0,0.0884872643962923,0,0,0,0,0,0,0,0,-0.17430890220652,0,0,0,0,0,0.203227485079931,0,0,0,0.110195654890651,0,0,0,0,0,0,0,0.333924392275409,-0.243901555430215,0.363228401023249,-0.113594197212764,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.102053369218617,0.035027985336593,0,0.37364491856182,0,0,0,0,0,0,0,0,0.359633565629568,0,0,0,0,0.0466876274276544,0.105352715577758,0,0.0184465728641801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00473422766054389,1.0842021724855e-19,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.0702439498448016,0,0,0,0,0,0,0.0920705058686255,0,0,0,0,0,0,0,0.179628268032627,0,0,0,0,0,0,0,0,0,0,0,0,0.108272970302789,0.0225490305315719,0,0,0,8.67361737988404e-19,0.00211135041373634,0,0.0773177087195301,0,0,-0.074873577180112,0,0,0,0,0,0,0
