,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600372.SH,X600584.SH,X600703.SH,X000157.SZ,X000977.SZ,X002028.SZ,X600522.SH,X600066.SH,X002236.SZ,X600741.SH,X600183.SH,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X000800.SZ,X600487.SH,X000661.SZ,X002180.SZ,X002223.SZ,X600460.SH,X601799.SH,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.127566794134996,0,0,0,0,0,0,0.133548452891984,0.160369258350601,0,0,0,0,0,0,0,0,0,0.0541961133685492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903701511899471,0,-0.0243500668439403,-0.0128679904140095,-0.0103204638166952,0,0,0,0,-0.00662906599189488,-0.0916226771630297,0,0,0,0.00735878037714858,0,0
X000858.SZ,0.198053309393554,0,0,0,0,0,0,0,0.0142116704805398,0.35206301112802,0,0,0,0,0,0,0,0,0,0.0341377641570512,0,0.0137880783551181,0,0,0,-0.0277032931003245,0,0,0,0,0,0,0,0,0.0489762506856281,0.0419787084427029,0,0,0,0,0,0,0,0,0,0.0559161431882201,0,0,0,0.0643786882677206,0,-0.00439414682187252,0,0,0,0,0.0284165484082601,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213493989017073,0.124256724522771,0,0.34952377187098,0,-1.0842021724855e-19,0,0,0,0,0.122386700159463,0,0,0,0,0,0,-1.38777878078145e-17,0.0016308036180928,0,0,0,0,0,0,0,-0.0266249954735749,0,0,0,0,0.0860647360964506,0.0269852237798003,0,0,0,-0.0392815486644454,0,0
X002415.SZ,0,0,-0.0692263356319472,0,0,0.17927702642512,0,0,0,0,0,0,0,0,0,0,0,0.105589507703379,0,0,0,0,0,0,0,0,0,0,0,0,0.0236828424333292,0,0,0,0,0,0.0504832922731264,0.181816466813285,0,0,0,0,0,0,0,0.039565958186921,0,0,0,0,0,0.0574831656856681,0,-0.0319908641484588,0,0,0.0181871616943851,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23864956128661,0,0.0966317999643715,0,0.0358136511503799,0.0362558940362777,0,0,0,0,0,0,-0.0889767617563938,-0.0732440669007017,0,0,0,0,0,0.0203890807217692,0,0.120041644701886,0,0.0291492588234162,0,0,0,0,0,0.0173576450740091,0,0,0,0,-0.00374912935910143,-0.0315112224368187,-0.12684710255327,0,0,0.0253527047176493,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0921792829026881,0,0,0,0,0,0.194826464688931,0,0,-0.109110714308328,0,0,0,0,0,0,0,0,0,0.0840520023368516,0,0,0,0,0.0316653982560356,0,0,-0.0314163795624187,0.314640089086046,0,0,-0.162718731657703,0,0,0,0,0.0899554815911326,0,0,0,-0.0429578082202922,-0.106383742692745,0,0,-0.0220815576763953,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0512314076192046,0,0,0,0,0,0,0,-0.0363399098884438,0,-0.0219205631573879,0,0,0,0,0,0,-0.0687490929539068,0,0,0,0,0,0,0,0,-0.102076336583758,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.336101245859099,0,-0.148965186343438,0.0605133143820683,-0.0781776746618775,0,0,0,-0.0207678831919826,0,0
X000651.SZ,0,0,0,0,0,0.209494680797076,0,0,0.0901700453498242,0,0,0,0,0,0.14995499285771,0,0,0,0,0.00857521709131298,0,0,0,0,0,0,0,0,0,0.096448181786526,-0.00871471709654477,0,0,0,0,0,0,0,0,0,0.0952223790047586,0,0,0,0,0,-0.0146039879809039,0,0,0,0,0,0,0,0,0,-0.0467745924777604,0,0
X600809.SH,0.327023403124764,0,0,0,0,0.0497119238722553,0.0798576508507311,0,0,0,0.0463587968974003,0,0,0,0,0,0,0,0,0.332974506451057,0,0,0,0,0,0,0,0,0,0,0,0.0301142801128888,0.00657743587151547,0,0,0,0,0,0,0,0,0,0,0,0,0.221891829454564,-8.67361737988404e-19,0,0,0,0,0,0,0.13201436296046,0,0,-0.00884760613955102,0,0
X000568.SZ,0.205144915578804,0.562719418948412,0,0,0,0,0,0,0,0,0.0681490008901708,0,0,0,0,0,0,0,0,0.100100411309844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00624396549566147,0,-0.0050520751675379,0,0,0,-0.0252264453467634,-3.46944695195361e-18,0,0,0,0,-0.000915350503132684,0,0,-0.0515719626176296,-0.00537790775485123,0,0,0,0.0137841112290308,0,0
