,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600066.SH,X600703.SH,X600271.SH,X600741.SH,X002241.SZ,X000100.SZ,X002236.SZ,X002292.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X002506.SZ,X000559.SZ,X000568.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X002007.SZ,X300124.SZ,X600867.SH,X002074.SZ,X600089.SH,X002294.SZ,X000869.SZ,X002180.SZ,X002426.SZ,X002456.SZ,X000050.SZ,X002508.SZ,X000981.SZ,X600498.SH,X002465.SZ,X601877.SH,X002179.SZ,X600060.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.347106638174098,0.145272001778623,0.155400322808288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00165970853731306,0,0,-0.0402040985178224,0,-3.46944695195361e-18,-0.106727387237006,0,0,-0.00591493056142633,0,0.132273330694087,0,0,0,0,-0.0437242600981876,0,-0.0771547468389138,0.000293042770304237,-0.020162167805542,0,0,0,0,0,0,0,-0.0495736981184187,0,0.0527169909489785,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0615813292002858,0,0.120513840569506,0,0,0,0.111360094370989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835036509067921,0,0,0,0,0,0,0,0,0,0,0,0,0.0464306915992658,0,0,-0.0226549163236474,-0.00917811814652187,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0188213028671514,0,0,0,0,0.198168517795295,0,0,0.0437581755420557,0,0,0,0,0,0,0,0,0,0,0.0504865718338817,0,0,0,0,0.00839553502318372,0,0,0,0,-0.0561821132807679,0.074690303458733,0,0.0293824253146368,0,0.110602453954178,0,-0.00675949632415071,0,0,0,0,0.0171273246016495,0,0,0,0,0,0,0
X000651.SZ,0.00596750717216025,0,0,0,0,0,0,0,0,0,0,0,0,-0.00692365712761381,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.017402657025186,0,0,0.000462522869732643,0,0,0.0155072707946255,0,0,0,0,0,0,0.0173231836136268,0,0,0,-2.56896294379403e-05,0,0,-0.000553310662748311,0,0,0,0,-0.0102575296553077,0,0.0295738829542898,-0.0327777565941025,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.132629887494684,0,0,0,0.0109466722089841,0,0,0,0.0178967564951459,0,0,0,0,0.0798617415449814,0,0,0,0,0,0.02141866341919,0,0,0,0,0,0,0,0,0,0,0,0,0.0827783875040246,0,0,0.0217884217259578,0.104018486398034,0,0,0,0.00183646578835542,-5.42101086242752e-20,0,0,0,0,0.00980071707652623,0,0,0,0,0,0,0
X002304.SZ,0.104473692282083,0,0,0,0.630934658810719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375975385380494,0,0.0116552702001172,0.0682957815912951,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0397657498574121,0,0,-1.73472347597681e-18,0,-0.131436754132997,0,0,0,0,0.057389189087964,0,0,0,-0.00514410694523216,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158170541408976,0,0,-0.0234179239602586,0,0,0,0,0,0,-0.021955987958037,0.0961243746384824,0,0,0.165839977398286,0,0,0.0109829446526382,0,0,0,0,0,0,0.0469242089148866,0,-1.73472347597681e-18,0,0,0,0,-0.00892295807673072,-0.0164702059739672,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749944604763861,0,0,0,-5.42101086242752e-20,0,0,0,0.137836328348968,0.137543932900861,0,3.46944695195361e-18,0,0.0953844313842605,0,0,0,0,0,0,0,0,0,0,0,0.126952881439126,0.0729215896367771,0,0,0,0,0,0.000456836724937308,0,0,0,0,-0.000625235399883108,0,0,0,0,0,0
X000625.SZ,0.10770100658705,0,0,0,0.154653502134078,0,0,0,0,0.000243499598987638,0,0,0,0,0.288346587500325,0.0192215743615091,0,0,0,0,0,0,0.0112547761725123,0.0630473931977073,0,0,-0.120264876644062,0,0,0,0,0,-0.0217102587532351,0,0,0,0,0,0,0.063466016855191,0,0.0695709606107499,0,0,-0.0447830891383309,0,0,0,0.228260024707643,0,0,0,0.0866352455069428,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0467213041616447,0,0,0.188008332346311,0,0.0123690089331041,0,0,0,0,0,0,0,0,0.06302987777593,0.236453517445954,0.0791037396452876,0,0,0.0493866869216587,0,0,0,0,0,0,0.125900051061911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
