,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X000651.SZ,X300014.SZ,X600104.SH,X003816.SZ,X000625.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X600741.SH,X002074.SZ,X000733.SZ,X000100.SZ,X600702.SH,X600522.SH,X600460.SH,X000157.SZ,X600884.SH,X000799.SZ,X600584.SH,X300003.SZ,X000800.SZ,X600487.SH,X002414.SZ,X000066.SZ,X002007.SZ,X002236.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.200644215989103,0.158426057089991,-3.46944695195361e-18,0.250791973208694,0,0,0,0,0,0,0.12539496414887,0,0,0,0,0,0,0,0,0,-0.11384045667523,0.0671918640732403,0,0,0,0,0,0,0,0,0,0.0162613645803542,-0.0189713523966908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176936661503414,0.0209861406998076,0,0,0,0,0,0
X000858.SZ,0.163326727504461,0,0,0,0.425223733264483,0,0,0,0,0,0,-0.0438515236808239,0,0,0,0,0.137050929299274,0,0,0,0.0519620733410289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385746927082147,0,0,0,0,0,0,0.00616343679709435,0,0,0,0,0,0,0,0,-0.00869786017524321,0,0,0,0,0,0,0
X600809.SH,0.351461760557352,0,0,0,0.465799580514591,0,0,0,0,0,0,0.0308946409035067,0,0,0,0,0.067845044959993,0,0,0,0,-0.0902513796132165,0,0,0,0,0,0,0,0,0,0,0,-0.0767487201726749,0,0.0499366136675121,0,-0.0123481009533966,0,0,0.0473319588240115,0,0,-0.0531467554526274,0,0,0,0,0,0,0,0,0,-0.0874177763778506,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116712927839503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11718216747724,0,0,0,0,0,0,0,0,0,0,0,0.195723020600629,0,0,0,0,0.125136146715982,0.0459750910717393,0,0.0256469146146982,0,0.0582449533551906,-0.00477846398707663,0,0,0,0,0,0,0
X000568.SZ,0.52728024921996,0.0782154837828204,0.630964009538605,0,0,0,0.12274467879455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16280124967561,0.0419210986191977,0,0,0,0,0,0,0,0,0.0505761123070777,0,0,0,0,-0.102648732249459,-0.0211520196372673,0.0470338226682145,0,0,0,0,0,0,0,-0.0186268567505531,0.00915879490300922,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0252991510977144,0,-0.0742211113572291,0,0,0,0,0,-0.0470972334621094,0,0,0,0,0,0,0,0,0,0,-0.0316015031014568,0,0.128253491797192,0,0,0,0,0,0,0,0,0,0,0,0.12103892409832,0,0.212836749737396,0,-0.168636244071689,0,0,0,0.00117293011467659,0,0,-0.00653990140405317,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.285674594023406,0,0,0,0,0,0.242939094028397,-0.0407900941866531,0,0,0,0,-8.67361737988404e-19,0,0.113267603557629,0,0,0,0,0,0,0,-0.050195887386589,0,0,0,0.0510938823245723,0,0,0,0,0,0.0297515299241688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00040286195798843,-0.0435511117183709,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.209511838620668,0,0,0,0,0,0,0,0.0605178792929449,-0.0366496864401227,0,0,0,0,0,0.0674197868751375,0.175971409510486,0.0208829242195849,0,0.187593408653391,0,0,0,0,0,0,0,0,0,0,0,0.0846758554902737,0,0,0.0358941297941313,0,0,0,0,0,-0.0130171068909146,-0.0360976819264426,0,0,0,0,0,0
X002304.SZ,0,0,0,0.202175787348801,0.284834620904967,0,0,0,0,0,0,0,0,0,0.0434018189608736,0,0.0873193592594985,0.153636102359023,0,0,0,0,0,0,0,0,0,0,-0.00453656045889587,0,0,0,0,0,0,0.0912813589046508,-0.0124621139059525,0,0,0,0,0,0,0,0,-0.0510132611357232,0.043712091705254,0,0,0.0230672912770734,0,-0.00508036329728779,0,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.106422125334792,0,0,0,0.262926399468412,0,0,0,0,0,0,0,0,0,0,0,-0.134566180996969,0,0,0,0.0160839142302625,0,-3.46944695195361e-18,0.0327929178694025,0,0,0,0.0436381438645284,0,0.171079248057095,0,0,0,0.00754293815099495,0,0,0,0,0,0,0,0.0279403418362254,0,0,0,0,0.0627642010534304,0,0.012072220341028,0,0,0,0,0,0,0
X000651.SZ,0,0.129129763839799,0,0,0,0,0.304490653318708,0,0,0,0,-0.0670082850593811,0,0,0,0,0.113090706263141,0,0,0,0,0.0373132257581833,0,0,0,0,0,0.0712546826658132,0,0,0,0,0,0,0.0255989829535692,0,0,0,0,0,0,0,0,0,0,0,-0.153292696395666,0.102944070844884,0,0,0,-0.0126524224981076,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.0640290331612922,0,0,0,0.22438565884808,0,0,0,0,0,0,0,0,0,0,0,-0.14316436777529,0,0,0,0,0,0,0,0,-0.00382066697810175,0,0.578204619152372,0,0,0.0144786777814199,0.231478099830196,-0.106673051800532,0,0,0,0,0,0,0,0.196427832409811,0,0,0,0,0,-0.0131625235667904,0.0132547509855914,0,0,0,0,0,0
X600104.SH,0.000725146923291203,0,0,0,0,0,0.106609109773729,0,0,0,0,0,0,0,0,0,0.218525448760935,0,0,0,0,0,0,0,0,0,0,0,0.0107076019659669,0,0,0,0,0,0.0125505944951277,0,0,0,0,0,0.0162029413030544,0,0,0,0,0.0119023239584574,0,0,0,0,0,-0.00477353218257027,0.00271453106014854,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0358577209545,0,0,0,0.0728758839072832,0,-0.00351707515854472,0,-0.0902829559506928,0,0,0,0,0.0192186390617607,0.034946224134557,0,0,0,0,0,0,0,0,0.0790023346028839,0.017267040991801,0,0,0,0,0,0,0,0.080398704395141,0,0,0,-1.0842021724855e-19,0,-0.181411091656898,0,-0.00441565322479668,0,0,0,0,0,0,0
X000625.SZ,0,0.0356529365943769,0,0,0,0,0,0.101141996835257,0,0,0,0,0,0,0,0,0,0.0520623902794224,0,0,0,0,0,0,0,0,0,0,0,0.00198263584207578,0,0,0.200880416083635,0,0.0678911111338929,0,0,0,0,0.271630853362942,0.0463044331279276,0,0,0.00631027517492542,0.0555976694687064,0.155833766138563,0,0,0,0,0,-0.0158164110642325,0.010241446267411,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256670389535357,0,0,0,-0.0149059369793696,0,0,0,0,0,-0.106254589816349,0,-0.0379560363753696,0,0.012111900928212,0,0,0,0.315526198521646,0.0596019709429933,0,0,0,0,0,0,0,0,-0.0119030314976229,0,0,0.0256115388922784,0,-0.00956847099257906,0,0,0,0,0,0,0,0,0
