,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000661.SZ,X002304.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X003816.SZ,X600809.SH,X600690.SH,X000338.SZ,X002241.SZ,X600703.SH,X300142.SZ,X002007.SZ,X002371.SZ,X000596.SZ,X300014.SZ,X300124.SZ,X002049.SZ,X000100.SZ,X600741.SH,X300003.SZ,X002129.SZ,X600584.SH,X002236.SZ,X601877.SH,X000157.SZ,X000800.SZ,X600183.SH,X002414.SZ,X000066.SZ,X000625.SZ,X300136.SZ,X000977.SZ,X002179.SZ,X002456.SZ,X600118.SH,X002185.SZ,X002008.SZ,X002180.SZ,X300146.SZ,X601799.SH,X002463.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.147997980747457,0,0,0,0,0,0,0,0,0,0.12309485164563,0,0,0,0,0,0,0,0.0680971427851429,0,0,0.147001942680925,0,0,0.0308255894227727,0,0,0,0,0.0326944146335554,0,0,0,0,0,0,0,0,0,0,0,0.0270721760243742,0,0,0,0,0,0,0,0,0.00837460052593402,-0.00450279179051274,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.174650767780351,0,0,0.200968098905028,0,0,0.388285781265277,0,0,0.0579464691196532,0.0445379312916819,0.0274424987928624,0,0.0213455605493975,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250690506701449,0,0,0,-0.00762754926736687,0,0,0,0,0,0,0
X600276.SH,0,0.0548560442282288,0,0,0,0,0,0.203335068464262,0.0603190619587375,0,0,0,0,0,0.0926846119641366,0,0,0,0,0.063757872079865,0,0,0,0,0,0,0,0,0,0.0444546364575532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0042865095416544,0.0070483419309033,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0850651468984957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080639633888044,0,0,0,0,0,0.217228305044828,0,0,0,0,0,0,0,0,0.0772373697586844,0,0,0.0200349670388716,0,0.0773407276804089,0.0938948218201052,0,0,0,0,-0.021491082884365,-0.0172638310517357,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320874913197964,0,0,0.0726017990053423,0.0125016909883665,0.0214803377902701,0,0,0.0105659627508984,0,0,0,0.0319028381106717,0.0432218130163942,0,0,0,0,0,0,0,0,0.0466556323348549,0,0,0.0785944185310057,0,0.0582331898544184,0.0156312100806392,0,0.0169183494070232,0,0,0,0,-0.0224025666508945,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0961552001853789,0,0.0629736208175025,0,0,0,0.110295826229384,0.12912515006862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530806607900478,0,0,0,0,0,0,0,0.0808352310382992,0,0,0.0666753879604788,0,-0.0302875149266253,0,0,0,0.0102557560540803,-0.00833464662105788,0,-0.0299866451966803,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.0395048365298314,0,0,0,0,0,0,0,0.0268438147462355,0,0,0,0,0,0.0120095503854201,0,-0.126951033774156,0,0,0,0,0,0,0,0.044193755696579,0.0503332190773977,0,0.0274193103318837,0,0,0.0717296122292025,0.111197631118508,0,0,0,0.0917666099490295,0,0,0.0979494677537232,0,0,0,0,-0.0133506081504027,-0.0187949158766736,0.014686530932576,0,0,0,0,0,0
X000661.SZ,0,0,0.0927239447545754,0,0.236942603030023,0,0,0,-0.107608651189603,0,0,0,-0.00111602966165097,0,0.00677933756206728,0.0385738400258767,-0.0704594677512533,0,0,0,0.263207033657273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267269765320431,0,0,0,0,0,0,0,0,0,0.00124756020424351,0,0,0,0.00969202354497248,-0.0297522225734173,0,0,0,0,0,0
X002304.SZ,0,0.0834421320242022,0.0463504821939591,0,0,0,0,0,0,0,0,0.450788112845668,0,0,0.152345517025651,0.0201745324303011,0,0,0,0,0.0198802061639035,0.0196438690633784,0.0799366726802407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00164360943352078,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,-0.141492075231205,0,0,0,0,0,0,0,0,0.265237131101559,0,0,0.00888169323687013,0,0,0.188316966331088,0,0,0.0999765769062816,0,0,0,-8.67361737988404e-19,-0.105081075468878,0,0,0.164466557295336,0,0,0,0,0,0.0945917264587664,0,0,0,0,0,0,0,0,0,0.139135314003212,0,-0.0108203824934809,-0.0192155953677183,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0763230545629769,0,0,0.160649881899271,0,0,0.0594902625524262,0,0,0,0,0,0,0,0,0,0,0,0,0.101480142181026,0,0.0357198782144455,0,0,-0.0740614317994846,0.115991819155166,0,0,0,0,0,0,0,0.169513606096941,0.181660404692772,0,0,0,0,0.00232245265697326,-0.00864032512396451,0,0,0,0,0,0
X000568.SZ,0,0.61023052161255,0,0,0,0,0,0,0.0723301787273046,0,0,0,0.0877159229933374,0,0.0337777968530327,0,0,0,3.46944695195361e-18,0.027621568624851,0,0,0,0,0,0,0,0,0,0,0.0177610405974204,0,0,0,0,0,0,0,0.0741493986586396,0,0,0,0,0,0,-0.0493492399675693,0,-0.0223154840682625,0.0431778953526143,0,0,0.0089687305684114,0.00069432755004293,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0320900176364481,0,0,0,0,0,0,0.0196063101319827,0,0,0,0,0.0752579955851073,0,0.0786239997321067,0.285067628891045,0.0671959671262378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192580903094493,0.0132131083320349,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0203571338314532,0,0,0,-0.0122838012846185,0,0,0,0,0,0,0,0.00182421663419564,0.0223434312495107,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00555922783284076,0.0267941722172762,0,0,0,0,0,0.131488385219428,0,0,0,0,0.037908188652325,0,0,0.0123940424032005,0,0,0,0,0,0.00558889230741827,-0.00536656032678905,0,0,0,0,0,0
X600809.SH,0,0.474291418855937,0,0,-3.46944695195361e-18,0,0,0.0490485628351864,0,0,0,0,0,0,0,0,0,0,0,0.102128047359719,0.139126883215552,0,0.0839453760012541,0,0,0,0,0,0,0,-0.0165289589790952,0,0,0,-0.0483710946533614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296568350806852,0,0,0.0208835119867277,-0.0124236095985852,0,0,0,0,0,0
