,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600276.SH,X003816.SZ,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X000063.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002463.SZ,X600089.SH,X000157.SZ,X600584.SH,X600372.SH,X600703.SH,X000977.SZ,X600183.SH,X600522.SH,X600741.SH,X002028.SZ,X600066.SH,X002236.SZ,X002049.SZ,X600418.SH,X601877.SH,X002180.SZ,X600487.SH,X002223.SZ,X000661.SZ,X000921.SZ,X000800.SZ,X601799.SH,X600460.SH,X002156.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.116381522990769,0,0,0,0,0,0.154722516533591,0,0.164327211886083,0,0,0,0,0,0,0,0,0,0.0235446580404534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252358691960063,0,0,-0.0218593054723735,-0.0831147664756872,0,0,0,0,0,0,0.0175127194014501,0,0,-0.00904875580797933,-0.0874664211809313,0,0,0,0.00878367178910622,0,0
X000858.SZ,0.0722798350093992,0,0,0,0,-0.0066821839229484,0,0,0,0.444575915675631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00463283746378066,0.102140863640313,0,0,0,0,0,0,0,0,0.0888958787897239,0.000248310529899152,0,0,0,0,0.0494319550338347,0.00507062692854614,0,-0.0180203653511555,0,0,0,0,0.033445371936346,0,0
X002415.SZ,0,0,0,-0.0787351156929042,0.0724094375774089,0,0.0195759416805239,0,0,0,0,0,-0.0802581746843715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120568530130707,0,0,0,0,0.259689356707158,0.0574592145312811,0,0,0,0,0.0269165526388757,0,0,0,0,0,0,0,0,0,0,-0.138303199076166,0,0,0.00573916926923636,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0887899303054457,0,0,0,0,0,0,0,-0.0271673336887391,0.168408020416421,0.480001940308774,0,0,0,0,0,0,0,0,0.0117446804687259,0,0,0.0217773064484275,0.0401257881096292,0,0,0.00791639388261721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111746437946263,0,0,0,-0.0456126925715831,0,0
X600276.SH,0,0,0,0,0,0,0.085804170481789,0,0,0,0,0,0,0,0,0,0,0,0,0.172751075614587,0,0.0995568535925968,0,0.0135828251993726,-0.0984063427576937,0,0,0,0,0,-0.00413426358887352,0.0141287641414626,0,0,0,0,0,0,0.0902536767309176,0,0,0,0,0,0,0,0,0.0743403582442932,0,0.0467623232102187,0,-0.0113932705473023,0,-0.0561669080020408,0,0,0.0482282535647119,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.251832809428583,0,0,0,0,0,0,0,0,-0.0271566981572952,0,0,0,0,0,0,0,-0.147706181222882,0,0,0,0,0,0,0,0,0,0,0.101121504954023,0,0,-0.10824889500201,0,0,0,0,0,0,0,0.121900523908056,0,-0.00218530651418505,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0924729972067978,0.0868255320349959,0.0504177532146227,0,0,0,0.106508767404813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00839129108042,0,0,0,0,0,0,0,0,0,0,0,0.181671464944006,0,0,0.0442091515826819,0.0352876533213084,0,0,0,-0.00413102568192991,-0.134557159500302,0,0,0.00280286786234315,0,0
X600809.SH,0.240709360522114,0,0,0,0.0387434236684752,0,0.106949427933675,0,0,0,0,0,0,0,0,0,0,0,0,0.388992470336424,0,0,0,0,0,0,0,0,0,0,0,0.028722573045887,0,0,0,0,0,0,0,0,0.00150155563080265,0,0.169532803957195,0,0,0,0,0,0.0366700672251051,0,0,0,0,0.124583639549413,0,0,0.000429748249271555,0,0
X000651.SZ,0,0,0,0,0,0,0.208256232878854,0.0365504226055202,0,0,0,0,0,0,0.196784496930573,0,0,0,0,0,0,0,0,0,0,0,0.0689759890010719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724532194957386,0,0,-0.0220084916437473,0,-0.00334711465660435,0,-0.00604902638295071,-0.00145802692851676,0,0,0,-0.0521929894948153,0,0
X000568.SZ,0.201967230692275,0.510667662034656,0,0,0,0,0,0,0,0,0.0517712137883214,0,0.00251177692045119,0,0,0,0,0,0,0.148904404631779,0,0,0,0,0,0,0,0,0,0,0,-0.00847162688954322,0,0,0,0.000419572453175138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439142150759733,-0.00378515622470849,0,0,0,0.0132618886461226,0,0
