,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X600031.SH,X002304.SZ,X000568.SZ,X000338.SZ,X600703.SH,X600690.SH,X000661.SZ,X600809.SH,X002371.SZ,X000100.SZ,X600183.SH,X600741.SH,X300003.SZ,X002007.SZ,X300014.SZ,X000977.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X601877.SH,X000625.SZ,X002129.SZ,X300142.SZ,X600498.SH,X002463.SZ,X000157.SZ,X300124.SZ,X002456.SZ,X600487.SH,X000066.SZ,X600271.SH,X600584.SH,X002179.SZ,X600118.SH,X600522.SH,X300136.SZ,X002180.SZ,X002049.SZ,X002414.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.285842911605175,0.259951643672917,0,0,0,0.0608849728029457,0,0,0,0,0,0,0,0,0,-0.0435907423074055,0.127178989713386,0,0,0,0,0,0,0.108925980713471,6.93889390390723e-18,0,0.143575397002988,-0.255144668101284,0,0,0,0.11909233122357,0,-0.00753765898127131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364959068604242,-0.0120982892010192,0,0,0,-0.0184571315974263,0,0
X000858.SZ,0,0,0,0,0,0.0297599685568607,0,0,0,0.0255494282888552,0.0732878300610107,0,0.456056219649229,0,0,0,0.0471088713501129,0,0,0,0,0,0,0,0,0,0,0.170512277754743,0,0,0.0360808653975815,0.0191096193567433,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152772296170121,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167470861941404,0,0,0,0,0,0.058213764515502,0,0.0367277522738427,0.0411037544426595,0.0979379727153592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771911250691652,0,0,0,0,0,0,0,-4.33680868994202e-19,0.005679898630701,0,0,0,-0.0101728936168664,0,0
X000651.SZ,0,0.0663591044368096,0,0,0,0.00801117671906178,0.00303028651310241,0,0,0,0,0,0.228034801411828,0.158769288200182,0,0.0545443383755134,0,0,-0.0081385197589766,0,0,0,0,0,0,0,0,0.0145238346794543,0,0,0,0,0.156122670123548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102221069449101,0,0,0,0.0635196302605232,0,0
X002415.SZ,0,0.0338852049424845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878925281685392,0.019003400575944,0,0,0,0,0,0.0126727294109704,0.0938614505882554,0,0,0.164260708487945,0,0,0.0117077111268851,0,0,0,0,0,0.0256745156462693,0,0,0,0,0,0,0,0,0,0,0,0.00730669636848261,0.027272956062578,0,0,0,0,0,0
X600104.SH,0,0.165063364831292,0,0,0,0,0,0,0,0,0.215959113160376,0.132595908209056,0.152923162877664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361473841828426,0,0,0,0.00954667688947514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154835746094225,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0473661564322641,0,0,0,0,0,0.0930232486360852,0,0,3.46944695195361e-18,0,0,0,0,0,-0.00959321658248599,0.416319001890354,0,0,0,0,-0.0160275451092796,0,0,-0.0800408437891042,0,0,0,0,0,0,0,0,0,0,0.35307374475275,0,0,0,0,0,0,0.0191193787986623,0,0,0,0.0160905856202092,0,0
X000063.SZ,0,0,0,0,0,0,0.124638126588833,0,0,0,0,0,0,0,0,0,0,0,-0.0813525487476412,0,0.075910678822859,0,0,-0.00388658466813078,0.234829145984194,0,0,0,0,0,0.069383174253392,0,0,0.494652448670601,0,0,0,0,0,0,0,0,0,0,-0.188668245052566,0.0381439914512382,0,0,0,0,0,-0.0209996135988039,0.0665328413672026,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0667609256673401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938353458338267,0,0,0,0,0,0,0,0,0,0.0952727986760672,0,0.227486725438402,0,0,0,0,0,0,0.0833245960430642,0,0,0,0,0,-0.00143704720934914,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260903685420451,0,0.104917751752687,0,0,0.454801632831031,0.00991092986672573,0,0,0,0.0383417443750807,0,0,0.00399324004572447,0.0171186333837911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164839617904779,0.0328744672051775,0.120281887011479,0,0,0,0,0,0.0196382555989617,0,0,0,0,0,0,0
