,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600031.SH,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X002241.SZ,X600703.SH,X600372.SH,X600089.SH,X600741.SH,X600271.SH,X002236.SZ,X600066.SH,X601877.SH,X002129.SZ,X600582.SH,X600177.SH,X600118.SH,X000623.SZ,X000581.SZ,X000550.SZ,X000559.SZ,X000568.SZ,X002475.SZ,X300124.SZ,X000800.SZ,X000869.SZ,X300146.SZ,X000400.SZ,X000977.SZ,X002294.SZ,X000050.SZ,X600839.SH,X600060.SH,X300003.SZ,X600498.SH,X002292.SZ,X002465.SZ,X002456.SZ,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.161292419205074,0,0,0,0,0.022753792028951,0.105565680026252,0,0,0,0,0,0,0,0,0,0,0.228198469610181,0,0,0.194244852981831,0,0,0,0.0381410308914734,0,0.0367177527030439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000499096924837459,0,0.0176198100657602,0,0,-0.0349577789188476,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.217196325628475,0.15633874359978,0,0.0159370902450794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218988717005051,0,-0.024107529623909,0,0,0,0,0.0323226284998781,0,0,0,0,0,0.0159343388149514,0,0.0275886008100164,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.229528797245431,0,0,0.226335764403308,0,0,0.00488456203017864,0,0,0,0,0,0.0654502091098675,0.0904229498386964,0,0.0414497330159123,0,0,0.10912523279274,0.0389872004596385,0,0,0,0,0.105925348699119,0,0,0,0,0,0,-0.0466490057296319,0,0,0,0,0,0,0.080328346607168,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.108632112621282,0,0.0632071039990624,0,0,0,0,0.20991910077119,0,0,0.09870363849212,0,0.130718842488414,0,0,0,0,0,0,0,0,0,0,0.00995419898200127,0.131904059106453,-0.0685173940142643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318356700317672,0,0,0,0,0.024934562804221,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.325972185311896,0,0,0.0250291135289919,0,0,0.0824536376598719,0,0,0,0,0,0,0,0.0104252366648054,0,0.252027254812684,0,0,0,0,-0.182782618373845,0,0,0,0.0875426083265732,0,0,0,0.0109156715667316,0.200357068669406,0,0,0.178309184119348,0,0,0,0,0,0.0990967957367435,0,0.0354184347220116,0,0.085926800875047,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0470737619190867,0.0624213709708166,0,0,0,0,0.204274705727067,0.0540860629488347,0,0,0,0,0,0,0,0,0,0.215391847310156,0,0,0,0,0.0516006007256553,-0.0541191243896911,-0.0476067666975895,0,0,0,0.0628622881089326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109523709286507,0,0,0,0,0,0.0555329919329952,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.309905771154782,0.138123437063787,0,0,0.0472321706766966,0,0,0,0,-0.0157284032690141,0,0,0,-0.0493880048077016,0.0974081468442449,0.148721161791255,0,0,0,0.0956569817594068,0,0,0,0,0,0,0,-0.136565459407149,0,0.199638363641662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170524515192386,0,0,0,0,0,0
X000858.SZ,0,0,0.0731608774925557,0,0,0,0.077756553721981,0,0.105236076809948,0,0.148865772988233,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0432005869459877,0,0.0539021836326868,0,0,0,0.0550325931107361,0,0,0.110602371192355,0.0942616411800673,0,0,-0.0395419245543204,0,1.0842021724855e-19,0.0737777675302385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.14939769580701,0,0,0,0,0,0,0.0849531711409393,0.00317416904481678,0.101592319527096,0,0.162597720962827,0,0,0.00556989776362892,0,0,0,0,0,0,0,0,0,0.0358897243185555,0,0.114572916745183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167979743647153,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.18517108069872,0,0.230155220776341,0,0,0,0,0,0,0,0,0.0170423176219056,0,0,0,0,0,0,0,0.0454584715204472,0,0.0444616413555347,0,0,0,0,0.0856483884582945,0,0.0181750329290849,0.0792622695907757,0,0.0136153462009304,0,0.0565027961735942,0,0.104440097705351,0,0,0,0,0,0,0,0.0738569309666696,0,0.0357309614778218,0,0,0,0,0,-0.0417311681681742,0,0,0,0,0,0,0
X600031.SH,0.0468992833790051,0,0,0,0,0,0,0,0,0,0,0,-0.030228797281151,0,0.745578202172885,0,0,0,0.0408973229773174,0,0,0,0.0461115940520485,0,-0.00278725324133207,0,0.0413729727160759,0,0.137231339526111,0,-0.0468510672290688,0,0,0,0,0,0,0,0,0,0,0.0152426427555232,0,-0.0367959289560081,0,0,0,-0.019165127071769,0,0,0,-0.0136626362999721,0,0,0,0,0,0,0
X000100.SZ,0.080596435244071,0,0,0,0,0,0,0,0.061527908239575,0,0.00186270406756547,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0957919416417341,0.00969332226623112,0,0.119083470949729,0,0,0,0,0,0,0.0600235274418,0,0,0,0,0,0,0,0.257184541995062,0,0.111811799597371,0,0,0,0,0,-0.0126334099342146,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.00856760709207515,0,0,0,0,0,0,0,0,0,0,0,0.0785840723498562,0,0,0,0,0,0.239877887988048,-0.0928892219002688,0,0,0,0.0282038130138035,0,0,0,0,0,0,0,0,0.0791979423712632,0,0,0,0,0,0,-0.00771084599360689,0,0,0,0,0,0,0,0.0225256605211505,-0.0198082908268228,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.137994340663296,0.0748938488911619,0,0.0777892495320016,0,0,0.34975604875974,0,0,0,0,0,0,0,0,0,0,0,0.0333735651923593,0,0,0.00655684830375392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307573617837421,0,-0.015566622480946,0,0,0,0,0,0,0
X000157.SZ,0,0,0.0676574164802723,0,0,-0.000599840991320252,0,0,0,0,0.645067878116697,0,0,0.0107083322775452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238751757666054,0,0,0,0,0.106371975205619,0,0,0,0,0,0,-0.00523943703121064,0,0.0995866538130662,0,0.0510910510492384,0,0.0132737765314453,0,0,0,0,0,0,0.0123895893273888,0,0,0,0,0,0
X002241.SZ,0,0,0,0.13422445737758,0,0,-0.12085626275287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263491827897533,0,0,0.0725015322764399,0,0,-0.00463016973810354,0,0.0305367640080549,0,0.0198625767246342,0,0,0,0,0,0,0,0,0,0,0,0.054452530986545,0,-0.0149014535914927,0,0,0,0,0,0,-0.0325484632986376,0,-0.0776684804558525,0,0,0,0
X600703.SH,0.0605809585422421,0,0,0,0,0,0,0,0,0,0.155001491981176,0.00231513425487784,0,0.0321876099269279,0,0,0,0,0,0.0102358615706366,0,0,0,0,0.113693996349657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270368157466026,0.0673814931231605,0,0.143711819561347,0,0,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0.0345917421109357,0,0.0638324658955319,0,0,0,0,0,0.100992590451964,0,0,0,0,0,0,0,0.0595789178480743,0,0,0,0,-4.33680868994202e-19,0,0,0,0.188542422885014,0,0,0,0,0,0.112374446791452,0,0,0,0,0,0,0,0,0,-0.00500242068925682,0,0,0,0,0,0,0,-0.0509638484471434,0,0,0,0,0,0,0
X600089.SH,0.102330344633704,0,0.0250199845624852,0.101323164707433,0,0,0,0.121830577161132,0,0,0,0.0253080637850815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631484185727992,0.0677195151700143,0,0.0761725593844408,0,0,0,0,0,0,0,0,0.323785760450992,0,0,0.0189137872172,0,-0.0253497600769997,-0.0477230491556003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0.171345623243744,0,0,0,0.000481878548807664,0.185992135879973,0,0,0,0,0,0,0,0,0,0.0368768702995933,0,0,0,0,0.0267586115179295,0,0,0,0.0431883788737689,0,0,0,0.268285213686492,0,0.0102798782480133,0,0,0,0.0974358633455148,0,0,-0.044392930648968,0.0188888931974883,0,0,-0.0912700289394226,0,0,0,0,0,0,0,0,0,0.0132420073878922,0.0366084954699152,0,0,0,0,0,0
X600271.SH,0,0,0.238444587770548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154202920914754,0,0,0,0.0992564477091969,0.0100137807413316,0,0,0,0,0,0,0,0,0,0,0,0.0826747417554279,0,0,-0.000350866546815552,0,0,0.10344751442462,0,-0.0483688999788876,0.127149181657543,0,0,0,0,0,0,0,0,0,0,0
