,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X000100.SZ,X002241.SZ,X002371.SZ,X002007.SZ,X000596.SZ,X300014.SZ,X300142.SZ,X600741.SH,X600183.SH,X300003.SZ,X300124.SZ,X000977.SZ,X002129.SZ,X601877.SH,X002236.SZ,X000157.SZ,X000800.SZ,X000625.SZ,X600584.SH,X300136.SZ,X002456.SZ,X002049.SZ,X002414.SZ,X002463.SZ,X000066.SZ,X002179.SZ,X600118.SH,X002185.SZ,X600522.SH,X000021.SZ,X600498.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.263814127766775,0,0,0,0,0,0,0,0,0.0597707478622824,0,0,0,0,0.00331102650027719,0,0,0,0,0,0,0.159209402400214,0,0,0,0,0,0,0,0.00615095853996779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303205794574053,0,0,0,0,0.026919025881956,0.00104397712281391,-0.0128561517713754,0,0,0,0,0,0
X000858.SZ,0.118215479346943,0,0,0,0,0,0,0,0,0,0,0,0,0.254385041564587,0.417330470975602,0,0,0,0,0.0962550101999923,0,0,0.0822658373477381,0,0.0329812417438169,0,0,0,0,0,0.00245983978544823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0565875157783144,0,0,0,0,1.35525271560688e-20,0,0,0,0,0,0
X600276.SH,0,0.232960924086094,0,0,0,0,0,0,0.0938729699772671,0,0,0,0.203655562187082,0,0,0,0,0,0,0,0.0679504332409807,0.0415274821447697,0,0,0.0550682112087268,0.0349342470849244,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0825224162729797,0,0,0.0149444525213339,0,-0.0146442671275807,-0.0136795571371837,0,0,0,0,0,0
X000651.SZ,0,0.225419533282722,0,0,0,0.0540994514370804,0,0,0,0,0,0,0.0753401159472464,0,0.0218064247897209,0.213057668954409,0,0,0,0,0,0,0,0,0,0.0615847986557119,0,0,0,0.0227309519648557,0,0,0,0,0,0,0,0,-0.088323063017592,0.0827873074659991,0,0,0,0,0,0,0,0,0,0,0,0.00317079090734975,-0.00535479906011535,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541922358002573,0,0,0.0512620352065527,0.140803045398029,0,0,0,0.251017035683059,0,0,0,0,0,0,0.152303578312402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230476691608862,0,0,0,0,0,0,0.00331579922928913,-0.0113384788499637,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.143515616751075,0,0,0.0512100898378501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601283494012185,0,0,0.235161888582465,0,0,0,0.00689921900107107,0,0,0,0,0,0,0,0.122380962998373,0,0,0,0.184378241258989,0,0,0.0141360461028094,0,0,0,0,0,0,0
X600104.SH,0,0.0013710524376675,0,0,0.0486410942774405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090506580496668,0,0,0.303789996592772,0,0.0640134034847045,0,0.123279799830113,0,0,0,0,0.0424107279535048,0.03607476967675,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719624651963358,0,-0.0170877566528562,0.0268116862154917,0.0187085687607943,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0265448292837765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203874754822482,0,0,0.297282156421976,0,0,0,0,0,0,0,0,0,0,0.114548679781128,0,0,0.05110527412632,-0.0495587394652467,0,0,0,0,0,0
X002304.SZ,0,0.359117137067399,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0184497333508815,0.0224344269081798,0,0,0,0,0,0,0,0,0,0.0687145455061461,-0.0219239235689572,0,0,0,0,0,0,0,0,0,0,0,0.080787394439718,0.056277682761072,0,0.00221367910977904,-0.00148232363332803,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.121155615951454,0,0.106784298682342,0,0.105311497472976,0,0,0,0,0,0.0883986298326683,0,0,0,0,0,0,0,0,0,0,0.0840923806145482,0.218706581419905,0,0,0,0,0,0,0,0,0,-0.0372087462071574,0,0,0,0.0353904827935765,0,0,0,0,0,0,0,0,0,0,-0.00365946426322872,0.00360674942648731,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0313025134602879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281312955330287,0,0,0,0,0,0.0335327169359694,0.355960829501665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737702471060015,0,0,0,0,0,0,0.0164662498969885,-0.0110408970688188,0,0,0,0,0,0
X003816.SZ,0.0467641860799611,0,0,0,-0.0236273369314886,0,0,-0.00278598792709603,0,0,0.068765905620989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759695928591171,0,0.0301824960738884,0,0,0,0,0.112129581699353,0,0,0,0,0,0,0,0,-0.00129713667835598,0,0,0.0462688642933275,0,0,0,0,0,0,0.00312812610319189,-0.00149237878670684,0,0,0,0,0,0
