,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600703.SH,X600809.SH,X600690.SH,X002371.SZ,X000596.SZ,X002007.SZ,X300003.SZ,X000100.SZ,X002241.SZ,X600183.SH,X300142.SZ,X600741.SH,X300014.SZ,X000977.SZ,X300124.SZ,X601877.SH,X002129.SZ,X000157.SZ,X600584.SH,X002236.SZ,X000625.SZ,X000800.SZ,X002049.SZ,X002463.SZ,X000066.SZ,X002414.SZ,X002456.SZ,X300136.SZ,X600498.SH,X600118.SH,X002179.SZ,X002185.SZ,X600522.SH,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.155662173377741,0,0,0,0,0,0,0.00889721130302004,0,0,0,0,0.00621156303173172,0,0,0,0,0,0.210842205814855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246800172997976,0.107237627753355,0,0,0,0,0,0,0.0355463724883827,0.00254282631744978,0,0,0,0,0,0.0522175799121436,0.00665232976403084,0,0,0,0,0,0,0
X000858.SZ,0.140130554598059,0,0,0,0,-8.67361737988404e-19,0.0645090668301015,0,0,0,0,0,0,0.395476124560799,0,0,0.255566120239802,0,0,0.00868295033692849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377304098099054,0,-0.0493670897423182,0,0,0.00824289146100052,0.040602921404701,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.121963591452575,0,0,0,0,0,0.0156323545234381,0,0,0,0.152190361159322,0,0,0,0.0430243715249132,0.0379969263638184,0,0,0,0,0,0,0.0564387493872132,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.00863470852755457,0,0,-0.0421404558585745,0.0142974240555494,0,0,-0.00478465259068029,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0810278726932749,0,0,0,0,0,0.0253091349631751,0,0,0,0.149949211440646,0.387505582873638,0,0,0,0,0,0,0,0,0,0.0379488181513349,0,0,0,0,0,0,0,0,0,0.0221548741168424,0,0,0,-0.0669082544393285,0,0,0,0,0,0,0,0,0.0190220138931531,0.00857827797834809,0.007763568618918,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0254545446243481,0,0,0,0,0,0,0,0,0,0.0324264085172111,0,0,0,0,0,0,0,0,0,0,0.141277199148776,0.15726244412348,0,0,0,0,0,0,0,0,0,0.0292816388033464,0,0,0,-1.73472347597681e-18,0,0.0143362714757307,0,0,0,0,0,0,0,0.0285774455641891,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113047812153413,0,0,0.0369753953134906,0.109977064177956,0.198422753660846,0,0,0.0550182904398199,0,0,0,0.137416914531999,0,0,0,0,0,0.232178075571357,0,0,0,0,0,0,0.101805022228944,0,0,0,0,0,0,0.00621696019662885,0,0,0,0,0,0,0
X600104.SH,0,0.0586935106430492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711570488730025,0,0.120339340567341,0,0,0,0,0.382829003428124,0,0.140261930376598,0,0,1.73472347597681e-18,0,0,0,0.0343379404461023,0,0,0,0,0,0,0,-0.068840917804857,0,0,0,0,0,0,0,0.0193190177239635,0.0105048380721918,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.057438665281898,0,0,0,0,0,0,0,0,0,0.0356469245953201,-0.00137438258298831,0,0,0,0.197051017409825,0,0,0,0,0,0,0,0,0,0,0.174173468003742,0,0,0,0,0,0,0.207073553327122,0.445419162958431,0,0,0,-0.190839883594967,0,0,0,0.0297955238719355,0.104235562028634,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.108973832772282,0,0,0,0,0,0,0,0,0.298456858170461,0,0.0655816183924131,0,0,0,0,0,0,0,0,0,0.0325472856673487,0,0,0,0,0,0.229303029192956,0,0,0.0539523010121785,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0322665663101951,0,0,0,0,0,0
X002304.SZ,0,0.23203353710397,0,0,0,0,0,0,0,0,0,0,0,0,0.161393437954403,0,0,0.0829714534788961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142986226545991,0,0.0980850785518349,0,0,3.46944695195361e-18,0,0,0,0,0.0413358823424909,0,0,0,0,0,0,0,0.000686536855672872,0.0051704175660191,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0385765324249418,0,0,0,0,0,0,0,0,0.0291793499603284,0,0,-0.102020217814243,0,0,0,0,0,0,0,0.0118926539288116,0.0134249339833101,0,0,0,0.034771099255533,0,0,0,0,0,0,0,0.213823840953652,0.0170180980170628,0.0511642370808853,0,0,0,0,0,0,0,0,-0.00901524498671675,-0.00881018666939485,-0.0553026202099521,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0924454493341242,0,0,0,0,0,0,0,0,0,0,0,0.0542441503857301,0,0,0.0128196201134445,0.0794794353766802,0.555734770741044,0,0,0,0.149086483295769,0,0,0,0,0,0,0,0.0336072972983663,-0.0112236022319028,0,0,0,0,0,0,0,0.0142807215377639,0.0426766661486485,0,0,0,0,0,0,-0.000214920654820771,0,0,0,0,0,0,0
X000661.SZ,0,0.206567803457819,0.105445548008254,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100879817820045,0,0,0,0,0.0791489879402988,0,0,0,0,0,0,0,0,0.093277617087951,0,-0.0448058698535118,0,0,0,0,0.025596053116429,0.0553010242619865,0,0,0,0,0,0
X000568.SZ,0,0.533801907956847,0,0,0,0,0,0,0,0,0,0,0,0,0.0215874663607842,0.0188271904107216,0.251115751023603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217357966457976,0.0659816374226488,0,0,0,0,0,0,0.0190485942205379,0,0,0,0,0.0358239019751295,0,0,-0.00626447828132165,0.0212702906925789,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0125666800931979,0,0,0,0,0.0122360851608946,0,0,0,0.22722625077298,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.121475654872149,0,0,0,0,0,0,0,0,0.0903517482141364,0,0,0,0,0,0,0,0.110407222468373,0,0,0,0.0162232038864799,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114833880624893,0,0,0,0.191071896468286,0,0,0,0,0,0,0,0,0.0860020304241656,0,0.283721655133455,0,0,0,0,0,0,0.131891402871243,0.158556615448335,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600809.SH,0,0,0.099908938924186,0,0,0,0,0,0,0,0,0,0,0.904361484471661,0,0,0,0,0.122821964710422,0.0285283152847734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104059379923273,0,0,-0.0707115626671705,-0.00502512604239394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
