,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000063.SZ,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X000100.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X000661.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600584.SH,X600522.SH,X601877.SH,X000800.SZ,X600418.SH,X000977.SZ,X002074.SZ,X601799.SH,X002007.SZ,X600183.SH,X600702.SH,X002028.SZ,X002463.SZ,X300142.SZ,X002180.SZ,X000066.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0684433570618404,0,0,0.262167122950916,0.066017390250212,0,0.0395664634225086,0,0,0.287544560440399,0,0,0,0,0,0,0,0,0,0,0.161225070370082,0,0,0,0,0,0,-0.105276482115994,0,0,0,0,0,0,0,0,0.0743936809636204,-0.0232215748977897,0,0.0341756338013036,0,0,0,0.180221681402616,0,0,0,0,0,0,0.0348343107756289,0,0,0,0,0,0,0
X000858.SZ,0.229133765313372,0,0,0,0,0,0,0,0,0,0,0,0.175592525079013,0,0,0,0,0,-0.0322883543163097,0,0,0,0,0,0,0,-0.030189775040815,0,-0.0915483074614862,0,0,0,0,0,0,0,0,0,0.145251940927256,0,-0.166346958369925,0,0,0.207231970799222,0.0583192921904503,0,0.0401161784355933,0.0132036944208228,0,0,0,-0.013903149645746,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0561841100947787,0.0242803111916105,-0.139036282883086,0,0,0,0,0,0,0.103501222436043,0,0,0,0.039165268226097,0,0,0,0,0,0.0481928648540412,0,0,0,0.162473662045919,0,0,0,0,0,0,0,0,0,0,0.024267388421376,0.104437161906084,0,0,0,0,0.0887321438595498,0,0,0,0,0,0,0,-0.005767790214691,0,0,0,0,0,0,0
X000568.SZ,0.31378433917284,0,0,0,0.118792656174916,0,0.0208458425161042,0,0,0,0,0,0,0,0,0.304288718047413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124314837440134,0,0,0,0,0,0,0,0.0136784773062209,0.000790662829299151,0,0,0,0,0,0
X600809.SH,0.0688205276262401,0,0,0.746827292967109,0,0,0,0,0,0,0,0.0483762979505673,0,0,0,0,0,0,0,0,0,0.0788312715531667,0,0,0,0,0.0848469633809652,0,0,0,0.0670164888102986,0,0,0,-0.0503518519670295,0,0,0,0,-0.071733013508267,0,0,-0.136093554637922,0.0815963243949394,0,0,0,-0.0861928236055373,0,0,0,0.0150293571146053,-0.0423991432474715,0,0,0,0,0,0
X600276.SH,0,0,0,0.0180515455969714,0,0,0.0857870274176311,0,0,0,0,0,-0.326641013635904,0,0,0,-0.264872176813346,0,0.151288697332814,0,0,0,0.140065716562427,0,0,0,-0.272632454833362,0,-0.119138762801784,0.369181446267636,0,0,0,0.093681683402043,0,0,0,0,0.0241614386129121,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415841165044157,0.0303389649982382,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0502509635881483,0,0,0,0,0,0,0,0.112525340034884,0,0,0,0,0,0.197999207647738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638153262637223,0,0,0,0.119226158957557,0,-0.0113486719899347,0,0,0,0,0,0,0.266431063973894,0,0,0,0,0,-0.0821161806063032,0.0847408296958825,0,0,0,0,0,0
X600690.SH,0.131410458043069,0,0,0,0,0,0,0,0,0.141624675201752,0,0,0.00454801404331026,0,0,0,0,0.201234257078828,0,0,0.0536539367126199,0,0,0,0,0,0.0162773469653999,0,0.0170907110369424,0,0,0,0,0,0,0,0,0,-0.0187274783337939,0,0,0,0,3.46944695195361e-18,0,0.0364943372693741,0,0,0,0,0.0185262088527716,-0.0322031433081192,0.0560891746332021,-0.00288419623411582,0,0,0,0,0
X000651.SZ,0,0,-0.148735843957099,0,-0.0127236206655561,0,0.226555486771393,0,0,0,0,0.127197599417503,0,0,0,0,0,0.258615149864293,0,0,0,0,0.0365880873326969,0,-0.047438650635244,0,-0.107016440021932,0,-0.0904883886097434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742493942466322,0.0437574293285498,0,0,0,0.0475420050175567,-0.0988021177808776,0,0,0,0,0,0
X002304.SZ,0,0,0,0.312483905834235,0,0,0,0,0,0,0,0,0.297251574734122,0,0,0,0,0,0.070735782347756,0,0,0,0,-0.0103302706636866,0,0,0,0,0,0,0,0,0,-0.0261033543346736,0,0,0,-0.105859657851586,0,0,0,0,-0.053603693609424,0.138755645922594,0,0,0,0,0,0,-0.0411898914835083,0.0294666149136536,-0.0603181144792865,0,0,0,0,0,0
