,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000596.SZ,X000725.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X000661.SZ,X601877.SH,X002241.SZ,X600522.SH,X000733.SZ,X600702.SH,X002074.SZ,X601799.SH,X000800.SZ,X002028.SZ,X002463.SZ,X002007.SZ,X002180.SZ,X300142.SZ,X600460.SH,X000066.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.375142516165132,0,0,0,0.00264536452034903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495928133222657,0,0,0,0,0,0,-0.0161009140726492,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0961866558688707,0,0,0,0,0,0,0,0,0,0.000156570101497663,0,0,-0.0511449473613972,0.0828340107201482,0,0,0,0,0,0
X000858.SZ,0,0,0.447985687778982,0,0,-0.0130731741497556,0,0,0,0.1447902640381,0,0,0,0,0,0,0.0603454801973318,0,0.0345335392713602,0,0,0,0,0,0,0,-0.0771517961231324,0,-0.0446082167813221,0,0,0,0,0,0,0,-0.0215788431650089,0,0.00305182723340648,0,-0.0805333197397323,0,0,0,0,0.155205181763268,0.13289027997067,0,0,0,0,-0.0810665494748768,0.100013419349438,0,0,0,0,0,0
X000568.SZ,0,0.643233239568112,0,0,0,0.0491809993507342,0,0,0,0,8.67361737988404e-19,0,0,0,0.302769996054126,0,0.0728218930990919,0,-0.00412420127031603,0,0,0,0,0,-0.0152406744359283,0,0,0,-0.0163101357125992,0,0,0,0,0,0,0,0,0,0.102510924267948,0,0,0,-0.163104042908552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.377019321124419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225397155227546,0,0,0,0,0.432897246947408,0,0,0,-0.0285487641254222,0,0,0,-0.226739449876498,0,0,0,-0.135564179495231,0,-0.0125225835114935,-0.0432140013572193,-0.0451466245069041,0,0,0,0,0,0,0,-0.0234071227583923,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,-0.0286738090170162,0,0,0,0,0,-0.168967327199499,0,0,0,0,0.120468518545407,0.0786739005165384,0,0,0.113564587028572,0,0,0,0.0219362129463388,0,0,0.0517771515373542,0,0,0,0.026246140979212,0,0,0,0,0,0.282132794384147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0616704177849958,0,0,0,0,0,0.0159242130874899,0,0.0133708989101007,0,-0.0450783282775617,0,-0.171148543975379,0,0,0,0,0,-0.255296531239628,0,0,0,-0.338065900909016,0,0,0,0.235005849176599,0.439837376369699,0,0,0,0,0,0,0,0,0.246450387946345,0,0,0,0,0,0,0,0,-0.0449567720749838,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0412547633505181,0,0,0,0,0,0,0.0159177655547775,0,0,0,0,0,0,0,0,0,0,0,0,0.138704651363892,0.07425041755989,0,0,0,0,0,0,0.159633924077681,0,0,0,0.639949806852941,0,0,0,0,0,0,0,0,0,0,-0.0211491432017484,0,0,0,0,0.0331691421444291,0,0,0,0,0,0,0
X600690.SH,0,0.0122370418002344,0,0,0,0,0.0119586301258967,0,0.0536353245596358,0.118068145341715,0,0,0,0,0,0,0.0269892799638339,0.266409965683155,0,0,0.074360861993358,0,0,0,0,0,0,0,0,0.0568624465427628,0,0,0.00585394293025421,0,0,0,0,0,0.000814402226356415,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0743931097888948,0,0,0.00967916854076426,0,0,0,0,0,0
X002304.SZ,0,0.359338178899954,0.128620425055196,0,0.0906358989081638,0,0,0,0,0,0.0101151827675378,0,0,0,0,0,0,0,0.0683508954663627,0,0,0,0,-0.0398110061715495,0,0,0,-0.0114138326885322,0,0,0,0,0,0,0,0,0,0,0.0459169346969704,0,0,0,0,0,0,0,0,0,0,0.018420426488093,0,0,0.018370282378514,-0.0938146340285086,0,0,0,0,0
X000651.SZ,0,0.0881509463276577,0,0,0,0,0.0837731098674241,0.291037806495872,0,0,0.0322381814552676,0,0,0,0,0,0,0,0.0836784143711205,0,0,0,0,0,0,0,0,0,-0.0768410728927755,0,0,0,0,0,0,0,0,0.137106422318395,0,0,0,0,0,-0.0404375838425203,0,0.0330884146284363,0,0,0,0,0.0358082529968444,0,0.0163591811730173,0.00527705190792481,0,0,0,0,0
