,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X000625.SZ,X600487.SH,X600498.SH,X002008.SZ,X600809.SH,X000661.SZ,X002007.SZ,X000596.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X600566.SH,X600089.SH,X600177.SH,X600066.SH,X300146.SZ,X002180.SZ,X600522.SH,X002456.SZ,X600867.SH,X002506.SZ,X600372.SH,X002508.SZ,X002241.SZ,X002294.SZ,X600118.SH,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.171835681446225,0,0.141010456211375,0,0,0,0,0,0,0,0,0,0,-0.0606861650458631,0,0,0,0,0,0.0603810656031999,0,0,0.100485480043984,0,0,0.106557272831138,0,0,0,0,0,0,0.136866178077132,0.0567894725225058,0,0,0,0,0,0,0,0,0.024610879773734,0,0,0,0,-0.0419690363311233,0.027895464459294,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743665965635721,0,0,0,0.166234605641171,0,0,0,0.0331379651211546,0,0,0,0,0.252225566103099,0,0,0,0,0,0,-0.0660898201883716,0,0,0,0,0,0,0,0,0,0.0733180843248997,0.00344879619760252,-0.0382993257162867,0,0,0,-0.000631736982377865,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153641312607681,0,-0.0116784158087708,0,0,0.691152042302948,0,0,0,0,0,0,0,-0.00128759458061146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085270601040023,-8.67361737988404e-19,0,0,0,0,-0.0117255257279709,0,0,0,0,0,0.0550491580587117,0
X000651.SZ,0.287646672078224,0,0,0,0.0157801080260648,0,0,0.180505102922181,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033440080415584,0,0.125857560126754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401575105985523,0,0,-0.00471896358373042,0,0,0,0,0,0,0
X000858.SZ,0.267843751280244,0,0,0,0,0,0.304733419181416,0.0872671414981133,0,0,0,0,0,0.100734616720351,0.033690405240992,0,-0.00480749903489845,0,0,0,0,0,0,0,0.0629364757950881,0,0.154138766922152,0,0,0,0,0,0,-0.0196654201888702,0,0,0.064789262175345,0,0,0,0,-0.0911307807225833,0,0,0,0,0,0.0351157053716978,0,0,0,-0.00573837084203452,0.0145756393299008,0,0,0,0,0,0
X600276.SH,0,0,0.00311437685309876,0,0,0,0.102522078884151,0.21352554310094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291019489811529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235999062204076,0,0,0,0.0716921180609512,0,0,0,0,0.189573775747826,0,0,0,0,0.0159294497177538,0.0498056411211303,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0362019931631078,0,0,0,0,-0.031462946311642,0,0,0,0,0,0,0,0,0,0,0,0.149073361414979,0,0,0,0,0.340313203126289,0,0,0.347640459455554,-0.0434514098606114,0,0,-1.38777878078145e-17,0,0,0,0.102468010337299,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119551581670097,0.0491055675246417,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.181688550777591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535603650453288,0,0,0,0,0.0883807449140096,0,0,0,0,0,0.0434749622248374,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.110099407690774,0,0,0,0,0.159942081159558,0,-0.0183100777842177,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0450568648802269,0,0,0,0,0,0,0.137459593098227,0,0,0,0,0,0,0,0,0,0.00648601791946937,0.0449480799993981,0,0.0306900748037434,0.0630152414631845,0,0,0,0,0,0,0.00290847805837044,0,0,0.0486978057538385,0,0,0,0,0,0,0.0536859987880847,0,0,0.12682232145617,0,0.0299681793241919,0.000298815999500085,0,0,0,0,0,0.0191092160156806,0,0,0,-8.67361737988404e-19,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512813442049082,0,0,0,0,0,0,0.0760680810042223,0.317347263135581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208869593519945,0,0,0,0,0.040766912162768,0,0,0,0,0,0,0.0253646644454814,-0.0389360704981541,0,0,0,0.117377887385921,0,0
