,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X300003.SZ,X600031.SH,X002008.SZ,X600809.SH,X300124.SZ,X601877.SH,X600867.SH,X600066.SH,X000625.SZ,X600271.SH,X002456.SZ,X600487.SH,X002294.SZ,X000596.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X000661.SZ,X002508.SZ,X300142.SZ,X002180.SZ,X300136.SZ,X000157.SZ,X002007.SZ,X000050.SZ,X002179.SZ,X000869.SZ,X600522.SH,X002038.SZ,X600177.SH,X600498.SH,X002049.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.404400535163845,0.0566663078358714,0.0826874788637102,0,0,0,8.67361737988404e-19,0.0341967334911882,0,0.0259689113131063,0,0,0,0,0,0,0.0479429036318554,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257763982185787,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.250588213819459,0,0,0,0,0,0.0419687550311234,0,0,0,0,0.14469057397784,-4.33680868994202e-19,0,0.000702060479679493,0,0,0,0,0,0,0.149355584243857,0,0,0,0,0,0,0,0,0,0,0.0303762999581494,0,0,0,-0.0429428769370142,-0.0172595278077283,0,-0.0895701328637184,0,-0.0617651585548281,0,0,0,-0.0325152344953299,-0.0655200768882131,0,0,0,0,0,0
X002415.SZ,0.0967119704153135,0,0,0,0,0,0,0,0,0,0,0,0.0197647061060277,0,0,0.230367266741326,0,0,0.00787003267098415,0,0,0,0,0,0,0,0,0.14465203437597,0,0,0,0.196527143619341,0,0.230422855222389,0,0,0.0266308371062206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00853475835788971,-0.0165994677314981,-0.06019481188616,0,0,0,0,0
X000858.SZ,0.195152690987759,0,0,0,0.185145247480506,0,0.0597714808354917,0,0,0,0.197216882057877,0,0.0797566085796505,0,0,0.0464046814595688,0,0,0,0.11001825090932,0,0,0,0,0,0,0,0,-0.0904124771971867,0.0290845824756977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127665781508141,0,0,0,0,0,2.16840434497101e-19,-0.00311437786692161,0,0,0,0,0,0
X000651.SZ,0,0,0,0.393625954763248,0,0,0,0,0,0.122154834474016,0,0.163465214927716,0,0,0,0.0641495280803264,0,0,0,0,0,0,0,0,0,-0.0310339656392768,0.000207688260438578,0,0,0,0,0,0,0,0,0,0,-0.0633755843564562,0,0,0,0.150166208539875,0,0,0.138487842721785,0,0,0,0,-0.0572995317592207,0,0.0221099840511505,0.070271757236342,0,0,0,0,0,0
X600276.SH,0.108129693272265,0,0,0,0,0,0,0,0,0,0.116428720110345,0,0,0,0,0,0.29199258778724,0,0,0.0321968959991056,0,0,0,0,0,-0.0844913578856142,0,0,0.143417379591558,0,0,0.162125215203492,0,0,0.191227849273293,0,0,0,0,0,0,0,0,0.0495106533769799,0,0.0132317576773789,0,0,0,0,0,-0.0589610469799859,0.0101871702952982,0,0,0,0,0,0
X002304.SZ,-3.46944695195361e-18,0,0.0812738186792742,0.0747985178809699,0,0,0,0,0,0.167283817317048,0.0109235607388541,0,0.120475157652975,0,0,0,0,0,0.0205932627849336,0.189353284199334,0.0561591952841112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.00895135713490677,-0.0229268292664221,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0168077101565332,0,0,0,0,0,0.0276274109877981,0,0,0,0,0,0,0,0,0,0,0,0,0.208050422687072,0,0,0,0.172455324704357,0,0,0,0,0,0.0253105611812885,0,0,0,-0.0849097465738281,0.0768317010789726,0,0,0,0,0,0,0,0,0.00968247403341798,0,0,0,-0.019075506752667,0.0210535063416528,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.00427333691148616,0,0,0,0,0,0,0,0,0,0,0,0.103101499098603,0,0,0,0.0208037330887063,0,0,0.020393285871345,0,0,0,0.175476429708823,0,0.0117601099411555,0.183162441834023,0,0,0.111772563624198,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0144891652421857,-0.023130828274297,0,0,0,0,0,0
X600690.SH,0,0,0,0.281421290343376,0,0,0.0781476599252116,0,0,0,0.00401674766106818,0,0.196301230036481,0,0,0,0,0,0,0.0697165525230991,0.00784441384331297,0,0,0,0,0,0,0,-0.0216290044051154,0,0,0,0,0,0,0,0,0.0432582954176211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.529446333209195,0,0,0.0339831822032546,0.0927997373745854,0.130088777719831,0,0,0,0.0399539262105937,0,0,0,0.0511978049331097,0,0,0,0,0,0,0,0,0.0766468004842223,0,0,0,0,0,0,0.138686349872012,0,-0.0521551195669982,0,0,0,0,-0.127876705923315,0.0303569202726844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00803704252247131,0,0,0,0,0,0
X600703.SH,0,0,0.0914045066954554,0,0,0,-0.00107056862732396,0.0877357291924298,0,0,-0.101950795492839,0,0,-0.0291370382853042,0,0,-0.09899815809159,0,0,0,0,0.100936291254851,0,0,0,0,0.524451944501361,0,-0.130404461627949,0,0,0,-0.469441010625348,0,0,0,-0.0944185102196069,0,0,0,0,0,0.517275350529813,0,0.0487286755663134,0,0,-0.0253579258303468,0,-0.00885070770441871,0,0.0162690932792576,0,0,0,0,0,0,0
X600741.SH,0,0.403030396010131,0,0.0907254615781096,0,0.0161390571686672,0.0356223653104909,0,0,0.164963691080612,0,0,0,0,0,0,0.101085318265505,0,0.0765724604933404,0,0,0,0,0,0,-0.074803702227988,0,0,0,0,0,0,0,0,0,-0.0664850086391055,0,0,0,0,0,0,0,0,0,0,0,0,0.00125592928475475,0,0,0.0258036922285206,-0.0165861896908686,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414166062360504,0.517632521683241,0,0,0,0,0,0,0,0,0,0,0,0.225099564067751,0,0,-0.0298185416323884,0,-0.082996627737255,0,0,0,0,-0.0234402530834958,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X000338.SZ,0,0,0.0507461948592177,0,0,0,0,0.0764963011236787,0,0,0,0,-0.128632410142878,0,0,0.0517982678191517,-0.0208009581466875,0.180514016085984,0,0.0399918830941946,0,0,0,0,0,0,0,0.0500678437972722,0,0,0,0,0,0,0,0,0,0,0.0468615355156055,0,0,0,0,0,0,0,0,0,-0.0195545288468026,-0.0486412968571206,0,-0.0114872061173577,-0.00472868367231596,0,0,0,0,0,0
X002236.SZ,0,0,0.509473596145156,0,0,0,0.15472397234781,0,0,0,0,0,0,0.132255927231699,0,0,0,0,0,0,0,0.0179157644323249,0,0,0,0,0.345802740474351,0,0,0,0,0,0,-0.0801373222691609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562516978950048,0.0381674982112565,0,0.0230060071997935,0,0,0,0,0,0,0
