,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X000338.SZ,X000568.SZ,X600741.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002236.SZ,X002456.SZ,X002008.SZ,X600487.SH,X600566.SH,X000100.SZ,X002007.SZ,X000661.SZ,X002179.SZ,X000625.SZ,X600498.SH,X000596.SZ,X600809.SH,X600867.SH,X300146.SZ,X002294.SZ,X300136.SZ,X600177.SH,X002180.SZ,X000157.SZ,X002506.SZ,X600089.SH,X300142.SZ,X002241.SZ,X000977.SZ,X600066.SH,X600372.SH,X600522.SH,X000981.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.769076836033363,0,0,0.0770659297824094,0,0,0,0,0,0,0,0.0512275406390131,0,0,0,0,0,0,0.101236821070649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381097571019948,0,0,0,0,0,0,0.0134418349743031,0,0,0,0,0,0.00978623652140487,0,0,0,0,-0.0299467421876101,0,0
X600104.SH,0,0,0.16932893747348,0,0,0,0,0,0,0,0,0,0,0,0,0.254801596941174,0,0,0,0,0,0,0,0,0,0,0,0.0113402784206141,0,0,0.135931072411221,0,0.201182371743233,0,0,0,0,0,0,0,0,0,0,0,0.127391158518203,0,0,0,0,0,-0.149838085719752,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0757024214489291,0,0,0,0,0,0,0,-0.152468398675928,0.0476064162706056,0,0.00274584972151014,0,0,0,0.607545333263023,0,0.114278877408606,0,0,0,0,0,0,0,0.0184914370940659,0,0,0,0,0,0,0,0.0988238785287668,0,0,0,0,0,0,0,0,0,0,0,0.182799522976114,0,0.0876788416607852,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349775273768051,0,0,0,0.201177276070137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254926749620607,0.142788154419053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159180754206983,0,0.0249616691657049,0,0,0,0,0,0,0
X000651.SZ,0.120402610380201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282073302129711,0,0.0676546693369537,0,0,0.119177749018382,0,0,0,0,0,0,0,0,0,0,0,0,0.0900881043638808,0.0210372858809787,0,0,0,0,0,0,0,0,0.0605992906927871,0,0,0.0272029863826219,0,0,0,0,0,0.00500703108885341,0,0,0,0,0,0,0
X000858.SZ,0.036584682152354,0,0,0,0,0,0.208243886117507,0,0,0,0,0,0,0,0.0445167406354286,0,0,0,-0.00125111680510933,0,0,0,0,0,0,0,0,0,0,0,0,0.256613471591283,0.288639696541083,0,0,0,0,0,0,0,0,0,0,0,0,0.0513728114586894,0,0,0,0,0,0.0159264747731204,0.0151947449200959,0,0,0,0,0,0
X002304.SZ,-1.73472347597681e-18,0,0.0512499997699148,0,0.0303245887809332,0.0967287472570066,0,0,0,0.039893190544335,0,0,0,0,0.589697982906952,0,0.00738294374817638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193862998915725,0,0.0134279304158109,0,0,0,-0.0513219109589926,0,0,0,0,0,0,0,0,0,0,0,0,0.0402665711474276,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152313532229826,0,0,0,0,0,0,0.0783846349731579,0,0.226055283377397,0,0.0791885752530608,0,0,0.240738986150627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451531822136021,0.219208267954271,0,0,0,0.0246071031224149,-0.0147023993148117,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.169068543038342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25113706959173,0,-0.0559167567561515,0,0,0,0,0,0,0,0.0127737613424392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298526464890857,0.245711215506261,0,0,0,0,0,0.00246120109257477,-0.0612920264172813,0,0,0,0,0,0
X000063.SZ,0,0,0.280298935770129,0,0,0,0,0,0,0,0.100118776937596,0,0.087814343480924,0,0,0,-0.00872976209504463,0,0,0,0,0.22457146739127,0,0.156851484363414,0,0,0,0,0,0,0,0,0,0,0,0,0.0465460153428636,0,0.0388092696179266,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559947313042947,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184296317252474,0,0,0,0,0.574454446518413,0,0,0,0,0,0.198181379429736,0,0,-0.0602098176757599,0,-0.12484958526493,0,0,0,0.0906026495159441,0,0,0,0,0,0,0,0.188640942857203,0,0,0,0,0,0,0.000913182940819869,0.0975511908963202,0,0,0,0,0,0
X600031.SH,0,0,0.0773238914302014,0.0611201543036181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387147055011465,0,0.0155885734586053,0.0835884827546497,0,0,0,0,0,0,0,0.293847159439048,0,0,0,0.248611454100647,0,0.0384241100821132,0,0,-0.019238377912814,0.0311362778803015,0,0,0,0,0,0
X600703.SH,0,0,-0.0181615703212594,0,0,0,0.0204599033376481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182034687968516,0.113036968770709,0,0.020850658339228,0,0,0,8.67361737988404e-19,0.553121426523374,0,0,0,0,0,0.288811927327125,0,0,0,0,0,0,-0.0709598012084456,0,0,-0.236388374008097,0,0,0,0.361408947408581,0,0,-0.0135963120823588,-0.0240828344348149,0.477761637139624,0,0,-0.0434694747004793,0,0
X000338.SZ,0,0.144289674147721,0,0,0.170976341140263,0,0,0,0,0,0.0278052283626472,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16532605025825,-0.0446045949932378,0,0,0,0,0,0,0,0,0,0,0.048438201068138,0,0,0.145453368534779,0,0,0,0.0496969753365768,-0.0485402618532803,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.510983874389316,0,0,0.0263283004127068,0,0,0,0,0,0,0,0.0364617575430234,0,0,0,0,0,0,0,0,0,0.144680884757898,0,0,0,0,0,0.292241279461227,0,0,0,0,0,0.0565336528237818,0,0,0,0,0,0,0,-0.0161989671955206,0,0,0,0,-0.000765708561277393,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.0561692042250716,0.016917554591239,0,0.12724045141773,0,0.0595953591531179,0,0,0,0,0,0,0,0,0,0.0280103744705831,0,0,0,0,0,0,0.0588983101364714,0,0,0,0,0.0922435258661486,0,0,0,0.12733346693288,0,0,0,0,0,0.0954419643707869,0,0,0.159651147648671,0,0,0,0,0,0.0434341786485865,-0.00913090485828887,0,0,0,0,0,0
X300003.SZ,0,0,0,0.657646321755405,0,0,0,0,0,-0.141466822288395,0.146752655992607,0,0,0,0,0,0,-0.214649545981038,0,0,0,0,0,0,0.0821649635150826,0,0.250420394829695,0.0441417391396257,0,0,0,0,0,0.0316557455820826,-0.108347291610222,0,0.00937343694791592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133222710652915,3.46944695195361e-18,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.197697390940842,0,0,0,0.0162511335611357,0,0,0.0164174533282017,0,0,0,0,0.0801239710541086,0.220561187316193,0,0,0,0,0,0,0,0,-0.0170374000446425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265081310291136,0,0,0,0,0.0124801522861335,-0.037051883381169,0,0,0,0,0,0
