,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X600741.SH,X000100.SZ,X002506.SZ,X002292.SZ,X002241.SZ,X600031.SH,X600066.SH,X600118.SH,X002236.SZ,X000559.SZ,X002049.SZ,X000157.SZ,X002465.SZ,X600372.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600089.SH,X300124.SZ,X600177.SH,X600867.SH,X002294.SZ,X300003.SZ,X002074.SZ,X000869.SZ,X002456.SZ,X002085.SZ,X601877.SH,X600498.SH,X002426.SZ,X002129.SZ,X000977.SZ,X300146.SZ,X000623.SZ,X002008.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073187092401423,0,0,0.00269510537322205,0,0.0286171874983378,-0.0224722322043584,0,0,0,0,0,0,0,0,0.153746753576832,0.0781278593205849,0,0,0,0,-3.46944695195361e-18,0,0,0.027025242069713,0,0,0,0,0,0,0,0,0.0165440755775946,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.233398437238354,0,0,0,0,0,0,0.0266515251741041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718903542681106,0,0,0,0.12357040590233,0,0,0,0,0,0,0.0953020153172393,0,0,-0.0198578033274394,-0.00804648697853621,0,0,0,0,0,0
X000651.SZ,0,0,0,0.255323567505632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210008623950832,0.298544848737863,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0233592613438134,0.0621341515637963,0,0,0,0.0171365889384379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435888540130727,0,0,0,0,0,0,0.145722451529697,0,0,0.0249571289076443,0,0,0,0,0.366654294400686,0.033397649127962,0,0,-0.0435829411715127,-0.0272910743109329,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458559140207046,0.139582635783002,0,0,0.397709702101979,0,-0.0231780147923079,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753393456734378,0.0385261505987615,0,0,0,0.056306210112037,0,0,0,-0.0069025416857114,0,0,-0.0187035133900218,0,-0.0182257399656822,-0.0205843283205344,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.108332549917031,0,0,0,0.257329638810373,0,0,0,0,0,0,0,0.00333259416108139,0,0,0,0,0,0,0,0,0,0.164566071820183,0,0,0,0,0,0.0229999414443814,0,0,0.0852862411278146,0,0.0559052531333824,0.0346706194690187,0.00554818951004819,0,0,0,0,0,-0.0175671532381316,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.115782247761382,0.00772748345569643,0,0,-0.0317022389398387,0,0.0190456635178779,0,0,0.0416056699547249,0,0,0,0,0,0,0,0,0.224187062772107,0,0,0.205369723292446,0.100902360160505,0,0,0,0,0,0,0,0.000134874565331875,0,0,0,0.0549743796864469,0,0,0,0,0,-0.0100081055813973,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0723428860052645,0,0.10411084922753,0,0.0658685612576217,0,0,0,0.00902021899849292,0,0,0,0,0,0.0382005180661005,0,0.138858750715717,-0.0625324825990538,0,-0.144034014655067,0,0,0,0,0,0,0,0,0,0,-0.118726578902165,0,0,0,0,0.00326470502052887,0,0.0438876033125003,0.0675088110518059,0,0,0,0,0,-0.0257393756939724,0.00533739676535685,0,0,0,0,0,0
X000625.SZ,0,0,0.0890986724710142,0,0,0,0,0,0,0,0,0,0,0.0164269606324168,0,0,0,0,0.050258017823168,0,0.208035112658559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128148716014456,0,0.00759546784895918,0.202142240744059,0,0.226298186757925,0,0,-0.0147542668777214,0,0,0,0,0,0
X000063.SZ,0,0,0.0166959601766785,0,0,0,0,0,0.0711599892199579,0,0,0,0,0,0,0.035504209490952,0,0,0,0,0.137292911838811,0,0,0,0,0,0,0,0,0.145735024946785,0.170480362874312,0.0267882441860404,0,0,0.00172770545535362,0,0,0,0,0,0.142664974450904,0.0362504613260602,0,0,4.33680868994202e-19,0,0,0,0,-0.0143498504098324,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347705732749439,0.112562716846908,0,0,0.034988208701592,0,0.175507332116075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151348434635741,0,0,0.0900367014217231,0,0,0,0.041791212027135,0,0.0415356149509979,0,0,0,-0.0263505935478558,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.0682313723594124,0,0,0,0,0,0,0.00734049045902557,0,0,0,0,0.0275807198819413,0,0,0,0.036995956531144,0,0,0,0,0,0.0651881019229782,0.11949788258866,0,0,0,0,0.0872993961365666,0,0,0,0,0.0266381911815269,0,0,0.0700762777794683,0.0885202920630816,0,0,0,-0.00551520039699653,0,0,0,0,0,0
X000100.SZ,0,0,0.0706748606511447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161674961091703,0.0122869681791786,0,0,0,0,0,0.216412353305727,0,0,0,0,0.0811254917864629,0.107869915317506,0,0,0,0,0,0,-0.0651412308525043,0,0,0,0,0,0
X002506.SZ,0,0,0,0.00983382924362015,0,0,0,0,0,0,0,0,0,0,0.251544831731178,0,0,0,0,0,0,0,0,0,-0.120631520318334,0,0,0,0.135034838656052,0,0,0,0,0,0,0,0.356702647214368,0,0,0.0182538524198314,-0.0300030196491242,0.176353403243245,0,0,0,-0.067392592439903,0,0,-0.0374638504007997,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133805847278921,0,0,0,0,0,0,0.0651990438661962,0,0,0,0,0,0,0,0,0.108244275804982,0,0,0,0.165546881263892,0.329102119119451,0,0.212311188277043,0,0,-0.164895937619987,0,0.0279430655593111,0,0,0,0,0,0,-0.0336077136785594,-0.126331008846394,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.180792490883875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441107716573766,0,0,0.0892400615326285,0.0240678125842612,0.0120098199654205,0.205402301198907,0,0.293278453936123,-3.46944695195361e-18,0,0,0,0.0139430564749033,0,0,0,0,0,0
X600031.SH,0,0,0,0.00636140673497358,0,0,0,0,0.110153937699266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274020348084713,0,0,0,0.158156619902869,0,0,0,0.100226145117906,0,0,0,0.0461995534119974,0,0,0,0,0,0,0.0820337434610555,0,0,0.109289527738868,0,0,0,0.0066034572437648,-8.67361737988404e-19,0,0,0,0,0,0
