,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X600703.SH,X002371.SZ,X000596.SZ,X000100.SZ,X300142.SZ,X002129.SZ,X002049.SZ,X600741.SH,X000157.SZ,X000799.SZ,X002179.SZ,X600702.SH,X002007.SZ,X601877.SH,X002236.SZ,X600779.SH,X002414.SZ,X600584.SH,X300146.SZ,X601799.SH,X300003.SZ,X600460.SH,X600183.SH,X000800.SZ,X002074.SZ,X600089.SH,X000066.SZ,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.00745598295959667,0.102831601306399,0,0,0,0,0,0,0,0,0,0,0,0,0.100637532801029,0,0.083477081605173,0.0169433763276151,0,0,0,0,0,0.121254258878546,0,0,0,0,0,0.00520736557294969,0,0,0,0,0,0,0,0,0.00976286587358639,0,0,0,-0.0994996790631155,0,0,0,0,0,0,0.012162054500594,0,0
X000858.SZ,0,0,0,0.200282474074169,0,0.382407330599028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674072482017335,0,0,0.00611876776299774,0,0,0,0,0,0,0,0.111065021121214,0.0270569202428941,0,0,0,0,0,0,0,0,0,0,-0.0330615908007086,0,0,0.0732429603014814,0,0,0,0,0,0,0,0,0,0,-0.00539010505639629,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0745914992836853,0,0,0,0,0,0.0666397635676362,0,0,0,0,0.12183312813116,0,0,0,0.00998965336151789,0,0,0.0013933446763101,0,0,0,0,0,0,0,0.00700682577205057,0,0,0,0,0,0,0.102538816038193,0,0,0,0,0,0,0,0,-0.018824006684793,4.33680868994202e-19,0,0,0,0.0091610300328265,0,0
X600276.SH,0,0,0.0373969810873694,0,0,0,0,0.0956335219230038,0.193636406264996,0,0,0,-0.115862311375921,0,0,0,0,0,0,0.0230660336826578,0,0,0,0,0,0.043908426365904,0,0.0326897568798623,0,0,0,0,0,0,0,0.0798849632005806,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629345206663029,0,0.153680423680114,0,0,0,0,0.0205741810875439,0,0
X600809.SH,0,0,0,0,0,0.164577629078759,0,0.0786512411737659,0,0,0,0,0,0,0.0821361322494707,0.216884132328861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42177285229587,0,0.0671641173576846,0,0,0,0.0434013359847604,0,0.0661639937274272,0,0,0,0,0,0,0.0610417554160599,0,0,0,0,0,0,0,0,0,0,0.0142337922208896,0,0
X000568.SZ,0,0.748524372095676,0,0.00265513934000934,0.0948142757318807,0,0,0.210330726758619,0,0,0,0,0,0,0,0,0,0,0,-0.00505791902729256,-0.092611620887645,0,0.016477299638501,0,0,0,0,0,0,0,0,0,-0.0195857908652769,0,0,0,0,0,0,0.0145318508773839,0,0,-0.0551583478788847,0,0,0.2269619369617,0,0,0.106741929975032,0,0,0,0,0,0,0,0.00223786166085384,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0660656012647412,0,0,0.0100563971225543,0,0,0,0,0.03742255817863,0,0,0,0,0.258957511400907,-0.0309407500183178,0,0,0,0,0,0,0.0446274278709057,0,0,0,0.0370839938415463,0,0,0,-0.0294511938963354,0,-0.0580250485657879,0,0,0,0,0,0,0,0,0,-0.00217365568521205,0,0,0,-0.0157071338920314,0,0
X002304.SZ,0,0,0,0,0,0.0917168168469431,0,0,0,0,0,0,0,-0.093322147034287,0.0425173484759532,0,0,0,0,0,0,0.588720141299583,0,0.0262360550012017,-0.0631895083422658,0.0428477328268475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282948648403859,0,0,0,0,0,0,0,0.0734698040500807,0,0,0,-0.144679886527659,0.147559764521002,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163680328894863,0.215575496922482,0,0,0.0519235244476534,-0.140235996067364,0.2229529748871,0.0207613041199091,0,0.195727247149074,0,0.1637493440527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427496615286755,0,0.00872173838011107,0,0,0,0,0,0,-0.0208338332921684,0,0.029532896301812,0,0,0,0,-0.0568603771423666,0,0
X600690.SH,0,0,0.120323353840781,0,0,0.0420515429406833,0,0,0.0101750306452816,0,0,0,0.409634888698149,0,0,0,0.0730344467543716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161314442173843,0,0,0,0.137901044025213,0.00382131063789115,0,0,0,0,0,0,0,0.0134774114749888,0,0,0,0,0.136932443620621,0,0,0,0,0,0,0,0.0200135946682368,0,0
X600104.SH,0,0,0,0,0,0,0.148658393622824,0,0.0774774255648848,0,0,0,0,-8.67361737988404e-19,-0.0205617796065372,0.0852132411983733,0,0,0,0,0.0321709427440081,0.0423639921501826,0,-0.0998477802459773,0.00392975429312083,0,0,0,8.67361737988404e-19,0,-0.0260962454934028,0,0.0747095956990877,0,0,0,0,0,0,0,0,0,0.0234847046688152,0,0,0,0,0,0,0,0,0.0612888836591765,0,0,0,0,0.0134927323444563,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191324681317417,0,0.12132048698102,0,0.0951280540007467,0,0,0,0,0,0,0,0.2306252234891,0,0,0,0.191195875557363,0,0,0,0,0,0.0613128970238219,0,0,0.226598646929228,0,0,0,0,0,0,0,-0.0744532578658821,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925350550388461,0,0,0,0,0.0835743304168998,1.0842021724855e-19,8.67361737988404e-19,0,0,0.454680699245958,0.0279261299729263,-0.00288067167305435,0,0,0,0,0,0,0.253910620001489,0,0,0.0836835723808613,0,0,0,0,0,0,0,0,0,0,-0.0283415173583043,0,0,0,0,8.67361737988404e-19,0,0,0,0.00265261549930948,0,0
X300014.SZ,0,0,0,0,0,0,0,-0.18436969039455,0,0,0,0,0,0,0,0.324823659406851,0,0.107205335636255,0,0.167000454417726,0.187913070426585,0,0,0,0,0,0,0,-0.00192758172650113,0,0,0,0.0560139477061995,0,0,0,0,0,-0.144969710167012,0.476395626721825,0,0,0,0,0,0,0.532051847149343,0,0,0,0,0,0.06801066127508,0,0,0,-0.219062146708254,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756665208519617,0,0,0,0,0,0,0,0,0,0.358723277462356,0.179737159080259,0,0,0,0.0879730052946314,0.25128246640826,0,0,0,0,-0.0204882493980379,0,0,0,0.317074802661795,0,0,0,0,0,0,0,0,0,0,-0.0849371158598601,0,0,0,0,0.0339323528525758,0,0
