,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X000661.SZ,X600809.SH,X600741.SH,X002241.SZ,X600703.SH,X300003.SZ,X000596.SZ,X002236.SZ,X600183.SH,X601877.SH,X002007.SZ,X000100.SZ,X000157.SZ,X300142.SZ,X000066.SZ,X002179.SZ,X300124.SZ,X300136.SZ,X600271.SH,X002008.SZ,X002463.SZ,X300014.SZ,X000977.SZ,X000625.SZ,X600177.SH,X002456.SZ,X002129.SZ,X002506.SZ,X002371.SZ,X600066.SH,X600867.SH,X600498.SH,X000050.SZ,X002508.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0597415643649304,0,0,0,0,0,0.0777579649578633,0,0,0,0.535018408434902,0,0,0,0,0,0,0.022199129741017,0,0,0.011354265844696,0,0,0.0130678762117535,0,0,0,0,0,0,0,0,0,0,0,-0.0156404815739866,0.0174910560696982,0,0,8.67361737988404e-19,0.0280859353503028,0,0,0,0,0,0,-0.0370879581426245,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.193630383796044,0,0,0,0,0,0,0,0,0.0207226063700018,0,0.574020775655756,0,0,0,0,0.102788405105973,0,0,0.022029314672489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277077528466812,0,0,0.029069054404159,0,0,0,0,0,0,0,0.00160288244144856,0,0,0,0,-0.0350656865589198,0,0
X600276.SH,0,0,0,0,-0.0102217943547077,0,0,0.0535565302897585,0,0,0,0.221122666186831,0,0,0.0235787904701088,0.171079120150664,0,0.1078556202602,0,0,0.0211446605097647,0,0,0,0,0,0,0,0,0.0192739567109037,0,0,0,0.022022788372919,0.0564698477455684,0,-0.0608412433863156,0,0.00513617748956014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009177654381847,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293890900075807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115389009647234,0,0,-0.114187034963448,-0.0253716677754319,-0.0870620522916833,0.0103550987131848,0,0,0,0,0,0,0,0,0,0,0.0611935177940569,0,0,0,0,0,0,0,0.024274654686407,0,0
X002415.SZ,0,0.0122997464393735,0,0,0,0,0,0,0,0,0,0.0196624861455946,0,0,0,0,0,0,0,0,0,0,0.526611279854757,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248847073784475,0,0,0,0,0,0,0,0,0,0,0,0,0.0454516538557129,0,0,0,0,0,0,0,-0.0449740520696152,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241796107539807,0,0,0,0,0,-0.0124323003688068,0.0983857346836338,0,0.0437318506799656,0,0,-0.0164976253279733,0,0,0.032165232231368,0,0,0.00908691453144127,0,0,0.00217697408280666,0,0,0.041641801197579,0,0,0,-0.0157616341149185,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0.217310573303187,0,0,0,0,0,0.0298132795114351,0,0,0,0,0,0,0,0,0,0,0.280804929312772,0,0,0,0,0,0,0,-0.211386807782736,0,-0.179556750938982,0,0,0,0,0,0,0,0.0477824396552825,0.0662866820883832,0,0,0,0,0,0,0,0,0,0,0,0,0.0594293705922361,0.0953365320901582,0,0,0,0.149380003957912,0,0
X002475.SZ,0,0.135456521801947,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.390873202663933,0,0,0.0139456885965187,0,0,0,0,0,0,0,0,0,0,0,0.189195587791194,0,0,0.264150322412935,0,0.133871937660694,0,-0.0406748364507227,-0.0155391990367265,0,0,0.0597437439776536,0,0,0,0,0,0,0,0,0,0,0,0.0138930712418511,0,0,0,-0.000520604936926016,0,0
X002304.SZ,0,0,0.0680169184854442,0,0.0931467862202468,0,0.117224768982104,0.087339660962348,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0269134508128355,0,0,0,0.270398905968775,0,0.0399780894470613,0.134755241610825,0,0,0,0,-0.0619459449050923,0,0,0,0,0,0,-0.0214113130681015,0,0,0,0,0,0,0,0,0.122903171196141,0,0,0,0,0,-0.0100243326390846,0.0189099160695291,0,0,0,-0.015366919763578,0,0
X000063.SZ,0,0,0,0,0,0,0,0.178850259554504,0,0,0,0.0520168828318407,0,0,0,0,0.0708015612812243,0,0,0.159371402841994,0,0,0.0268078891971495,0,0,0,0,0,0,0.00631684457569801,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0143916390064467,0,0,0,0,0,0,0
