,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X000063.SZ,X600809.SH,X300124.SZ,X002008.SZ,X600867.SH,X601877.SH,X000596.SZ,X600271.SH,X000625.SZ,X002456.SZ,X600487.SH,X000661.SZ,X600066.SH,X600566.SH,X000100.SZ,X002294.SZ,X002007.SZ,X000157.SZ,X000977.SZ,X002179.SZ,X002241.SZ,X002180.SZ,X000981.SZ,X300136.SZ,X300142.SZ,X000050.SZ,X600498.SH,X002049.SZ,X000869.SZ,X002508.SZ,X600177.SH,X600779.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.284783748027137,0.0871875238463636,0,0,0,0,0,0,0,0,0.0418200850617389,0,0,0,0,0.0563489386109196,0,0,0,0,0,0,0,0,0.0520613986129831,0,0.0007150347762785,0,0,0,0,0,0,0,0,0,0,0,0.0369268614021212,0,0.0396136514813752,0,0.0443296039320187,0,0,0,0,0,0.00294702899147538,0.0194847045508053,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.227800556420369,0,0,0.26522197416403,0.0640470196049586,0,0.0930301837773677,0,0,0,0,0.118816791684806,0.0659929833498335,-0.0877907639083851,0,0.0410006372428817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133823326453346,-0.0679859014233889,0,0,0,-0.135988905833715,-0.0104694404620847,0,0,0,0,0,0,0.0483227403281428,-0.0381012743614703,0,0,0,0.243743147976601,0,0
X002415.SZ,0,0,0,0,0,0,0.0354340607144464,0,0,0,0,0,0,0,0,0,0.425957512014625,-0.0406808906860938,0,0.0907106420955809,0,0,0,0,0,0,0,0,0,0,0.164273715809068,0,0,0,0,0,0,0.0667467838173953,0,0,0,0,0,0,0,0,0.118213126164181,0,0,0,0,0,-0.0165080555297193,0,0,0,0,0,0
X000858.SZ,0.20005816594761,0,0,0,0,0,0.315121143083337,0,0,0,0,0,0,0,0,0,0.218391491121168,0,0.0631206047068733,0,0,0,0,0.0512760665617983,0,0,0,0,0,0,0,0,0,0,0,0,0.00058457116114382,0,0,0,0,0,0,0,0,0,0,0,0.0809714815997888,0,0,0.00356495750657205,0.0267679464254461,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0273658660935503,0,0,0,0,0.202721485725469,0,0,0,0.0432884551918052,0,0,0,0,0,0.0196068694165471,0,0,0,0,0,0,0,0.191971550148256,0,0,0,0,0,0,0,0,-0.0867687031010502,0,0,-0.0370163247733127,0,0,0,0.0247292126769404,0,0,0,0,0,0.124798891774293,0.164595155992975,0,-0.0878086061257924,0.1289802080858,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.25932040061042,0,0,0,-0.00643676074984027,0.119166206546558,0,0,-0.00734231879754577,0,0,0,0,-0.114116442599008,0,0,0,0,0,0.09934119894698,0,0.27257860149789,0,0.222013577570785,0,0,-0.106013432062869,0,0,0,0,0,0,0,0,0,0,0,0,0.139466847551615,0,0,-0.0201010883387049,0,0,0,0,0,0,0
X002304.SZ,0,0,0.124742862259042,0,0,0,0,0,0.275393603729939,0,0,0,0,0,0,0,0.0106081786847206,-0.0889671305801008,0.322958026276787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102760262053201,0,0,0,0,0,0,0,0,0,0,0,-7.83263706854234e-05,0,0,0,0,0,0,0.0414087658934494,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380925192441295,0,0,0.0392920388665872,0,-0.00926984990593155,0,0,0,0,0.0363467812408095,-0.147903070066913,0,-0.123377678670675,0,0,0,0,0.0503181020491147,0,0,-0.119432807439958,0.0238047268937308,0.120352115413914,0,0.242538618571787,0.176864359634403,0,0,0,0,0,0.151224829387666,-0.0706816807876317,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.319499930927744,0,0,0.166404538562111,0,0,0,0,0,0.0185873406348045,0,0,0,0,0,0.068220304616205,0,0,0,0,0.0428331474903875,0,0,0.0451043611649589,0,0,0,0,0,0,0,0,-0.0822708490935007,0,0,0,0,0,0.0434195982655129,0,0,0,0.0457517925325196,0,0,0,0,0,0,0.032946522441354,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.0220521773161355,0.110449111146892,0,0,0,0,0.0392839603909864,0,0,0,0,0,0,0,0,0,0,0,0,0.277881358120092,0,0,0,0.0265894137168206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0833658950307869,0,0,0,0.0676567724839014,0,0,0.00717164298695097,0.0374947611582443,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.349840445048679,0,0,-0.0174173069022442,0,0,0,0,0,0,0,0,0,0,0.581210288142417,0,0,0,0,0,0,0,0,0.0670729174236215,0,0,0,0,0,0,0,0,0.0119344675330119,0,0,0,0.181927453656834,0.126850865254913,0,0,-0.0169748687908837,0,0,0,0,0,0
X600741.SH,0,0.293252385506777,0,0,0,0,0,0,0.230823545375883,0,0,0,0.00117724103149901,0,0,0.0292489103741977,0.0586487018498558,0,0.0119594820230692,0,0,0.0137916099151854,0,0.0392929368322537,0,0,0.0737001361575071,0,0,0,0,0,0,0,0,0,0,0,-0.0754990259754193,0,0,0,0,0,0.105890725702292,0,0,0,0,0,0,0.0167987134048193,-0.0132848780570436,0,0,0,0,0,0
X002475.SZ,0,0.0756831381649394,0,0,0,0,0,0,0,0,0,0,0,0.0124514784026713,0,0,0,0,0,0,0,0,0,0,0,0,0.579078614362503,0,0,0,0,0,0,0.0960011329508628,0,8.67361737988404e-19,0,0,0,0,0.17480658039092,0,-0.006017355576926,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.00458680719921883,0,0,0,0,0,0
